Frame;Time;Pendulums_X;Pendulum_Y;Pendulum_Z;Top_X;Top_Y;Top_Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8312;69.266667;-0.100404;0.399980;0.180977;-0.001206;1.021324;0.024837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8313;69.275000;-0.095668;0.402535;0.182301;-0.001205;1.021323;0.024840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8314;69.283333;-0.092420;0.401999;0.181735;-0.001203;1.021322;0.024839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8315;69.291667;-0.088978;0.401600;0.181232;-0.001201;1.021321;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8316;69.300000;-0.085281;0.401010;0.180613;-0.001197;1.021317;0.024843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8317;69.308333;-0.082500;0.402063;0.179964;-0.001198;1.021316;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8318;69.316667;-0.078712;0.401404;0.178912;-0.001200;1.021315;0.024842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8319;69.325000;-0.076769;0.402433;0.177513;-0.001188;1.021310;0.024834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8320;69.333333;-0.070356;0.398558;0.175636;-0.001191;1.021315;0.024839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8321;69.341667;-0.068968;0.401121;0.174621;-0.001189;1.021320;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8322;69.350000;-0.063349;0.398321;0.172834;-0.001184;1.021315;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8323;69.358333;-0.059299;0.397493;0.170988;-0.001173;1.021309;0.024831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8324;69.366667;-0.056955;0.399067;0.169025;-0.001173;1.021314;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8325;69.375000;-0.051484;0.391011;0.164604;-0.001170;1.021317;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8326;69.383333;-0.045868;0.393462;0.164112;-0.001170;1.021311;0.024840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8327;69.391667;-0.041727;0.392953;0.161648;-0.001167;1.021306;0.024832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8328;69.400000;-0.037735;0.392563;0.159128;-0.001163;1.021314;0.024834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8329;69.408333;-0.034159;0.392360;0.156476;-0.001164;1.021308;0.024834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8330;69.416667;-0.029254;0.391091;0.153368;-0.001155;1.021303;0.024829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8331;69.425000;-0.024864;0.390533;0.150394;-0.001154;1.021302;0.024828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8332;69.433333;-0.021163;0.390355;0.147397;-0.001148;1.021303;0.024825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8333;69.441667;-0.016421;0.388992;0.143665;-0.001146;1.021299;0.024825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8334;69.450000;-0.012399;0.389013;0.140656;-0.001143;1.021309;0.024829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8335;69.458333;-0.007494;0.387809;0.136750;-0.001138;1.021304;0.024830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8336;69.466667;-0.003750;0.387693;0.133323;-0.001142;1.021294;0.024827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8337;69.475000;0.000905;0.386445;0.129022;-0.001132;1.021306;0.024823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8338;69.483333;0.005343;0.385931;0.125224;-0.001127;1.021302;0.024820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8339;69.491667;0.009626;0.385473;0.121055;-0.001123;1.021309;0.024825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8340;69.500000;0.013711;0.384994;0.116847;-0.001120;1.021303;0.024821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8341;69.508333;0.018044;0.384429;0.112796;-0.001117;1.021307;0.024817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8342;69.516667;0.022250;0.384054;0.108388;-0.001105;1.021308;0.024817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8343;69.525000;0.026324;0.383867;0.103881;-0.001109;1.021307;0.024815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8344;69.533333;0.029995;0.384146;0.099839;-0.001105;1.021307;0.024816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8345;69.541667;0.034420;0.383123;0.094652;-0.001106;1.021304;0.024815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8346;69.550000;0.038435;0.383023;0.089956;-0.001095;1.021309;0.024813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8347;69.558333;0.042353;0.382938;0.085301;-0.001091;1.021307;0.024809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8348;69.566667;0.046314;0.382875;0.080624;-0.001096;1.021312;0.024811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8349;69.575000;0.049604;0.383241;0.076012;-0.001084;1.021307;0.024811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8350;69.583333;0.053296;0.383254;0.071110;-0.001075;1.021316;0.024807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8351;69.591667;0.056982;0.383274;0.066178;-0.001034;1.021275;0.024770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8352;69.600000;0.060538;0.383372;0.061138;-0.001031;1.021281;0.024776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8353;69.608333;0.064438;0.382853;0.055556;-0.001063;1.021314;0.024808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8354;69.616667;0.067851;0.382949;0.050536;-0.001019;1.021283;0.024770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8355;69.625000;0.070765;0.383863;0.045960;-0.001017;1.021284;0.024769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8356;69.633333;0.073942;0.384239;0.040869;-0.001014;1.021284;0.024765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8357;69.641667;0.077398;0.383899;0.035075;-0.001045;1.021321;0.024797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8358;69.650000;0.080442;0.384209;0.030093;-0.001001;1.021288;0.024763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8359;69.658333;0.083374;0.384689;0.024942;-0.001034;1.021325;0.024789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8360;69.666667;0.086156;0.384894;0.019899;-0.001001;1.021291;0.024757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8361;69.675000;0.088762;0.385416;0.014708;-0.000998;1.021291;0.024757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8362;69.683333;0.090907;0.386521;0.010112;-0.001034;1.021329;0.024788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8363;69.691667;0.093323;0.386938;0.004979;-0.000985;1.021297;0.024748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8364;69.700000;0.096068;0.387090;-0.000525;-0.000984;1.021297;0.024747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8365;69.708333;0.097843;0.388110;-0.005097;-0.000979;1.021298;0.024747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8366;69.716667;0.100399;0.388176;-0.010469;-0.000974;1.021304;0.024745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8367;69.725000;0.102356;0.388775;-0.015385;-0.000976;1.021307;0.024742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8368;69.733333;0.104006;0.389255;-0.020369;-0.000970;1.021313;0.024744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8369;69.741667;0.105731;0.389985;-0.025221;-0.000959;1.021317;0.024740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8370;69.750000;0.107330;0.390658;-0.029878;-0.000963;1.021318;0.024739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8371;69.758333;0.108675;0.390655;-0.034950;-0.000946;1.021311;0.024685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8372;69.766667;0.109757;0.391590;-0.039249;-0.000952;1.021321;0.024735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8373;69.775000;0.110861;0.392268;-0.043894;-0.000952;1.021317;0.024728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8374;69.783333;0.111916;0.392902;-0.048342;-0.000947;1.021323;0.024685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8375;69.791667;0.112646;0.393717;-0.052715;-0.000944;1.021328;0.024723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8376;69.800000;0.113517;0.394279;-0.056864;-0.000948;1.021331;0.024726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8377;69.808333;0.114053;0.394912;-0.061058;-0.000945;1.021329;0.024719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8378;69.816667;0.114463;0.395617;-0.065210;-0.000937;1.021339;0.024669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8379;69.825000;0.114808;0.396235;-0.069061;-0.000928;1.021329;0.024667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8380;69.833333;0.114980;0.396788;-0.072920;-0.000936;1.021330;0.024668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8381;69.841667;0.115019;0.397448;-0.076586;-0.000933;1.021333;0.024663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8382;69.850000;0.115230;0.397597;-0.080663;-0.000938;1.021348;0.024718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8383;69.858333;0.114992;0.398170;-0.084026;-0.000937;1.021351;0.024717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8384;69.866667;0.114610;0.398643;-0.087305;-0.000926;1.021346;0.024665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8385;69.875000;0.114013;0.399230;-0.090690;-0.000928;1.021349;0.024711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8386;69.883333;0.113324;0.399620;-0.093928;-0.000921;1.021354;0.024663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8387;69.891667;0.112694;0.399873;-0.096856;-0.000920;1.021345;0.024659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8388;69.900000;0.111631;0.400404;-0.099600;-0.000925;1.021355;0.024659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8389;69.908333;0.110599;0.400782;-0.102324;-0.000922;1.021356;0.024663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8390;69.916667;0.109518;0.400986;-0.104860;-0.000926;1.021364;0.024703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8391;69.925000;0.108023;0.401254;-0.107414;-0.000924;1.021361;0.024659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8392;69.933333;0.106692;0.401318;-0.109606;-0.000916;1.021365;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8393;69.941667;0.105144;0.401649;-0.111567;-0.000927;1.021364;0.024658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8394;69.950000;0.103609;0.401688;-0.113526;-0.000921;1.021368;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8395;69.958333;0.101700;0.401781;-0.115396;-0.000931;1.021366;0.024703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8396;69.966667;0.099838;0.401820;-0.117017;-0.000926;1.021363;0.024660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8397;69.975000;0.097650;0.401934;-0.118384;-0.000924;1.021357;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8398;69.983333;0.095500;0.401799;-0.119738;-0.000926;1.021363;0.024665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8399;69.991667;0.093296;0.401595;-0.120969;-0.000928;1.021369;0.024670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8400;70.000000;0.090888;0.401482;-0.122032;-0.000930;1.021368;0.024657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8401;70.008333;0.088319;0.401376;-0.122875;-0.000918;1.021363;0.024660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8402;70.016667;0.085857;0.401045;-0.123653;-0.000930;1.021365;0.024659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8403;70.025000;0.083085;0.400702;-0.124223;-0.000938;1.021360;0.024659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8404;70.033333;0.080273;0.400510;-0.124371;-0.000936;1.021369;0.024711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8405;70.041667;0.077293;0.400129;-0.124575;-0.000937;1.021365;0.024711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8406;70.050000;0.074299;0.399715;-0.124701;-0.000945;1.021364;0.024716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8407;70.058333;0.071242;0.399226;-0.124572;-0.000941;1.021370;0.024708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8408;70.066667;0.068108;0.398768;-0.124180;-0.000988;1.021392;0.024753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8409;70.075000;0.064831;0.398168;-0.123810;-0.000943;1.021356;0.024660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8410;70.083333;0.061384;0.397782;-0.123101;-0.000956;1.021358;0.024714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8411;70.091667;0.058033;0.397131;-0.122261;-0.000949;1.021353;0.024661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8412;70.100000;0.054506;0.396471;-0.121217;-0.000961;1.021360;0.024719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8413;70.108333;0.050978;0.395866;-0.120213;-0.000996;1.021386;0.024747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8414;70.116667;0.047255;0.395338;-0.118864;-0.000962;1.021351;0.024719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8415;70.125000;0.043629;0.394673;-0.117330;-0.001005;1.021383;0.024754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8416;70.133333;0.039906;0.393994;-0.115765;-0.001013;1.021384;0.024757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8417;70.141667;0.035992;0.393276;-0.114071;-0.001019;1.021373;0.024757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8418;70.150000;0.032049;0.392658;-0.112125;-0.001023;1.021375;0.024754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8419;70.158333;0.028179;0.391891;-0.109881;-0.001025;1.021374;0.024754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8420;70.166667;0.024121;0.391158;-0.107761;-0.001036;1.021378;0.024759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8421;70.175000;0.020110;0.390602;-0.105182;-0.001040;1.021379;0.024765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8422;70.183333;0.016033;0.389972;-0.102703;-0.001041;1.021371;0.024763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8423;70.191667;0.012076;0.389104;-0.100024;-0.001047;1.021376;0.024767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8424;70.200000;0.007967;0.388465;-0.097089;-0.001019;1.021336;0.024725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8425;70.208333;0.003791;0.387789;-0.094121;-0.001057;1.021361;0.024758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8426;70.216667;-0.000274;0.387101;-0.091001;-0.001059;1.021360;0.024768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8427;70.225000;-0.004517;0.386575;-0.087716;-0.001066;1.021354;0.024766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8428;70.233333;-0.008722;0.385995;-0.084244;-0.001072;1.021362;0.024770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
