Format Version,1.21,Take Name,Run_4_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.48.42 AM,Total Frames in Take,6333,Total Exported Frames,6333,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104,Unlabeled:107,Unlabeled:107,Unlabeled:107
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E35706B","8392B20CF49E35706B","8392B20CF49E35706B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4515,37.625000,,,,-0.017990,1.025000,0.021772,1.864853,0.018049,0.351925,-0.025518,0.422097,0.126839,,,,,,
4516,37.633333,,,,-0.017991,1.025003,0.021778,1.864926,0.018045,0.351916,-0.022421,0.422260,0.126998,,,,,,
4517,37.641667,,,,-0.017988,1.025002,0.021778,1.864959,0.017989,0.351892,-0.019458,0.422242,0.126788,,,,,,
4518,37.650000,,,,-0.017989,1.024999,0.021769,1.864818,0.018080,0.351941,-0.016486,0.422109,0.126628,,,,,,
4519,37.658333,,,,-0.017990,1.025002,0.021777,1.864943,0.018024,0.351908,-0.013342,0.422140,0.126359,,,,,,
4520,37.666667,,,,-0.017987,1.024997,0.021777,1.864908,0.018043,0.351917,-0.010449,0.422186,0.125992,,,,,,
4521,37.675000,,,,-0.017938,1.024953,0.021756,1.864893,0.018060,0.351922,-0.007446,0.422158,0.125256,,,,,,
4522,37.683333,,,,-0.017985,1.025002,0.021773,1.864914,0.018047,0.351916,-0.004429,0.422225,0.124731,,,,,,
4523,37.691667,,,,-0.017991,1.025002,0.021775,1.864950,0.018001,0.351898,-0.001756,0.422149,0.123895,,,,,,
4524,37.700000,,,,-0.017984,1.025002,0.021779,1.864893,0.018046,0.351921,0.001329,0.422046,0.123058,,,,,,
4525,37.708333,,,,-0.017999,1.025014,0.021737,1.864920,0.018048,0.351914,0.004257,0.421963,0.122020,,,,,,
4526,37.716667,,,,-0.017986,1.025007,0.021778,1.864867,0.018078,0.351932,0.006975,0.421990,0.120877,,,,,,
4527,37.725000,,,,-0.017987,1.024993,0.021772,1.864860,0.018073,0.351932,0.009879,0.422045,0.119603,,,,,,
4528,37.733333,,,,-0.017985,1.024994,0.021775,1.864998,0.017986,0.351886,0.012594,0.421893,0.118335,,,,,,
4529,37.741667,,,,-0.018000,1.025015,0.021734,1.864923,0.018023,0.351911,0.015392,0.421875,0.116916,,,,,,
4530,37.750000,,,,-0.017989,1.025002,0.021779,1.864966,0.018006,0.351895,0.017940,0.421684,0.115319,,,,,,
4531,37.758333,,,,-0.017983,1.025000,0.021773,1.864875,0.018066,0.351929,0.020670,0.421781,0.113640,,,,,,
4532,37.766667,,,,-0.017982,1.025004,0.021776,1.864906,0.018028,0.351913,0.023139,0.421619,0.112020,,,,,,
4533,37.775000,,,,-0.017979,1.025004,0.021780,1.864894,0.018054,0.351925,0.025775,0.421572,0.110161,,,,,,
4534,37.783333,,,,-0.017982,1.024999,0.021780,1.864848,0.018064,0.351930,0.028178,0.421433,0.108171,,,,,,
4535,37.791667,,,,-0.017982,1.025010,0.021784,1.864917,0.018042,0.351917,0.030612,0.421567,0.106162,,,,,,
4536,37.800000,,,,-0.017977,1.025004,0.021777,1.864909,0.018037,0.351917,0.032896,0.421315,0.103945,,,,,,
4537,37.808333,,,,-0.017979,1.025005,0.021777,1.864800,0.018119,0.351955,0.035293,0.421282,0.101804,,,,,,
4538,37.816667,,,,-0.017934,1.024959,0.021753,1.864837,0.018090,0.351940,0.037341,0.421172,0.099469,,,,,,
4539,37.825000,,,,-0.017983,1.025004,0.021779,1.864846,0.018080,0.351934,0.039698,0.421160,0.097143,,,,,,
4540,37.833333,,,,-0.017981,1.025004,0.021777,1.864904,0.018043,0.351917,0.041724,0.421028,0.094704,,,,,,
4541,37.841667,,,,-0.017981,1.025008,0.021779,1.864999,0.018000,0.351890,0.043586,0.420901,0.092120,,,,,,
4542,37.850000,,,,-0.017983,1.025003,0.021778,1.864886,0.018049,0.351921,0.045635,0.420885,0.089561,,,,,,
4543,37.858333,,,,-0.017982,1.025001,0.021781,1.864817,0.018101,0.351949,0.047465,0.420829,0.086852,,,,,,
4544,37.866667,,,,-0.017982,1.025005,0.021777,1.864773,0.018102,0.351956,0.049105,0.420657,0.083832,,,,,,
4545,37.875000,,,,-0.017976,1.025000,0.021779,1.864848,0.018066,0.351933,0.050949,0.420689,0.081207,,,,,,
4546,37.883333,,,,-0.017978,1.025009,0.021779,1.864879,0.018047,0.351922,0.052571,0.420586,0.078354,,,,,,
4547,37.891667,,,,-0.017974,1.025014,0.021780,1.864820,0.018110,0.351950,0.053968,0.420411,0.075309,,,,,,
4548,37.900000,,,,-0.017974,1.025000,0.021779,1.864839,0.018086,0.351937,0.055432,0.420417,0.072461,,,,,,
4549,37.908333,,,,-0.017971,1.025001,0.021783,1.864878,0.018053,0.351926,0.056813,0.420347,0.069338,,,,,,
4550,37.916667,,,,-0.017977,1.025001,0.021781,1.864867,0.018061,0.351929,0.058130,0.420229,0.066238,,,,,,
4551,37.925000,,,,-0.017974,1.025006,0.021780,1.864886,0.018061,0.351926,0.059129,0.420196,0.063102,,,,,,
4552,37.933333,,,,-0.017980,1.025005,0.021781,1.864816,0.018086,0.351943,0.060253,0.420018,0.060008,,,,,,
4553,37.941667,,,,-0.017982,1.025002,0.021779,1.864858,0.018059,0.351929,0.061215,0.420014,0.056708,,,,,,
4554,37.950000,,,,-0.017974,1.025004,0.021773,1.864940,0.018028,0.351909,0.062178,0.420015,0.053643,,,,,,
4555,37.958333,,,,-0.017927,1.024968,0.021755,1.864995,0.017997,0.351890,0.062983,0.419847,0.050316,,,,,,
4556,37.966667,,,,-0.017975,1.025004,0.021777,1.864905,0.018044,0.351919,0.063620,0.419853,0.047041,,,,,,
4557,37.975000,,,,-0.017978,1.025006,0.021780,1.864802,0.018103,0.351951,0.064260,0.419799,0.043760,,,,,,
4558,37.983333,,,,-0.017981,1.024999,0.021774,1.864778,0.018108,0.351956,0.064665,0.419730,0.040428,,,,,,
4559,37.991667,,,,-0.017981,1.025011,0.021782,1.864818,0.018099,0.351946,0.065009,0.419693,0.036944,,,,,,
4560,38.000000,,,,-0.017930,1.024969,0.021756,1.864835,0.018091,0.351942,0.065270,0.419640,0.033644,,,,,,
4561,38.008333,,,,-0.017981,1.025010,0.021775,1.865026,0.017986,0.351884,0.065507,0.419522,0.030262,,,,,,
4562,38.016667,,,,-0.017982,1.025002,0.021776,1.864919,0.018034,0.351914,0.065578,0.419569,0.026856,,,,,,
4563,38.025000,,,,-0.017982,1.025015,0.021779,1.864927,0.018053,0.351919,0.065493,0.419617,0.023504,,,,,,
4564,38.033333,,,,-0.017931,1.024971,0.021755,1.864898,0.018045,0.351916,0.065482,0.419453,0.020225,,,,,,
4565,38.041667,,,,-0.017976,1.025006,0.021776,1.864931,0.018025,0.351907,0.065364,0.419407,0.016878,,,,,,
4566,38.050000,,,,-0.017970,1.025005,0.021775,1.864903,0.018065,0.351924,0.065028,0.419521,0.013599,,,,,,
4567,38.058333,,,,-0.017930,1.024967,0.021755,1.864931,0.018015,0.351908,0.064706,0.419472,0.010393,,,,,,
4568,38.066667,,,,-0.017932,1.024971,0.021757,1.864802,0.018108,0.351949,0.064204,0.419414,0.007256,,,,,,
4569,38.075000,,,,-0.017982,1.025014,0.021776,1.864896,0.018038,0.351917,0.063606,0.419327,0.003763,,,,,,
4570,38.083333,,,,-0.017987,1.025010,0.021772,1.864921,0.018032,0.351912,0.062941,0.419289,0.000521,,,,,,
4571,38.091667,,,,-0.017984,1.025012,0.021776,1.864898,0.018034,0.351917,0.062178,0.419246,-0.002579,,,,,,
4572,38.100000,,,,-0.017983,1.025006,0.021773,1.864924,0.018026,0.351910,0.061359,0.419421,-0.005649,,,,,,
4573,38.108333,,,,-0.017975,1.025014,0.021775,1.864863,0.018052,0.351926,0.060381,0.419392,-0.008679,,,,,,
4574,38.116667,,,,-0.017976,1.025017,0.021776,1.864858,0.018074,0.351933,0.059288,0.419389,-0.011896,,,,,,
4575,38.125000,,,,-0.017987,1.025012,0.021779,1.864848,0.018062,0.351932,0.058255,0.419334,-0.014837,,,,,,
4576,38.133333,,,,-0.017934,1.024976,0.021757,1.864842,0.018077,0.351938,0.056983,0.419335,-0.017843,,,,,,
4577,38.141667,,,,-0.017980,1.025016,0.021780,1.864861,0.018076,0.351933,0.055758,0.419317,-0.020673,,,,,,
4578,38.150000,,,,-0.017980,1.025013,0.021777,1.864935,0.018036,0.351913,0.054276,0.419352,-0.023552,,,,,,
4579,38.158333,,,,-0.017980,1.025008,0.021783,1.864993,0.017998,0.351891,0.052854,0.419367,-0.026294,,,,,,
4580,38.166667,,,,-0.017981,1.025019,0.021776,1.864963,0.017997,0.351897,0.051314,0.419348,-0.028909,,,,,,
4581,38.175000,,,,-0.017985,1.025015,0.021781,1.864873,0.018052,0.351925,0.049541,0.419440,-0.031837,,,,,,
4582,38.183333,,,,-0.017981,1.025013,0.021776,1.865077,0.017966,0.351867,0.047878,0.419384,-0.034215,,,,,,
4583,38.191667,,,,-0.017980,1.025016,0.021781,1.864932,0.018024,0.351907,0.046086,0.419416,-0.036663,,,,,,
4584,38.200000,,,,-0.017978,1.025010,0.021776,1.864815,0.018078,0.351942,0.044142,0.419266,-0.039304,,,,,,
4585,38.208333,,,,-0.017980,1.025018,0.021774,1.864928,0.018038,0.351913,0.042278,0.419387,-0.041581,,,,,,
4586,38.216667,,,,-0.017982,1.025016,0.021779,1.864924,0.018049,0.351915,0.040304,0.419377,-0.043810,,,,,,
4587,38.225000,,,,-0.017979,1.025020,0.021783,1.864957,0.018015,0.351903,0.038238,0.419458,-0.046016,,,,,,
4588,38.233333,,,,-0.017984,1.025012,0.021778,1.864929,0.018021,0.351907,0.035940,0.419376,-0.048089,,,,,,
4589,38.241667,,,,-0.017984,1.025017,0.021778,1.864912,0.018017,0.351911,0.033891,0.419439,-0.050091,,,,,,
4590,38.250000,,,,-0.017980,1.025014,0.021776,1.864866,0.018059,0.351930,0.031570,0.419338,-0.051989,,,,,,
4591,38.258333,,,,-0.017989,1.025014,0.021782,1.864890,0.018072,0.351929,0.029224,0.419399,-0.053815,,,,,,
4592,38.266667,,,,-0.017979,1.025017,0.021773,1.864905,0.018031,0.351915,0.026778,0.419363,-0.055556,,,,,,
4593,38.275000,,,,-0.018003,1.025027,0.021737,1.864935,0.018036,0.351913,0.024331,0.419278,-0.057193,,,,,,
4594,38.283333,,,,-0.017982,1.025004,0.021777,1.864892,0.018051,0.351921,0.021871,0.419286,-0.058711,,,,,,
4595,38.291667,,,,-0.017989,1.025010,0.021785,1.864842,0.018083,0.351938,0.019463,0.419405,-0.060043,,,,,,
4596,38.300000,,,,-0.017985,1.025014,0.021782,1.864938,0.018026,0.351907,0.016784,0.419249,-0.061444,,,,,,
4597,38.308333,,,,-0.017987,1.025014,0.021779,1.864816,0.018099,0.351944,0.014107,0.419343,-0.062750,,,,,,
4598,38.316667,,,,-0.017984,1.025018,0.021780,1.864929,0.018039,0.351914,0.011460,0.419118,-0.063795,,,,,,
4599,38.325000,,,,-0.017990,1.025016,0.021778,1.864884,0.018055,0.351924,0.008835,0.419254,-0.064708,,,,,,
4600,38.333333,,,,-0.018001,1.025028,0.021738,1.864930,0.018024,0.351908,0.006024,0.419172,-0.065679,,,,,,
4601,38.341667,,,,-0.017991,1.025009,0.021780,1.864947,0.018010,0.351900,0.003305,0.419094,-0.066374,,,,,,
4602,38.350000,,,,-0.017984,1.025015,0.021780,1.864946,0.018013,0.351902,0.000523,0.419074,-0.067185,,,,,,
4603,38.358333,,,,-0.017987,1.025013,0.021776,1.864814,0.018105,0.351951,-0.002341,0.419078,-0.067755,,,,,,
4604,38.366667,,,,-0.017987,1.025012,0.021777,1.864809,0.018100,0.351949,-0.005109,0.419074,-0.068211,,,,,,
4605,38.375000,,,,-0.017988,1.025013,0.021778,1.864835,0.018077,0.351937,-0.008130,0.418960,-0.068648,,,,,,
4606,38.383333,,,,-0.017994,1.025011,0.021779,1.864895,0.018039,0.351917,-0.010824,0.418949,-0.068783,,,,,,
4607,38.391667,,,,-0.017987,1.025015,0.021781,1.864874,0.018056,0.351925,-0.013747,0.418944,-0.068894,,,,,,
4608,38.400000,,,,-0.017992,1.025010,0.021776,1.864831,0.018085,0.351940,-0.016748,0.418835,-0.068956,,,,,,
4609,38.408333,,,,-0.018004,1.025030,0.021740,1.864854,0.018072,0.351933,-0.019557,0.418860,-0.068711,,,,,,
4610,38.416667,,,,-0.017998,1.025014,0.021780,1.864905,0.018032,0.351913,-0.022430,0.418712,-0.068610,,,,,,
4611,38.425000,,,,-0.017990,1.025021,0.021778,1.864898,0.018045,0.351919,-0.025353,0.418615,-0.068380,,,,,,
4612,38.433333,,,,-0.017943,1.024977,0.021756,1.864835,0.018092,0.351942,-0.028169,0.418595,-0.067881,,,,,,
4613,38.441667,,,,-0.018012,1.025028,0.021738,1.864881,0.018058,0.351925,-0.031198,0.418629,-0.067373,,,,,,
4614,38.450000,,,,-0.017991,1.025019,0.021781,1.864815,0.018076,0.351940,-0.034139,0.418630,-0.066749,,,,,,
4615,38.458333,,,,-0.017993,1.025015,0.021777,1.864919,0.018052,0.351918,-0.036870,0.418368,-0.065976,,,,,,
4616,38.466667,,,,-0.017986,1.025022,0.021775,1.864856,0.018054,0.351928,-0.039561,0.418225,-0.065101,,,,,,
4617,38.475000,,,,-0.017994,1.025017,0.021781,1.864878,0.018041,0.351922,-0.042537,0.418376,-0.064153,,,,,,
4618,38.483333,,,,-0.017993,1.025012,0.021777,1.864927,0.018039,0.351913,-0.045467,0.418169,-0.063093,,,,,,
4619,38.491667,,,,-0.017992,1.025012,0.021771,1.864938,0.018026,0.351907,-0.048092,0.418223,-0.061963,,,,,,
4620,38.500000,,,,-0.018009,1.025032,0.021744,1.864863,0.018082,0.351933,-0.050745,0.418020,-0.060622,,,,,,
4621,38.508333,,,,-0.018008,1.025031,0.021733,1.864874,0.018064,0.351929,-0.053509,0.418034,-0.059433,,,,,,
4622,38.516667,,,,-0.017994,1.025018,0.021778,1.864880,0.018058,0.351924,-0.056188,0.418027,-0.057961,,,,,,
4623,38.525000,,,,-0.017984,1.025024,0.021778,1.863794,0.016087,0.352388,-0.058868,0.417840,-0.056353,,,,,,
4624,38.533333,,,,-0.017989,1.025012,0.021777,1.864847,0.018085,0.351939,-0.061306,0.417832,-0.054775,,,,,,
4625,38.541667,,,,-0.017989,1.025012,0.021771,1.864879,0.018056,0.351926,-0.064034,0.417830,-0.053134,,,,,,
4626,38.550000,,,,-0.017986,1.025009,0.021774,1.864914,0.018031,0.351913,-0.066407,0.417837,-0.051258,,,,,,
4627,38.558333,,,,-0.018011,1.025027,0.021739,1.864870,0.018061,0.351929,-0.068810,0.417638,-0.049397,,,,,,
4628,38.566667,,,,-0.017991,1.025010,0.021779,1.864883,0.018043,0.351921,-0.071163,0.417593,-0.047398,,,,,,
4629,38.575000,,,,-0.017989,1.025016,0.021773,1.864924,0.018034,0.351912,-0.073600,0.417645,-0.045219,,,,,,
4630,38.583333,,,,-0.017992,1.025007,0.021776,1.864897,0.018051,0.351921,-0.075726,0.417559,-0.043090,,,,,,
4631,38.591667,,,,-0.017987,1.025017,0.021778,1.864848,0.018069,0.351932,-0.078025,0.417552,-0.040985,,,,,,
4632,38.600000,,,,-0.017988,1.025019,0.021771,1.864948,0.018004,0.351901,-0.079991,0.417467,-0.038500,,,,,,
4633,38.608333,,,,-0.017994,1.025011,0.021781,1.864896,0.018054,0.351922,-0.082169,0.417449,-0.036303,,,,,,
4634,38.616667,,,,-0.017993,1.025011,0.021778,1.864829,0.018063,0.351935,-0.084074,0.417427,-0.033725,,,,,,
4635,38.625000,,,,-0.017992,1.025012,0.021776,1.864868,0.018044,0.351924,-0.086177,0.417346,-0.031341,,,,,,
4636,38.633333,,,,-0.018009,1.025025,0.021739,1.864834,0.018091,0.351942,-0.087812,0.417320,-0.028625,,,,,,
4637,38.641667,,,,-0.017999,1.025014,0.021785,1.864812,0.018092,0.351945,-0.089682,0.417322,-0.026216,,,,,,
4638,38.650000,,,,-0.017994,1.025013,0.021777,1.864925,0.018056,0.351916,-0.091313,0.417291,-0.023467,,,,,,
4639,38.658333,,,,-0.018015,1.025022,0.021740,1.864902,0.018049,0.351920,-0.092901,0.417302,-0.020730,,,,,,
4640,38.666667,,,,-0.017993,1.025005,0.021783,1.864894,0.018066,0.351925,-0.094331,0.417133,-0.017844,,,,,,
4641,38.675000,,,,-0.017993,1.025010,0.021778,1.864831,0.018065,0.351935,-0.095831,0.417248,-0.014964,,,,,,
4642,38.683333,,,,-0.017983,1.025011,0.021782,1.864876,0.018055,0.351924,-0.097046,0.417252,-0.011994,,,,,,
4643,38.691667,,,,-0.017991,1.025001,0.021779,1.864841,0.018070,0.351934,-0.098338,0.417376,-0.009110,,,,,,
4644,38.700000,,,,-0.017998,1.025007,0.021779,1.864880,0.018058,0.351926,-0.099543,0.417226,-0.006067,,,,,,
4645,38.708333,,,,-0.017994,1.024996,0.021774,1.864781,0.018099,0.351953,-0.100424,0.417183,-0.003077,,,,,,
4646,38.716667,,,,-0.017991,1.024999,0.021779,1.864859,0.018060,0.351928,-0.101484,0.417303,0.000028,,,,,,
4647,38.725000,,,,-0.018005,1.025020,0.021733,1.864920,0.018032,0.351913,-0.102331,0.417431,0.003075,,,,,,
4648,38.733333,,,,-0.017995,1.025007,0.021782,1.864996,0.017988,0.351889,-0.103152,0.417365,0.006137,,,,,,
4649,38.741667,,,,-0.017995,1.025001,0.021768,1.864909,0.018027,0.351913,-0.103751,0.417255,0.009254,,,,,,
4650,38.750000,,,,-0.017992,1.024999,0.021774,1.864932,0.018015,0.351906,-0.104233,0.417263,0.012571,,,,,,
4651,38.758333,,,,-0.018015,1.025011,0.021735,1.864859,0.018062,0.351929,-0.104846,0.417447,0.015824,,,,,,
4652,38.766667,,,,-0.017994,1.025008,0.021771,1.864918,0.018046,0.351915,-0.105203,0.417399,0.018914,,,,,,
4653,38.775000,,,,-0.017994,1.024999,0.021779,1.864891,0.018047,0.351923,-0.105464,0.417430,0.022050,,,,,,
4654,38.783333,,,,-0.018000,1.025007,0.021778,1.864925,0.018032,0.351911,-0.105645,0.417501,0.025303,,,,,,
4655,38.791667,,,,-0.018013,1.025013,0.021740,1.864900,0.018047,0.351921,-0.105682,0.417532,0.028604,,,,,,
4656,38.800000,,,,-0.017999,1.025003,0.021780,1.864860,0.018070,0.351934,-0.105576,0.417597,0.031776,,,,,,
4657,38.808333,,,,-0.018003,1.024994,0.021774,1.864858,0.018069,0.351934,-0.105525,0.417657,0.035008,,,,,,
4658,38.816667,,,,-0.017992,1.024996,0.021774,1.864933,0.018040,0.351912,-0.105315,0.417702,0.038121,,,,,,
4659,38.825000,,,,-0.017991,1.025005,0.021781,1.864882,0.018033,0.351920,-0.104943,0.417849,0.041352,,,,,,
4660,38.833333,,,,-0.017990,1.024998,0.021780,1.864814,0.018088,0.351942,-0.104520,0.417958,0.044587,,,,,,
4661,38.841667,,,,-0.017996,1.024996,0.021784,1.864893,0.018040,0.351919,-0.104015,0.418070,0.047721,,,,,,
4662,38.850000,,,,-0.017993,1.024994,0.021781,1.864898,0.018024,0.351912,-0.103263,0.418154,0.050925,,,,,,
4663,38.858333,,,,-0.017991,1.024996,0.021779,1.864866,0.018077,0.351933,-0.102593,0.418205,0.053902,,,,,,
4664,38.866667,,,,-0.017987,1.025002,0.021779,1.864890,0.018057,0.351923,-0.101766,0.418129,0.056900,,,,,,
4665,38.875000,,,,-0.017992,1.024994,0.021778,1.864975,0.018012,0.351896,-0.100774,0.418347,0.060001,,,,,,
4666,38.883333,,,,-0.017993,1.024999,0.021776,1.864794,0.018105,0.351951,-0.099969,0.418416,0.062974,,,,,,
4667,38.891667,,,,-0.017994,1.025002,0.021777,1.864903,0.018057,0.351921,-0.098743,0.418577,0.065972,,,,,,
4668,38.900000,,,,-0.018000,1.025007,0.021779,1.864932,0.018048,0.351917,-0.097630,0.418519,0.068802,,,,,,
4669,38.908333,,,,-0.018008,1.025017,0.021731,1.864804,0.018103,0.351951,-0.096310,0.418559,0.071733,,,,,,
4670,38.916667,,,,-0.018001,1.024998,0.021772,1.864917,0.018016,0.351911,-0.095005,0.418893,0.074535,,,,,,
4671,38.925000,,,,-0.017999,1.024999,0.021774,1.864867,0.018065,0.351932,-0.093350,0.418831,0.077384,,,,,,
4672,38.933333,,,,-0.018004,1.024996,0.021771,1.864911,0.018024,0.351914,-0.092004,0.418953,0.079957,,,,,,
4673,38.941667,,,,-0.018004,1.025007,0.021779,1.864895,0.018040,0.351916,-0.090384,0.419198,0.082583,,,,,,
4674,38.950000,,,,-0.018002,1.024998,0.021773,1.864930,0.018054,0.351919,-0.088535,0.419231,0.085226,,,,,,
4675,38.958333,,,,-0.018003,1.024998,0.021773,1.864959,0.018016,0.351903,-0.086903,0.419342,0.087646,,,,,,
4676,38.966667,,,,-0.018000,1.024999,0.021773,1.864891,0.018035,0.351917,-0.084891,0.419429,0.090212,,,,,,
4677,38.975000,,,,-0.018002,1.024997,0.021769,1.865007,0.017981,0.351883,-0.083137,0.419420,0.092535,,,,,,
4678,38.983333,,,,-0.018001,1.024995,0.021777,1.864891,0.018053,0.351923,-0.081033,0.419590,0.094890,,,,,,
4679,38.991667,,,,-0.017997,1.025000,0.021779,1.864783,0.018094,0.351954,-0.079010,0.419800,0.097040,,,,,,
4680,39.000000,,,,-0.017999,1.025000,0.021778,1.864877,0.018048,0.351923,-0.076769,0.419892,0.099169,,,,,,
4681,39.008333,,,,-0.018000,1.024997,0.021777,1.864862,0.018068,0.351931,-0.074688,0.419945,0.101356,,,,,,
4682,39.016667,,,,-0.017996,1.025000,0.021776,1.864965,0.018020,0.351902,-0.072257,0.420069,0.103252,,,,,,
4683,39.025000,,,,-0.017992,1.025005,0.021784,1.864799,0.018100,0.351950,-0.070010,0.420064,0.105120,,,,,,
4684,39.033333,,,,-0.018000,1.025000,0.021779,1.864900,0.018061,0.351920,-0.067666,0.420374,0.106824,,,,,,
4685,39.041667,,,,-0.017997,1.024995,0.021777,1.864902,0.018040,0.351916,-0.065326,0.420201,0.108470,,,,,,
4686,39.050000,,,,-0.018001,1.024991,0.021778,1.864866,0.018060,0.351928,-0.062707,0.420431,0.110073,,,,,,
4687,39.058333,,,,-0.017998,1.024997,0.021781,1.864998,0.017992,0.351891,-0.060184,0.420483,0.111698,,,,,,
4688,39.066667,,,,-0.017994,1.024999,0.021783,1.864901,0.018047,0.351917,-0.057511,0.420454,0.113017,,,,,,
4689,39.075000,,,,-0.017999,1.024998,0.021780,1.864836,0.018084,0.351937,-0.054967,0.420690,0.114401,,,,,,
4690,39.083333,,,,-0.017997,1.024999,0.021777,1.864892,0.018048,0.351921,-0.052363,0.420747,0.115563,,,,,,
4691,39.091667,,,,-0.017995,1.024996,0.021783,1.864790,0.018114,0.351953,-0.049517,0.420814,0.116706,,,,,,
4692,39.100000,,,,-0.018015,1.025012,0.021737,1.864966,0.018008,0.351898,-0.046895,0.420682,0.117626,,,,,,
4693,39.108333,,,,-0.017997,1.025003,0.021774,1.864973,0.018007,0.351896,-0.044146,0.420813,0.118536,,,,,,
4694,39.116667,,,,-0.018002,1.025001,0.021779,1.864967,0.018001,0.351896,-0.041347,0.421129,0.119313,,,,,,
4695,39.125000,,,,-0.017998,1.024997,0.021773,1.864888,0.018050,0.351921,-0.038517,0.420982,0.120011,,,,,,
4696,39.133333,,,,-0.018004,1.024999,0.021778,1.864865,0.018071,0.351931,-0.035597,0.421066,0.120610,,,,,,
4697,39.141667,,,,-0.017998,1.025000,0.021772,1.864818,0.018116,0.351954,-0.032883,0.421090,0.120987,,,,,,
4698,39.150000,,,,-0.017992,1.025002,0.021779,1.864897,0.018042,0.351918,-0.030042,0.421136,0.121311,,,,,,
4699,39.158333,,,,-0.017994,1.025001,0.021778,1.864959,0.018023,0.351901,-0.027107,0.421309,0.121653,,,,,,
4700,39.166667,,,,-0.017987,1.025007,0.021777,1.864856,0.018089,0.351938,-0.024400,0.421132,0.121707,,,,,,
4701,39.175000,,,,-0.017990,1.024998,0.021777,1.864866,0.018059,0.351931,-0.021374,0.421184,0.121717,,,,,,
4702,39.183333,,,,-0.017997,1.024994,0.021785,1.864889,0.018059,0.351922,-0.018587,0.421306,0.121679,,,,,,
4703,39.191667,,,,-0.017989,1.024998,0.021782,1.864912,0.018027,0.351912,-0.015685,0.421271,0.121400,,,,,,
4704,39.200000,,,,-0.018007,1.025015,0.021734,1.864941,0.018029,0.351908,-0.012790,0.421370,0.121188,,,,,,
4705,39.208333,,,,-0.017941,1.024956,0.021755,1.864852,0.018075,0.351933,-0.010117,0.421196,0.120568,,,,,,
4706,39.216667,,,,-0.017991,1.025000,0.021777,1.864906,0.018050,0.351920,-0.007161,0.421214,0.120200,,,,,,
4707,39.225000,,,,-0.017991,1.025001,0.021778,1.864957,0.018045,0.351912,-0.004342,0.421276,0.119528,,,,,,
4708,39.233333,,,,-0.017988,1.024994,0.021770,1.864893,0.018046,0.351921,-0.001636,0.421217,0.118790,,,,,,
4709,39.241667,,,,-0.018000,1.025016,0.021737,1.864815,0.018096,0.351945,0.001231,0.421195,0.117924,,,,,,
4710,39.250000,,,,-0.017984,1.025007,0.021769,1.864918,0.018048,0.351915,0.003829,0.421179,0.116923,,,,,,
4711,39.258333,,,,-0.017987,1.025004,0.021781,1.864912,0.018040,0.351916,0.006598,0.421152,0.115921,,,,,,
4712,39.266667,,,,-0.017985,1.024991,0.021775,1.864951,0.018000,0.351897,0.009126,0.421009,0.114697,,,,,,
4713,39.275000,,,,-0.017980,1.024998,0.021775,1.864828,0.018102,0.351948,0.011904,0.421090,0.113468,,,,,,
4714,39.283333,,,,-0.017941,1.024964,0.021753,1.864956,0.018023,0.351901,0.014367,0.420986,0.112030,,,,,,
4715,39.291667,,,,-0.017988,1.025000,0.021774,1.864838,0.018081,0.351940,0.017041,0.420951,0.110653,,,,,,
4716,39.300000,,,,-0.017985,1.024999,0.021776,1.864928,0.018014,0.351906,0.019347,0.420869,0.109058,,,,,,
4717,39.308333,,,,-0.017981,1.024996,0.021773,1.864843,0.018079,0.351938,0.021950,0.420922,0.107452,,,,,,
4718,39.316667,,,,-0.017985,1.025001,0.021778,1.864872,0.018053,0.351927,0.024210,0.420697,0.105644,,,,,,
4719,39.325000,,,,-0.017979,1.025003,0.021772,1.864917,0.018033,0.351913,0.026679,0.420887,0.103783,,,,,,
4720,39.333333,,,,-0.017940,1.024955,0.021755,1.864790,0.018112,0.351955,0.028866,0.420643,0.101765,,,,,,
4721,39.341667,,,,-0.017982,1.025008,0.021780,1.864986,0.018006,0.351896,0.031154,0.420664,0.099862,,,,,,
4722,39.350000,,,,-0.017984,1.024999,0.021779,1.864986,0.017991,0.351891,0.033354,0.420458,0.097762,,,,,,
