Format Version,1.21,Take Name,Run_3_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.47.58 AM,Total Frames in Take,4035,Total Exported Frames,4035,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
2176,18.133333,-0.017976,1.025010,0.021764,0.010832,0.415627,-0.037897,1.865026,0.017959,0.351877
2177,18.141667,-0.017973,1.025010,0.021765,0.009298,0.416139,-0.042924,1.865006,0.017961,0.351880
2178,18.150000,-0.017976,1.025008,0.021768,0.007552,0.416459,-0.047669,1.864946,0.017992,0.351898
2179,18.158333,-0.017974,1.025009,0.021763,0.005889,0.416911,-0.052257,1.864947,0.017985,0.351895
2180,18.166667,-0.017973,1.025010,0.021766,0.004073,0.417367,-0.056834,1.865008,0.017951,0.351874
2181,18.175000,-0.017970,1.025012,0.021767,0.002388,0.417820,-0.061294,1.864947,0.017985,0.351895
2182,18.183333,-0.017973,1.025008,0.021770,0.000424,0.418389,-0.065752,1.864888,0.018015,0.351911
2183,18.191667,-0.017978,1.025015,0.021771,-0.001444,0.419004,-0.069983,1.865003,0.017949,0.351878
2184,18.200000,-0.017979,1.025016,0.021768,-0.003228,0.419241,-0.074022,1.865040,0.017942,0.351870
2185,18.208333,-0.017975,1.025016,0.021767,-0.005173,0.420010,-0.078074,1.864998,0.017972,0.351882
2186,18.216667,-0.017984,1.025015,0.021771,-0.007169,0.420528,-0.081851,1.865033,0.017946,0.351872
2187,18.225000,-0.017925,1.024977,0.021754,-0.008886,0.421005,-0.085582,1.864942,0.017977,0.351895
2188,18.233333,-0.017977,1.025015,0.021770,-0.011089,0.421708,-0.089339,1.864972,0.017974,0.351888
2189,18.241667,-0.017996,1.025029,0.021727,-0.012989,0.422311,-0.092748,1.864961,0.018004,0.351898
2190,18.250000,-0.017980,1.025018,0.021770,-0.014871,0.422746,-0.095899,1.864995,0.017972,0.351883
2191,18.258333,-0.017977,1.025020,0.021774,-0.016963,0.423447,-0.099344,1.864935,0.017988,0.351899
2192,18.266667,-0.017929,1.024981,0.021752,-0.019038,0.424123,-0.102365,1.865056,0.017936,0.351863
2193,18.275000,-0.017982,1.025023,0.021777,-0.020930,0.424579,-0.105291,1.864976,0.017967,0.351886
2194,18.283333,-0.017984,1.025026,0.021777,-0.022871,0.425071,-0.107944,1.865073,0.017936,0.351860
2195,18.291667,-0.017982,1.025018,0.021773,-0.025080,0.425728,-0.110563,1.864997,0.017984,0.351887
2196,18.300000,-0.017934,1.024984,0.021756,-0.027017,0.426140,-0.112924,1.864959,0.017987,0.351894
2197,18.308333,-0.017982,1.025025,0.021777,-0.029001,0.426737,-0.115323,1.865074,0.017921,0.351855
2198,18.316667,-0.017980,1.025025,0.021770,-0.031046,0.427264,-0.117490,1.865003,0.017985,0.351887
2199,18.325000,-0.018001,1.025034,0.021730,-0.033094,0.427554,-0.119327,1.864899,0.018000,0.351907
2200,18.333333,-0.017982,1.025029,0.021774,-0.034963,0.428064,-0.121205,1.864952,0.017981,0.351894
2201,18.341667,-0.017983,1.025013,0.021770,-0.037074,0.428534,-0.122822,1.864935,0.018002,0.351899
2202,18.350000,-0.017987,1.025023,0.021770,-0.039018,0.428854,-0.124428,1.865008,0.017935,0.351871
2203,18.358333,-0.017980,1.025028,0.021770,-0.040788,0.429186,-0.125542,1.865006,0.017958,0.351879
2204,18.366667,-0.017978,1.025022,0.021767,-0.042770,0.429648,-0.126712,1.864983,0.017993,0.351889
2205,18.375000,-0.017987,1.025023,0.021774,-0.044616,0.429765,-0.127639,1.864985,0.017968,0.351883
2206,18.383333,-0.017988,1.025023,0.021767,-0.046486,0.430072,-0.128357,1.864993,0.017971,0.351881
2207,18.391667,-0.017983,1.025027,0.021769,-0.048247,0.430279,-0.128915,1.864923,0.017989,0.351900
2208,18.400000,-0.017986,1.025022,0.021762,-0.050219,0.430432,-0.129498,1.865023,0.017959,0.351874
2209,18.408333,-0.017998,1.025028,0.021728,-0.051996,0.430585,-0.129638,1.865009,0.017956,0.351880
2210,18.416667,-0.017981,1.025019,0.021770,-0.053626,0.430632,-0.129651,1.864997,0.017985,0.351887
2211,18.425000,-0.017973,1.025022,0.021773,-0.055409,0.430644,-0.129714,1.864867,0.018043,0.351925
2212,18.433333,-0.017980,1.025023,0.021773,-0.057034,0.430723,-0.129385,1.865064,0.017921,0.351857
2213,18.441667,-0.017978,1.025028,0.021771,-0.058596,0.430725,-0.128764,1.864940,0.017996,0.351901
2214,18.450000,-0.017980,1.025021,0.021771,-0.060324,0.430544,-0.128240,1.864960,0.017993,0.351897
2215,18.458333,-0.017990,1.025023,0.021773,-0.061751,0.430492,-0.127484,1.865007,0.017946,0.351872
2216,18.466667,-0.017987,1.025022,0.021772,-0.063194,0.430397,-0.126323,1.864914,0.018003,0.351904
2217,18.475000,-0.017983,1.025022,0.021770,-0.064726,0.430097,-0.125234,1.864977,0.017961,0.351884
2218,18.483333,-0.017991,1.025025,0.021773,-0.066099,0.429929,-0.123908,1.865024,0.017944,0.351871
2219,18.491667,-0.017988,1.025024,0.021777,-0.067554,0.429728,-0.122350,1.864990,0.017969,0.351882
2220,18.500000,-0.017993,1.025036,0.021728,-0.068872,0.429337,-0.120743,1.864903,0.018035,0.351917
2221,18.508333,-0.017978,1.025024,0.021771,-0.070035,0.429008,-0.118907,1.864975,0.017971,0.351887
2222,18.516667,-0.017985,1.025020,0.021772,-0.071309,0.428615,-0.117028,1.864945,0.018012,0.351903
2223,18.525000,-0.017985,1.025023,0.021772,-0.072454,0.428253,-0.114746,1.864959,0.017981,0.351891
2224,18.533333,-0.017981,1.025016,0.021771,-0.073413,0.427818,-0.112328,1.864999,0.017957,0.351880
2225,18.541667,-0.017982,1.025022,0.021767,-0.074640,0.427274,-0.109976,1.864974,0.017982,0.351889
2226,18.550000,-0.017989,1.025015,0.021767,-0.075509,0.426814,-0.107222,1.864890,0.018024,0.351914
2227,18.558333,-0.017994,1.025037,0.021730,-0.076310,0.426360,-0.104419,1.865025,0.017937,0.351869
2228,18.566667,-0.017981,1.025030,0.021773,-0.077338,0.425646,-0.101516,1.865054,0.017936,0.351863
2229,18.575000,-0.017979,1.025020,0.021768,-0.078159,0.425139,-0.098377,1.864983,0.017968,0.351883
2230,18.583333,-0.017988,1.025018,0.021770,-0.078789,0.424728,-0.095123,1.864913,0.017993,0.351905
2231,18.591667,-0.017990,1.025012,0.021774,-0.079478,0.424299,-0.091765,1.865036,0.017947,0.351870
2232,18.600000,-0.017984,1.025015,0.021769,-0.080198,0.423436,-0.088186,1.864941,0.017989,0.351895
2233,18.608333,-0.017989,1.025020,0.021775,-0.080595,0.422962,-0.084648,1.864930,0.017992,0.351900
2234,18.616667,-0.017992,1.025018,0.021773,-0.081085,0.422436,-0.080646,1.864950,0.017996,0.351898
2235,18.625000,-0.017935,1.024968,0.021750,-0.081429,0.421710,-0.076787,1.864983,0.017993,0.351889
2236,18.633333,-0.017986,1.025012,0.021766,-0.081723,0.421112,-0.072613,1.864928,0.018003,0.351902
2237,18.641667,-0.017984,1.025018,0.021766,-0.082038,0.420554,-0.068512,1.864931,0.018001,0.351904
2238,18.650000,-0.017986,1.025013,0.021770,-0.082180,0.420013,-0.064303,1.864927,0.018007,0.351905
2239,18.658333,-0.017932,1.024974,0.021750,-0.082314,0.419394,-0.059723,1.865031,0.017940,0.351869
2240,18.666667,-0.017984,1.025013,0.021771,-0.082514,0.418758,-0.055458,1.865002,0.017935,0.351875
2241,18.675000,-0.017987,1.025014,0.021767,-0.082398,0.418099,-0.050781,1.864994,0.017969,0.351880
2242,18.683333,-0.017978,1.025026,0.021767,-0.082365,0.417664,-0.046058,1.865008,0.017974,0.351879
2243,18.691667,-0.017985,1.025020,0.021775,-0.082190,0.417192,-0.041369,1.865028,0.017961,0.351876
2244,18.700000,-0.017986,1.025014,0.021765,-0.081955,0.416798,-0.036384,1.865049,0.017931,0.351866
2245,18.708333,-0.017984,1.025022,0.021770,-0.081635,0.416305,-0.031446,1.864970,0.017960,0.351883
2246,18.716667,-0.017984,1.025012,0.021768,-0.081204,0.415845,-0.026514,1.865050,0.017916,0.351860
2247,18.725000,-0.017985,1.025008,0.021762,-0.080821,0.415356,-0.021461,1.865005,0.017943,0.351873
2248,18.733333,-0.017986,1.025018,0.021775,-0.080262,0.415171,-0.016307,1.864930,0.018008,0.351901
2249,18.741667,-0.017981,1.025011,0.021771,-0.079796,0.414853,-0.011191,1.864907,0.018019,0.351911
2250,18.750000,-0.017981,1.025010,0.021772,-0.079317,0.414475,-0.006020,1.864962,0.017970,0.351888
2251,18.758333,-0.017987,1.025005,0.021765,-0.078373,0.414189,-0.000718,1.864977,0.017955,0.351879
2252,18.766667,-0.017982,1.025004,0.021771,-0.077729,0.413994,0.004500,1.864914,0.018023,0.351909
2253,18.775000,-0.017981,1.025008,0.021767,-0.076955,0.413932,0.009881,1.864940,0.017994,0.351899
2254,18.783333,-0.017987,1.025004,0.021765,-0.076006,0.413722,0.015217,1.865016,0.017962,0.351879
2255,18.791667,-0.017981,1.025009,0.021769,-0.074917,0.413513,0.020642,1.865010,0.017957,0.351878
2256,18.800000,-0.017986,1.025002,0.021766,-0.073898,0.413620,0.025955,1.864961,0.017965,0.351886
2257,18.808333,-0.017980,1.025011,0.021766,-0.072906,0.413736,0.031344,1.865008,0.017954,0.351877
2258,18.816667,-0.017983,1.025009,0.021768,-0.071761,0.413778,0.036628,1.864944,0.018004,0.351902
2259,18.825000,-0.017987,1.025002,0.021769,-0.070420,0.413679,0.042061,1.865029,0.017944,0.351869
2260,18.833333,-0.017976,1.025007,0.021763,-0.069224,0.413942,0.047416,1.864966,0.017973,0.351890
2261,18.841667,-0.017977,1.025007,0.021766,-0.068029,0.414080,0.052586,1.864947,0.017993,0.351897
2262,18.850000,-0.017978,1.025005,0.021764,-0.066600,0.414314,0.057864,1.864914,0.018009,0.351906
2263,18.858333,-0.017978,1.025007,0.021768,-0.065111,0.414517,0.063216,1.864958,0.017984,0.351891
2264,18.866667,-0.017980,1.025001,0.021767,-0.063771,0.414778,0.068259,1.864964,0.017998,0.351897
2265,18.875000,-0.017985,1.025002,0.021769,-0.062213,0.415355,0.073501,1.864961,0.017977,0.351892
2266,18.883333,-0.017982,1.025007,0.021762,-0.060477,0.415609,0.078565,1.864983,0.017970,0.351885
2267,18.891667,-0.017982,1.025001,0.021768,-0.058968,0.415987,0.083507,1.864872,0.018000,0.351910
2268,18.900000,-0.017978,1.025008,0.021767,-0.057394,0.416566,0.088283,1.865082,0.017932,0.351862
2269,18.908333,-0.017975,1.025010,0.021763,-0.055637,0.416962,0.093253,1.864939,0.017996,0.351897
2270,18.916667,-0.017977,1.025004,0.021764,-0.053916,0.417461,0.098071,1.865010,0.017959,0.351876
2271,18.925000,-0.017981,1.025004,0.021764,-0.052346,0.418137,0.102588,1.864954,0.018010,0.351902
2272,18.933333,-0.017981,1.025005,0.021762,-0.050496,0.418709,0.107207,1.864996,0.017970,0.351882
2273,18.941667,-0.017984,1.025004,0.021767,-0.048583,0.419233,0.111663,1.864946,0.017990,0.351897
2274,18.950000,-0.017979,1.025002,0.021768,-0.046725,0.419896,0.116083,1.865001,0.017973,0.351884
2275,18.958333,-0.017979,1.024995,0.021764,-0.044872,0.420680,0.120369,1.864946,0.017992,0.351896
2276,18.966667,-0.017974,1.025001,0.021768,-0.043018,0.421194,0.124481,1.864999,0.017964,0.351881
2277,18.975000,-0.017973,1.024996,0.021761,-0.040979,0.422006,0.128543,1.864949,0.017983,0.351893
2278,18.983333,-0.017976,1.025001,0.021763,-0.039138,0.422578,0.132527,1.864985,0.017968,0.351883
2279,18.991667,-0.017969,1.024998,0.021757,-0.037199,0.423318,0.136214,1.864946,0.017986,0.351896
2280,19.000000,-0.017969,1.025003,0.021757,-0.035217,0.424052,0.139827,1.865069,0.017940,0.351865
2281,19.008333,-0.017976,1.025004,0.021762,-0.033286,0.424664,0.143399,1.865008,0.017980,0.351883
2282,19.016667,-0.017973,1.025008,0.021767,-0.031224,0.425415,0.146802,1.864976,0.017984,0.351890
2283,19.025000,-0.017977,1.025006,0.021765,-0.029223,0.426118,0.150066,1.865031,0.017943,0.351870
2284,19.033333,-0.017974,1.025005,0.021762,-0.027236,0.426885,0.153120,1.864892,0.018025,0.351913
2285,19.041667,-0.017970,1.025004,0.021765,-0.025314,0.427520,0.155986,1.865089,0.017915,0.351855
2286,19.050000,-0.017970,1.025002,0.021767,-0.023353,0.428068,0.158826,1.864992,0.017968,0.351884
2287,19.058333,-0.017975,1.024999,0.021762,-0.021171,0.428841,0.161517,1.865013,0.017951,0.351875
2288,19.066667,-0.017969,1.024996,0.021759,-0.019203,0.429445,0.163920,1.864946,0.018017,0.351905
2289,19.075000,-0.017971,1.024997,0.021760,-0.017331,0.430175,0.166369,1.864996,0.017973,0.351885
2290,19.083333,-0.017979,1.024989,0.021755,-0.015253,0.430755,0.168492,1.864997,0.017961,0.351881
2291,19.091667,-0.017966,1.024999,0.021758,-0.013301,0.431137,0.170556,1.865025,0.017948,0.351874
2292,19.100000,-0.017973,1.024996,0.021758,-0.011323,0.431781,0.172284,1.865048,0.017947,0.351868
2293,19.108333,-0.017973,1.024999,0.021761,-0.009538,0.432157,0.173942,1.864993,0.017979,0.351885
2294,19.116667,-0.017976,1.025000,0.021759,-0.007567,0.432767,0.175523,1.864946,0.017998,0.351897
2295,19.125000,-0.017979,1.024995,0.021755,-0.005691,0.433031,0.176745,1.864868,0.018036,0.351922
2296,19.133333,-0.017972,1.025005,0.021759,-0.003799,0.433539,0.178038,1.864943,0.017995,0.351898
2297,19.141667,-0.017978,1.025001,0.021762,-0.002032,0.433752,0.178931,1.864923,0.018003,0.351905
2298,19.150000,-0.017979,1.024998,0.021761,-0.000035,0.434216,0.179913,1.864988,0.017984,0.351888
2299,19.158333,-0.017979,1.024994,0.021766,0.001638,0.434362,0.180500,1.864936,0.018002,0.351901
2300,19.166667,-0.017972,1.025004,0.021763,0.003577,0.434794,0.181099,1.864983,0.017971,0.351886
2301,19.175000,-0.017981,1.024996,0.021759,0.005253,0.434789,0.181482,1.864898,0.018026,0.351915
2302,19.183333,-0.017979,1.025003,0.021770,0.006899,0.435065,0.181553,1.865020,0.017954,0.351874
2303,19.191667,-0.017976,1.024999,0.021756,0.008630,0.435161,0.181548,1.864956,0.017979,0.351892
2304,19.200000,-0.017975,1.025003,0.021763,0.010098,0.435097,0.181378,1.865073,0.017920,0.351856
2305,19.208333,-0.017976,1.024999,0.021769,0.011783,0.435124,0.181017,1.865022,0.017930,0.351870
2306,19.216667,-0.017973,1.024999,0.021760,0.013406,0.435134,0.180631,1.865077,0.017924,0.351857
2307,19.225000,-0.017970,1.025005,0.021756,0.014821,0.434914,0.179848,1.864929,0.017996,0.351898
2308,19.233333,-0.017973,1.024999,0.021760,0.016341,0.434837,0.179030,1.864964,0.017997,0.351895
2309,19.241667,-0.017972,1.025003,0.021759,0.017804,0.434747,0.178006,1.864943,0.017999,0.351898
2310,19.250000,-0.017975,1.025003,0.021754,0.019231,0.434474,0.176865,1.864916,0.018009,0.351906
2311,19.258333,-0.017971,1.025004,0.021767,0.020396,0.434226,0.175495,1.864939,0.017998,0.351899
2312,19.266667,-0.017972,1.025003,0.021762,0.021799,0.433895,0.174025,1.864960,0.017974,0.351890
2313,19.275000,-0.017966,1.025002,0.021759,0.022938,0.433632,0.172377,1.864925,0.017990,0.351898
2314,19.283333,-0.017970,1.025007,0.021761,0.024277,0.433176,0.170540,1.865004,0.017957,0.351876
2315,19.291667,-0.017964,1.025005,0.021764,0.025289,0.432935,0.168471,1.864964,0.017968,0.351888
2316,19.300000,-0.017970,1.024999,0.021761,0.026370,0.432385,0.166449,1.864994,0.017965,0.351882
2317,19.308333,-0.017970,1.025008,0.021761,0.027473,0.431888,0.164161,1.864957,0.017986,0.351894
2318,19.316667,-0.017970,1.025005,0.021760,0.028356,0.431297,0.161743,1.865025,0.017946,0.351872
2319,19.325000,-0.018028,1.024952,0.021740,0.029235,0.430959,0.159133,1.864921,0.018019,0.351908
2320,19.333333,-0.017963,1.024998,0.021766,0.030084,0.430255,0.156436,1.864966,0.017978,0.351893
2321,19.341667,-0.017964,1.025002,0.021763,0.030878,0.429547,0.153516,1.864980,0.017990,0.351894
2322,19.350000,-0.017969,1.025003,0.021770,0.031461,0.429094,0.150475,1.864968,0.017961,0.351886
2323,19.358333,-0.017918,1.024966,0.021748,0.032246,0.428516,0.147320,1.865049,0.017939,0.351866
2324,19.366667,-0.017969,1.025003,0.021760,0.032791,0.427960,0.144092,1.865021,0.017953,0.351874
2325,19.375000,-0.017970,1.025005,0.021763,0.033376,0.427285,0.140721,1.865025,0.017943,0.351870
2326,19.383333,-0.017969,1.025007,0.021763,0.033726,0.426523,0.137104,1.865048,0.017947,0.351868
2327,19.391667,-0.017968,1.025004,0.021761,0.034181,0.425842,0.133450,1.864996,0.017988,0.351889
2328,19.400000,-0.017967,1.025004,0.021764,0.034487,0.425172,0.129783,1.864941,0.017977,0.351894
2329,19.408333,-0.017914,1.024961,0.021745,0.034644,0.424292,0.125859,1.864997,0.017941,0.351873
2330,19.416667,-0.017974,1.025013,0.021769,0.034985,0.423660,0.122023,1.864943,0.017998,0.351898
2331,19.425000,-0.017964,1.025006,0.021765,0.035065,0.423058,0.117849,1.864896,0.017998,0.351908
2332,19.433333,-0.017970,1.025010,0.021766,0.035163,0.422441,0.113749,1.864940,0.017993,0.351898
2333,19.441667,-0.017969,1.025004,0.021764,0.035270,0.421905,0.109487,1.864859,0.018047,0.351927
2334,19.450000,-0.017962,1.025005,0.021766,0.035105,0.421164,0.105077,1.865021,0.017953,0.351874
2335,19.458333,-0.017963,1.025005,0.021766,0.034982,0.420434,0.100582,1.864926,0.017989,0.351898
2336,19.466667,-0.017964,1.024998,0.021758,0.034752,0.419830,0.096062,1.864981,0.017984,0.351888
2337,19.475000,-0.017961,1.025001,0.021765,0.034623,0.419365,0.091491,1.865013,0.017968,0.351881
2338,19.483333,-0.017955,1.025001,0.021759,0.034266,0.418749,0.086771,1.865050,0.017937,0.351866
2339,19.491667,-0.017963,1.024998,0.021761,0.033674,0.418018,0.081955,1.864959,0.017972,0.351891
2340,19.500000,-0.017962,1.025004,0.021767,0.033308,0.417578,0.077322,1.864996,0.017980,0.351887
2341,19.508333,-0.017965,1.025000,0.021762,0.032690,0.417169,0.072403,1.864961,0.017997,0.351896
2342,19.516667,-0.017961,1.025003,0.021763,0.032224,0.416721,0.067513,1.865044,0.017956,0.351867
2343,19.525000,-0.017965,1.024995,0.021756,0.031346,0.416182,0.062475,1.864905,0.018015,0.351907
2344,19.533333,-0.017963,1.025003,0.021764,0.030682,0.415769,0.057498,1.864958,0.018005,0.351899
2345,19.541667,-0.017918,1.024962,0.021746,0.029985,0.415545,0.052572,1.864912,0.018009,0.351904
2346,19.550000,-0.017967,1.025004,0.021767,0.029176,0.415104,0.047650,1.864972,0.017968,0.351887
2347,19.558333,-0.017974,1.025007,0.021763,0.028103,0.414733,0.042521,1.864922,0.017997,0.351900
2348,19.566667,-0.017964,1.025009,0.021762,0.027099,0.414598,0.037367,1.865006,0.017962,0.351880
2349,19.575000,-0.017969,1.025004,0.021763,0.026191,0.414291,0.032474,1.865017,0.017958,0.351876
2350,19.583333,-0.017969,1.025002,0.021764,0.025018,0.414121,0.027344,1.864983,0.017973,0.351886
2351,19.591667,-0.017926,1.024960,0.021746,0.023779,0.413987,0.022238,1.864916,0.018010,0.351909
2352,19.600000,-0.017963,1.024998,0.021762,0.022610,0.413807,0.017234,1.865058,0.017922,0.351863
2353,19.608333,-0.017969,1.025005,0.021758,0.021363,0.413785,0.012184,1.864942,0.017999,0.351900
2354,19.616667,-0.017969,1.025006,0.021761,0.019902,0.413626,0.007160,1.864932,0.018000,0.351900
2355,19.625000,-0.017972,1.025007,0.021762,0.018609,0.413703,0.002256,1.864988,0.017956,0.351880
2356,19.633333,-0.017965,1.025012,0.021764,0.017223,0.413851,-0.002707,1.865007,0.017981,0.351883
2357,19.641667,-0.017922,1.024968,0.021741,0.015703,0.414049,-0.007514,1.864986,0.017966,0.351884
2358,19.650000,-0.017975,1.025015,0.021760,0.014283,0.413952,-0.012364,1.864989,0.017962,0.351883
2359,19.658333,-0.017969,1.025018,0.021762,0.012583,0.414280,-0.017261,1.865005,0.017953,0.351876
2360,19.666667,-0.017977,1.025009,0.021763,0.011084,0.414395,-0.021896,1.864978,0.017967,0.351883
2361,19.675000,-0.017972,1.025010,0.021770,0.009356,0.414649,-0.026647,1.865024,0.017947,0.351873
2362,19.683333,-0.017976,1.025016,0.021773,0.007652,0.414878,-0.031268,1.864944,0.017998,0.351898
2363,19.691667,-0.017971,1.025016,0.021770,0.005830,0.415226,-0.035775,1.864975,0.017988,0.351892
2364,19.700000,-0.017976,1.025012,0.021764,0.004122,0.415570,-0.040280,1.864976,0.017965,0.351885
2365,19.708333,-0.017969,1.025011,0.021766,0.002287,0.415791,-0.044584,1.865022,0.017960,0.351876
2366,19.716667,-0.017975,1.025019,0.021771,0.000474,0.416265,-0.048887,1.864946,0.017986,0.351896
2367,19.725000,-0.017970,1.025023,0.021771,-0.001346,0.416616,-0.052989,1.864954,0.017979,0.351895
2368,19.733333,-0.017965,1.025019,0.021770,-0.003478,0.417179,-0.057259,1.865053,0.017943,0.351868
2369,19.741667,-0.017972,1.025021,0.021775,-0.005229,0.417470,-0.061121,1.864963,0.017982,0.351891
2370,19.750000,-0.017926,1.024974,0.021750,-0.007166,0.417962,-0.065087,1.865006,0.017947,0.351876
2371,19.758333,-0.017975,1.025019,0.021771,-0.009098,0.418441,-0.068888,1.864969,0.017989,0.351892
2372,19.766667,-0.017974,1.025011,0.021774,-0.011128,0.418895,-0.072485,1.864992,0.017994,0.351891
2373,19.775000,-0.017971,1.025013,0.021767,-0.013123,0.419436,-0.076067,1.864980,0.017961,0.351886
2374,19.783333,-0.017973,1.025018,0.021771,-0.015172,0.419986,-0.079477,1.864938,0.017976,0.351892
2375,19.791667,-0.017978,1.025015,0.021771,-0.017118,0.420352,-0.082887,1.864966,0.017980,0.351891
2376,19.800000,-0.017978,1.025010,0.021766,-0.019241,0.420919,-0.085978,1.865009,0.017940,0.351873
2377,19.808333,-0.017979,1.025012,0.021769,-0.021210,0.421450,-0.089000,1.864954,0.017997,0.351899
2378,19.816667,-0.017978,1.025014,0.021770,-0.023189,0.421834,-0.091878,1.864998,0.017986,0.351886
2379,19.825000,-0.017971,1.025023,0.021772,-0.025249,0.422569,-0.094605,1.865011,0.017956,0.351878
2380,19.833333,-0.017978,1.025024,0.021773,-0.027318,0.422921,-0.097259,1.864908,0.018013,0.351907
2381,19.841667,-0.017978,1.025017,0.021770,-0.029368,0.423455,-0.099856,1.864963,0.018001,0.351897
2382,19.850000,-0.017980,1.025023,0.021782,-0.031298,0.423860,-0.102113,1.864950,0.017985,0.351893
2383,19.858333,-0.017977,1.025020,0.021768,-0.033390,0.424377,-0.104264,1.865017,0.017960,0.351877
2384,19.866667,-0.017995,1.025025,0.021731,-0.035280,0.424830,-0.106312,1.864990,0.017986,0.351889
2385,19.875000,-0.017977,1.025026,0.021771,-0.037268,0.425142,-0.108201,1.864939,0.017996,0.351899
2386,19.883333,-0.017980,1.025025,0.021774,-0.039266,0.425656,-0.109911,1.864939,0.017997,0.351899
2387,19.891667,-0.017985,1.025020,0.021772,-0.041171,0.425935,-0.111660,1.865051,0.017940,0.351867
2388,19.900000,-0.017978,1.025023,0.021772,-0.043165,0.426467,-0.112917,1.865017,0.017962,0.351877
2389,19.908333,-0.017979,1.025024,0.021778,-0.045061,0.426793,-0.114204,1.865100,0.017890,0.351846
2390,19.916667,-0.017986,1.025026,0.021781,-0.046911,0.426881,-0.115418,1.864993,0.017972,0.351884
2391,19.925000,-0.017980,1.025018,0.021768,-0.048678,0.427239,-0.116201,1.865069,0.017941,0.351865
2392,19.933333,-0.017982,1.025020,0.021772,-0.050609,0.427457,-0.117000,1.864816,0.018057,0.351934
2393,19.941667,-0.017983,1.025024,0.021775,-0.052410,0.427698,-0.117596,1.864991,0.017965,0.351884
2394,19.950000,-0.017985,1.025023,0.021771,-0.054123,0.427844,-0.118124,1.864968,0.017996,0.351895
2395,19.958333,-0.017986,1.025024,0.021778,-0.055863,0.428084,-0.118390,1.864940,0.017982,0.351894
2396,19.966667,-0.017983,1.025021,0.021769,-0.057525,0.428002,-0.118483,1.864976,0.017968,0.351887
2397,19.975000,-0.017980,1.025017,0.021773,-0.059106,0.428179,-0.118408,1.864973,0.017980,0.351891
2398,19.983333,-0.017983,1.025029,0.021776,-0.060705,0.428366,-0.118276,1.864922,0.018007,0.351904
2399,19.991667,-0.017984,1.025024,0.021773,-0.062405,0.428275,-0.117917,1.864996,0.017970,0.351882
2400,20.000000,-0.017986,1.025023,0.021770,-0.063785,0.428249,-0.117437,1.864912,0.018018,0.351909
2401,20.008333,-0.017977,1.025028,0.021776,-0.065325,0.428297,-0.116681,1.864954,0.017989,0.351894
2402,20.016667,-0.018000,1.025038,0.021734,-0.066754,0.428008,-0.115892,1.864961,0.017972,0.351891
2403,20.025000,-0.017992,1.025025,0.021772,-0.068029,0.427898,-0.114723,1.865045,0.017930,0.351867
2404,20.033333,-0.017984,1.025021,0.021771,-0.069348,0.427830,-0.113576,1.865013,0.017951,0.351875
2405,20.041667,-0.017983,1.025024,0.021775,-0.070590,0.427567,-0.112264,1.864931,0.018001,0.351903
2406,20.050000,-0.017985,1.025015,0.021772,-0.071847,0.427276,-0.110847,1.864985,0.017975,0.351885
2407,20.058333,-0.017985,1.025022,0.021770,-0.072953,0.427137,-0.109248,1.865013,0.017958,0.351876
2408,20.066667,-0.017990,1.025015,0.021773,-0.074133,0.426733,-0.107357,1.864962,0.017962,0.351884
2409,20.075000,-0.017981,1.025022,0.021769,-0.075149,0.426380,-0.105319,1.864944,0.017998,0.351898
2410,20.083333,-0.017985,1.025022,0.021770,-0.075999,0.426059,-0.103129,1.864959,0.017994,0.351896
2411,20.091667,-0.017997,1.025036,0.021733,-0.076903,0.425589,-0.100887,1.864919,0.018017,0.351908
2412,20.100000,-0.017980,1.025023,0.021769,-0.077967,0.425210,-0.098577,1.864980,0.017985,0.351889
2413,20.108333,-0.017980,1.025014,0.021769,-0.078662,0.424833,-0.095880,1.865053,0.017930,0.351864
2414,20.116667,-0.017984,1.025019,0.021766,-0.079332,0.424506,-0.093152,1.865120,0.017900,0.351843
2415,20.125000,-0.017987,1.025024,0.021775,-0.080193,0.423858,-0.090468,1.865020,0.017950,0.351874
2416,20.133333,-0.017986,1.025019,0.021765,-0.080678,0.423393,-0.087481,1.865036,0.017940,0.351869
2417,20.141667,-0.017985,1.025020,0.021769,-0.081205,0.423086,-0.084406,1.865069,0.017922,0.351861
2418,20.150000,-0.017986,1.025018,0.021770,-0.081693,0.422537,-0.081091,1.864990,0.017972,0.351884
2419,20.158333,-0.017978,1.025021,0.021767,-0.082135,0.421898,-0.077857,1.865010,0.017950,0.351874
2420,20.166667,-0.017984,1.025016,0.021772,-0.082568,0.421374,-0.074352,1.864896,0.018015,0.351908
