Format Version,1.21,Take Name,Run_2_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.46.50 AM,Total Frames in Take,6637,Total Exported Frames,6637,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
874,7.283333,,,,-0.018449,1.024780,0.021766,1.864953,0.017959,0.351887,-0.408530,0.540365,0.029739
875,7.291667,,,,-0.018481,1.024756,0.021777,1.865042,0.017908,0.351856,-0.408535,0.540274,0.029623
876,7.300000,,,,-0.018506,1.024745,0.021781,1.865036,0.017913,0.351860,-0.408540,0.540220,0.029520
877,7.308333,,,,-0.018540,1.024739,0.021800,1.864561,0.017781,0.351768,-0.408565,0.540123,0.029409
878,7.316667,,,,-0.018577,1.024731,0.021814,1.864472,0.017820,0.351792,-0.408583,0.540031,0.029227
879,7.325000,,,,-0.018619,1.024707,0.021825,1.865026,0.017915,0.351864,-0.408620,0.539962,0.029028
880,7.333333,,,,-0.018652,1.024693,0.021840,1.864475,0.017822,0.351792,-0.408579,0.539787,0.028810
881,7.341667,,,,-0.018664,1.024685,0.021851,1.864495,0.017838,0.351793,-0.408567,0.539763,0.028639
882,7.350000,,,,-0.018669,1.024679,0.021854,1.865023,0.017909,0.351862,-0.408545,0.539750,0.028573
883,7.358333,,,,-0.018638,1.024689,0.021853,1.864508,0.017822,0.351789,-0.408502,0.539764,0.028530
884,7.366667,,,,-0.018615,1.024694,0.021850,1.864980,0.017940,0.351878,-0.408463,0.539777,0.028493
885,7.375000,,,,-0.018582,1.024701,0.021841,1.864980,0.017946,0.351880,-0.408422,0.539786,0.028469
886,7.383333,,,,-0.018548,1.024705,0.021833,1.864924,0.017975,0.351896,-0.408345,0.539715,0.028414
887,7.391667,,,,-0.018535,1.024716,0.021818,1.865032,0.017928,0.351864,-0.408291,0.539731,0.028410
888,7.400000,,,,-0.018519,1.024730,0.021811,1.864982,0.017936,0.351873,-0.408230,0.539748,0.028413
889,7.408333,,,,-0.018496,1.024737,0.021801,1.864984,0.017946,0.351881,-0.408158,0.539756,0.028439
890,7.416667,,,,-0.018485,1.024744,0.021797,1.864555,0.017797,0.351772,-0.408082,0.539770,0.028462
891,7.425000,,,,-0.018485,1.024746,0.021793,1.864420,0.017868,0.351816,-0.407991,0.539758,0.028510
892,7.433333,,,,-0.018498,1.024747,0.021794,1.865075,0.017905,0.351852,-0.407948,0.539711,0.028565
893,7.441667,,,,-0.018518,1.024752,0.021793,1.864993,0.017936,0.351871,-0.407867,0.539674,0.028632
894,7.450000,,,,-0.018544,1.024758,0.021809,1.864998,0.017934,0.351873,-0.407790,0.539634,0.028711
895,7.458333,,,,-0.018555,1.024758,0.021809,1.864995,0.017946,0.351874,-0.407614,0.539471,0.029042
896,7.466667,,,,-0.018557,1.024752,0.021806,1.865052,0.017911,0.351856,-0.407479,0.539369,0.029130
897,7.475000,,,,-0.018550,1.024750,0.021807,1.865019,0.017912,0.351864,-0.407378,0.539336,0.029227
898,7.483333,,,,-0.018526,1.024765,0.021806,1.865008,0.017931,0.351870,-0.407178,0.539223,0.029400
899,7.491667,,,,-0.018512,1.024762,0.021795,1.865032,0.017910,0.351863,-0.407046,0.539231,0.029487
900,7.500000,,,,-0.018487,1.024773,0.021794,1.864531,0.017796,0.351779,-0.406843,0.539097,0.029644
901,7.508333,,,,-0.018457,1.024782,0.021787,1.864534,0.017817,0.351782,-0.406738,0.539133,0.029692
902,7.516667,,,,-0.018430,1.024794,0.021775,1.865065,0.017901,0.351854,-0.406651,0.539151,0.029742
903,7.525000,,,,-0.018392,1.024806,0.021764,1.865044,0.017897,0.351856,-0.406532,0.539112,0.029857
904,7.533333,,,,-0.018363,1.024811,0.021753,1.864931,0.017959,0.351892,-0.406447,0.539119,0.029922
905,7.541667,,,,-0.018344,1.024822,0.021744,1.865066,0.017889,0.351850,-0.406363,0.539119,0.029979
906,7.550000,,,,-0.018345,1.024821,0.021744,1.864936,0.017966,0.351892,-0.406304,0.539106,0.030100
907,7.558333,,,,-0.018368,1.024819,0.021753,1.865051,0.017908,0.351856,-0.406241,0.539039,0.030229
908,7.566667,,,,-0.018410,1.024833,0.021714,1.864912,0.017956,0.351892,-0.406180,0.538922,0.030225
909,7.575000,,,,-0.018415,1.024813,0.021761,1.865041,0.017904,0.351858,-0.406132,0.538870,0.030259
910,7.583333,,,,-0.018444,1.024809,0.021767,1.865056,0.017910,0.351858,-0.406077,0.538814,0.030282
911,7.591667,,,,-0.018463,1.024802,0.021768,1.865048,0.017903,0.351855,-0.405995,0.538703,0.030341
912,7.600000,,,,-0.018482,1.024796,0.021780,1.864932,0.017969,0.351893,-0.405941,0.538666,0.030334
913,7.608333,,,,-0.018496,1.024793,0.021789,1.865018,0.017909,0.351865,-0.405868,0.538597,0.030407
914,7.616667,,,,-0.018499,1.024787,0.021789,1.865025,0.017909,0.351862,-0.405807,0.538580,0.030395
915,7.625000,,,,-0.018496,1.024800,0.021790,1.865123,0.017862,0.351833,-0.405776,0.538557,0.030376
916,7.633333,,,,-0.018467,1.024794,0.021789,1.865049,0.017905,0.351853,-0.405730,0.538545,0.030347
917,7.641667,,,,-0.018436,1.024792,0.021782,1.864496,0.017828,0.351794,-0.405662,0.538539,0.030224
918,7.650000,,,,-0.018410,1.024799,0.021779,1.865056,0.017908,0.351855,-0.405633,0.538586,0.030102
919,7.658333,,,,-0.018391,1.024809,0.021766,1.864547,0.017764,0.351768,-0.405578,0.538626,0.030045
920,7.666667,,,,-0.018363,1.024825,0.021755,1.864516,0.017811,0.351784,-0.405519,0.538667,0.029993
921,7.675000,,,,-0.018339,1.024838,0.021754,1.865031,0.017915,0.351862,-0.405476,0.538731,0.029849
922,7.683333,,,,-0.018324,1.024839,0.021741,1.864671,0.017722,0.351731,-0.405412,0.538789,0.029672
923,7.691667,,,,-0.018325,1.024831,0.021743,1.865006,0.017933,0.351872,-0.405365,0.538803,0.029489
924,7.700000,,,,-0.018329,1.024840,0.021739,1.864595,0.017754,0.351753,-0.405316,0.538799,0.029298
925,7.708333,,,,-0.018344,1.024850,0.021739,1.865089,0.017874,0.351840,-0.405297,0.538872,0.029096
926,7.716667,,,,-0.018384,1.024857,0.021699,1.865040,0.017900,0.351858,-0.405263,0.538926,0.028879
927,7.725000,,,,-0.018409,1.024858,0.021708,1.864500,0.017802,0.351782,-0.405228,0.538886,0.028703
928,7.733333,,,,-0.018395,1.024837,0.021744,1.865019,0.017918,0.351867,-0.405216,0.538911,0.028570
929,7.741667,,,,-0.018400,1.024839,0.021747,1.864533,0.017796,0.351775,-0.405286,0.539059,0.028336
930,7.750000,,,,-0.018413,1.024862,0.021702,1.865157,0.017857,0.351826,-0.405267,0.539061,0.028142
931,7.758333,,,,-0.018390,1.024854,0.021742,1.864515,0.017802,0.351779,-0.405265,0.539093,0.028032
932,7.766667,,,,-0.018369,1.024852,0.021736,1.864504,0.017821,0.351786,-0.405309,0.539108,0.027812
933,7.775000,,,,-0.018372,1.024850,0.021735,1.864595,0.017765,0.351758,-0.405364,0.539132,0.027539
934,7.783333,,,,-0.018367,1.024856,0.021691,1.865077,0.017881,0.351845,-0.405429,0.539187,0.027384
935,7.791667,,,,-0.018336,1.024851,0.021732,1.865090,0.017893,0.351848,-0.405470,0.539233,0.027208
936,7.800000,,,,-0.018312,1.024855,0.021735,1.864541,0.017803,0.351778,-0.405504,0.539228,0.027130
937,7.808333,,,,-0.018302,1.024846,0.021728,1.865090,0.017873,0.351840,-0.405527,0.539227,0.027095
938,7.816667,,,,-0.018318,1.024833,0.021735,1.865045,0.017923,0.351863,-0.405548,0.539222,0.027099
939,7.825000,,,,-0.018328,1.024835,0.021744,1.865080,0.017879,0.351845,-0.405585,0.539193,0.027125
940,7.833333,,,,-0.018350,1.024835,0.021744,1.864485,0.017810,0.351788,-0.405576,0.539194,0.027179
941,7.841667,,,,-0.018376,1.024853,0.021704,1.864971,0.017955,0.351884,-0.405574,0.539199,0.027232
942,7.850000,,,,-0.018385,1.024832,0.021753,1.865031,0.017917,0.351863,-0.405569,0.539224,0.027288
943,7.858333,,,,-0.018392,1.024833,0.021759,1.864526,0.017786,0.351774,-0.405568,0.539249,0.027319
944,7.866667,,,,-0.018401,1.024842,0.021759,1.864490,0.017832,0.351792,-0.405566,0.539303,0.027313
945,7.875000,,,,-0.018402,1.024842,0.021757,1.864980,0.017944,0.351880,-0.405586,0.539333,0.027284
946,7.883333,,,,-0.018421,1.024864,0.021712,1.865004,0.017914,0.351866,-0.405595,0.539379,0.027251
947,7.891667,,,,-0.018411,1.024870,0.021706,1.864969,0.017947,0.351880,-0.405599,0.539425,0.027209
948,7.900000,,,,-0.018390,1.024875,0.021698,1.864508,0.017808,0.351782,-0.405608,0.539465,0.027146
949,7.908333,,,,-0.018365,1.024872,0.021691,1.864949,0.017947,0.351886,-0.405615,0.539505,0.027074
950,7.916667,,,,-0.018332,1.024875,0.021686,1.865094,0.017854,0.351833,-0.405635,0.539547,0.026982
951,7.925000,,,,-0.018315,1.024890,0.021681,1.865000,0.017934,0.351871,-0.405687,0.539671,0.026689
952,7.933333,,,,-0.018304,1.024886,0.021682,1.864509,0.017798,0.351782,-0.405698,0.539711,0.026609
953,7.941667,,,,-0.018220,1.024925,0.021756,1.865057,0.017913,0.351858,-0.405697,0.539752,0.026543
954,7.950000,,,,-0.018219,1.024932,0.021752,1.864962,0.017948,0.351882,-0.405729,0.539839,0.026313
955,7.958333,,,,-0.018283,1.024872,0.021729,1.864997,0.017924,0.351870,-0.405721,0.539891,0.026218
956,7.966667,,,,-0.018297,1.024868,0.021737,1.865075,0.017868,0.351842,-0.405763,0.539997,0.026089
957,7.975000,,,,-0.018307,1.024869,0.021735,1.864472,0.017855,0.351799,-0.405756,0.540001,0.025917
958,7.983333,,,,-0.018347,1.024870,0.021695,1.865016,0.017928,0.351868,-0.405804,0.540077,0.025708
959,7.991667,,,,-0.018347,1.024853,0.021740,1.865051,0.017897,0.351853,-0.405840,0.540125,0.025561
960,8.000000,,,,-0.018357,1.024865,0.021741,1.864528,0.017789,0.351775,-0.405882,0.540181,0.025305
961,8.008333,,,,-0.018364,1.024876,0.021695,1.865045,0.017906,0.351856,-0.405903,0.540277,0.025033
962,8.016667,,,,-0.018359,1.024884,0.021685,1.864568,0.017794,0.351771,-0.405982,0.540415,0.024605
963,8.025000,,,,-0.018342,1.024898,0.021686,1.865057,0.017875,0.351851,-0.406000,0.540536,0.024339
964,8.033333,,,,-0.018259,1.024952,0.021712,1.865004,0.017925,0.351869,-0.406061,0.540709,0.024101
965,8.041667,,,,-0.018252,1.024957,0.021701,1.865116,0.017863,0.351835,-0.406057,0.540684,0.023747
966,8.050000,,,,-0.018233,1.024958,0.021692,1.864557,0.017776,0.351769,-0.406008,0.540601,0.023667
967,8.058333,,,,-0.018228,1.024964,0.021696,1.865087,0.017864,0.351837,-0.405980,0.540486,0.023617
968,8.066667,,,,-0.018163,1.025011,0.021731,1.865002,0.017917,0.351866,-0.405968,0.540434,0.023607
969,8.075000,,,,-0.018225,1.024953,0.021700,1.865019,0.017902,0.351860,-0.405939,0.540366,0.023602
970,8.083333,,,,-0.018223,1.024948,0.021701,1.865061,0.017883,0.351849,-0.405908,0.540333,0.023604
971,8.091667,,,,-0.018236,1.024942,0.021715,1.864457,0.017835,0.351797,-0.405849,0.540320,0.023585
972,8.100000,,,,-0.018233,1.024931,0.021765,1.864463,0.017827,0.351795,-0.405797,0.540335,0.023563
973,8.108333,,,,-0.018314,1.024864,0.021734,1.864447,0.017840,0.351799,-0.405713,0.540375,0.023526
974,8.116667,,,,-0.018316,1.024867,0.021740,1.865024,0.017909,0.351863,-0.405661,0.540421,0.023466
975,8.125000,,,,-0.018333,1.024862,0.021740,1.864897,0.017988,0.351902,-0.405562,0.540493,0.023393
976,8.133333,,,,-0.018340,1.024881,0.021695,1.865001,0.017915,0.351868,-0.405494,0.540574,0.023146
977,8.141667,,,,-0.018312,1.024882,0.021732,1.864538,0.017808,0.351776,-0.405376,0.540668,0.023032
978,8.150000,,,,-0.018310,1.024900,0.021686,1.865072,0.017895,0.351853,-0.405254,0.540785,0.022917
979,8.158333,,,,-0.018235,1.024967,0.021713,1.864453,0.017839,0.351801,-0.405152,0.540903,0.022606
980,8.166667,,,,-0.018163,1.025025,0.021729,1.865169,0.017828,0.351818,-0.405053,0.541045,0.022342
981,8.175000,,,,-0.018144,1.025032,0.021723,1.865096,0.017859,0.351837,-0.404902,0.541076,0.022099
982,8.183333,,,,-0.018179,1.024993,0.021677,1.865072,0.017888,0.351848,-0.404790,0.541204,0.021889
983,8.191667,,,,-0.018108,1.025052,0.021700,1.865080,0.017877,0.351842,-0.404651,0.541344,0.021677
984,8.200000,,,,-0.018099,1.025061,0.021703,1.864568,0.017788,0.351768,-0.404516,0.541533,0.021454
985,8.208333,,,,-0.018100,1.025051,0.021706,1.864504,0.017808,0.351784,-0.404360,0.541679,0.021287
986,8.216667,,,,-0.018163,1.024990,0.021676,1.864983,0.017941,0.351880,-0.404194,0.541804,0.021204
987,8.225000,,,,-0.018109,1.025039,0.021711,1.864487,0.017806,0.351784,-0.404010,0.541938,0.021143
988,8.233333,,,,-0.018125,1.025031,0.021718,1.864939,0.017944,0.351886,-0.403862,0.542129,0.021027
989,8.241667,,,,-0.018144,1.025028,0.021732,1.864985,0.017933,0.351875,-0.403675,0.542212,0.020890
990,8.250000,,,,-0.018207,1.024977,0.021701,1.864530,0.017788,0.351775,-0.403533,0.542317,0.020819
991,8.258333,,,,-0.018205,1.024961,0.021741,1.864990,0.017915,0.351870,-0.403399,0.542431,0.020752
992,8.266667,,,,-0.018222,1.024970,0.021700,1.865069,0.017872,0.351846,-0.403263,0.542522,0.020591
993,8.275000,,,,-0.018206,1.024977,0.021706,1.864562,0.017777,0.351767,-0.402521,0.543291,0.020869
994,8.283333,,,,-0.018204,1.024982,0.021696,1.864524,0.017802,0.351777,-0.403008,0.542584,0.020294
995,8.291667,,,,-0.018124,1.025041,0.021728,1.865116,0.017862,0.351834,-0.402918,0.542639,0.020267
996,8.300000,,,,-0.018173,1.024996,0.021681,1.865053,0.017895,0.351854,-0.402191,0.543394,0.020588
997,8.308333,,,,-0.018104,1.025052,0.021706,1.865111,0.017880,0.351842,-0.402131,0.543426,0.020562
998,8.316667,,,,-0.018138,1.025009,0.021671,1.864552,0.017788,0.351774,-0.402052,0.543428,0.020559
999,8.325000,,,,-0.018080,1.025072,0.021694,1.865116,0.017884,0.351841,-0.402601,0.542712,0.020150
1000,8.333333,,,,-0.018070,1.025068,0.021698,1.865069,0.017895,0.351853,-0.402538,0.542687,0.020162
1001,8.341667,,,,-0.018084,1.025059,0.021694,1.865087,0.017874,0.351842,-0.402479,0.542579,0.020109
1002,8.350000,,,,-0.018088,1.025054,0.021696,1.865032,0.017911,0.351861,-0.402428,0.542535,0.020102
1003,8.358333,,,,-0.018113,1.025047,0.021701,1.864963,0.017878,0.351859,-0.402415,0.542449,0.020061
1004,8.366667,,,,-0.018103,1.025061,0.021708,1.865199,0.017848,0.351816,-0.402389,0.542381,0.020050
1005,8.375000,,,,-0.018124,1.025049,0.021733,1.865052,0.017908,0.351855,-0.402362,0.542303,0.020032
1006,8.383333,,,,-0.018127,1.025052,0.021738,1.865214,0.017867,0.351821,-0.402333,0.542271,0.020031
1007,8.391667,,,,-0.018146,1.025034,0.021737,1.865005,0.017928,0.351871,-0.402307,0.542204,0.020047
1008,8.400000,,,,-0.018202,1.024949,0.021734,1.864994,0.017869,0.351857,-0.401674,0.542818,0.020344
1009,8.408333,,,,-0.018155,1.025035,0.021732,1.865047,0.017896,0.351856,-0.402259,0.542096,0.019948
1010,8.416667,,,,-0.018194,1.024983,0.021697,1.865152,0.017840,0.351822,-0.402205,0.541965,0.019938
1011,8.425000,,,,-0.018116,1.025041,0.021717,1.865244,0.017846,0.351809,-0.402137,0.541994,0.019937
1012,8.433333,,,,-0.018109,1.025050,0.021719,1.865189,0.017846,0.351819,-0.402080,0.541916,0.019893
1013,8.441667,,,,-0.018115,1.025044,0.021706,1.865086,0.017842,0.351834,-0.401468,0.542542,0.020128
1014,8.450000,,,,-0.018096,1.025052,0.021698,1.865042,0.017858,0.351843,-0.401442,0.542489,0.019996
1015,8.458333,,,,-0.018084,1.025071,0.021695,1.865219,0.017818,0.351807,-0.402028,0.541814,0.019635
1016,8.466667,,,,-0.018071,1.025078,0.021693,1.865144,0.017904,0.351841,-0.401361,0.542503,0.019952
1017,8.475000,,,,-0.018067,1.025081,0.021683,1.865175,0.017860,0.351826,-0.401946,0.541767,0.019558
1018,8.483333,,,,-0.018079,1.025058,0.021683,1.864984,0.017895,0.351862,-0.401275,0.542341,0.019866
1019,8.491667,,,,-0.018091,1.025053,0.021679,1.865115,0.017831,0.351825,-0.401268,0.542291,0.019887
1020,8.500000,,,,-0.018095,1.025056,0.021697,1.865075,0.017877,0.351847,-0.401838,0.541537,0.019699
1021,8.508333,,,,-0.018106,1.025062,0.021698,1.865185,0.017863,0.351823,-0.401188,0.542135,0.020166
1022,8.516667,,,,-0.018129,1.025054,0.021705,1.865060,0.017912,0.351855,-0.401189,0.542083,0.020316
1023,8.525000,,,,-0.018189,1.024990,0.021679,1.865104,0.017863,0.351837,-0.401126,0.541917,0.020433
1024,8.533333,,,,-0.018200,1.024984,0.021682,1.865133,0.017834,0.351825,-0.401113,0.541888,0.020490
1025,8.541667,,,,-0.018202,1.024975,0.021685,1.865098,0.017844,0.351831,-0.401093,0.541852,0.020568
1026,8.550000,,,,-0.018142,1.025031,0.021723,1.865113,0.017868,0.351835,-0.401049,0.541845,0.020653
1027,8.558333,,,,-0.018189,1.024986,0.021686,1.865104,0.017874,0.351840,-0.400997,0.541715,0.020795
1028,8.566667,,,,-0.018133,1.025039,0.021719,1.865165,0.017854,0.351824,-0.400894,0.541571,0.020896
1029,8.575000,,,,-0.018125,1.025038,0.021716,1.865084,0.017875,0.351845,-0.400879,0.541550,0.021021
1030,8.583333,,,,-0.018111,1.025040,0.021704,1.865087,0.017874,0.351842,-0.400874,0.541530,0.021055
1031,8.591667,,,,-0.018093,1.025048,0.021701,1.864980,0.017945,0.351880,-0.400850,0.541521,0.021086
1032,8.600000,,,,-0.018084,1.025054,0.021693,1.864624,0.017743,0.351746,-0.400857,0.541483,0.021127
1033,8.608333,,,,-0.018078,1.025054,0.021692,1.865033,0.017922,0.351863,-0.400860,0.541433,0.021172
1034,8.616667,,,,-0.018083,1.025057,0.021688,1.864593,0.017776,0.351757,-0.400865,0.541389,0.021250
1035,8.625000,,,,-0.018098,1.025052,0.021694,1.864535,0.017797,0.351775,-0.400861,0.541333,0.021347
1036,8.633333,,,,-0.018093,1.025051,0.021686,1.865082,0.017890,0.351846,-0.400844,0.541243,0.021567
1037,8.641667,,,,-0.018111,1.025056,0.021700,1.865094,0.017883,0.351842,-0.400848,0.541140,0.021711
1038,8.650000,,,,-0.018110,1.025046,0.021702,1.865147,0.017859,0.351829,-0.401419,0.540278,0.021554
1039,8.658333,,,,-0.018120,1.025042,0.021708,1.865143,0.017841,0.351826,-0.401394,0.540125,0.021844
1040,8.666667,,,,-0.018191,1.024979,0.021670,1.864932,0.017955,0.351889,-0.400815,0.540714,0.022337
1041,8.675000,,,,-0.018193,1.024976,0.021677,1.865104,0.017875,0.351839,-0.400799,0.540524,0.022539
1042,8.683333,,,,-0.018139,1.025028,0.021716,1.865128,0.017835,0.351824,-0.400842,0.540432,0.022603
1043,8.691667,,,,-0.018134,1.025025,0.021714,1.865159,0.017846,0.351821,-0.401484,0.539667,0.022332
1044,8.700000,,,,-0.018194,1.024981,0.021677,1.865157,0.017860,0.351826,-0.401524,0.539608,0.022337
1045,8.708333,,,,-0.018124,1.025028,0.021714,1.865123,0.017865,0.351835,-0.401545,0.539553,0.022318
1046,8.716667,,,,-0.018184,1.024980,0.021673,1.864609,0.017749,0.351753,-0.401580,0.539505,0.022312
1047,8.725000,,,,-0.018177,1.024985,0.021671,1.865173,0.017829,0.351814,-0.401565,0.539490,0.022307
1048,8.733333,,,,-0.018110,1.025039,0.021702,1.865017,0.017920,0.351863,-0.401566,0.539472,0.022299
1049,8.741667,,,,-0.018107,1.025046,0.021696,1.865096,0.017886,0.351843,-0.401523,0.539475,0.022310
1050,8.750000,,,,-0.018104,1.025053,0.021704,1.865074,0.017871,0.351844,-0.401494,0.539493,0.022319
1051,8.758333,,,,-0.018108,1.025044,0.021699,1.865079,0.017887,0.351846,-0.400850,0.540183,0.022632
1052,8.766667,,,,-0.018169,1.024994,0.021669,1.865067,0.017895,0.351850,-0.400794,0.540209,0.022639
1053,8.775000,,,,-0.018113,1.025050,0.021701,1.865076,0.017884,0.351847,-0.400734,0.540265,0.022649
1054,8.783333,,,,-0.018127,1.025048,0.021703,1.865196,0.017821,0.351811,-0.400670,0.540319,0.022656
1055,8.791667,,,,-0.018130,1.025051,0.021702,1.865099,0.017869,0.351838,-0.400595,0.540384,0.022655
1056,8.800000,,,,-0.018192,1.025001,0.021670,1.865026,0.017923,0.351863,-0.400536,0.540446,0.022658
1057,8.808333,,,,-0.018129,1.025051,0.021707,1.865089,0.017872,0.351840,-0.400485,0.540486,0.022670
1058,8.816667,,,,-0.018124,1.025040,0.021701,1.865057,0.017889,0.351852,-0.400422,0.540514,0.022681
1059,8.825000,,,,-0.018111,1.025047,0.021703,1.865131,0.017851,0.351830,-0.400377,0.540548,0.022692
1060,8.833333,,,,-0.018105,1.025042,0.021706,1.865112,0.017872,0.351837,-0.400332,0.540539,0.022709
1061,8.841667,,,,-0.018102,1.025044,0.021707,1.865119,0.017844,0.351830,-0.400295,0.540523,0.022726
1062,8.850000,,,,-0.018099,1.025041,0.021698,1.865157,0.017840,0.351819,-0.400281,0.540482,0.022756
1063,8.858333,,,,-0.018107,1.025038,0.021705,1.865098,0.017876,0.351840,-0.400236,0.540375,0.022828
1064,8.866667,,,,-0.018098,1.025039,0.021694,1.865133,0.017875,0.351835,-0.400214,0.540275,0.022921
1065,8.875000,,,,-0.018089,1.025042,0.021702,1.865051,0.017912,0.351856,-0.400223,0.540189,0.022935
1066,8.883333,,,,-0.018167,1.024984,0.021666,1.865104,0.017870,0.351837,-0.400197,0.540059,0.022909
1067,8.891667,,,,-0.018111,1.025031,0.021709,1.865047,0.017895,0.351852,-0.400222,0.539960,0.022914
1068,8.900000,,,,-0.018114,1.025032,0.021707,1.865152,0.017849,0.351827,-0.400256,0.539871,0.022893
1069,8.908333,,,,-0.018125,1.025031,0.021706,1.865166,0.017834,0.351820,-0.400231,0.539745,0.022907
1070,8.916667,,,,-0.018191,1.024986,0.021670,1.865076,0.017890,0.351846,-0.400198,0.539579,0.022919
1071,8.925000,,,,-0.018198,1.024983,0.021673,1.865066,0.017888,0.351847,-0.400232,0.539498,0.022890
1072,8.933333,,,,-0.018202,1.024987,0.021672,1.865083,0.017878,0.351842,-0.400877,0.538782,0.022494
1073,8.941667,,,,-0.018144,1.025034,0.021704,1.865038,0.017911,0.351860,-0.400838,0.538578,0.022532
1074,8.950000,,,,-0.018201,1.024981,0.021670,1.865149,0.017854,0.351826,-0.400864,0.538485,0.022511
1075,8.958333,,,,-0.018136,1.025040,0.021707,1.865076,0.017904,0.351852,-0.400890,0.538346,0.022398
1076,8.966667,,,,-0.018194,1.024990,0.021672,1.865085,0.017881,0.351842,-0.400869,0.538152,0.022384
1077,8.975000,,,,-0.018183,1.024981,0.021675,1.865085,0.017892,0.351846,-0.400858,0.537949,0.022403
1078,8.983333,,,,-0.018127,1.025029,0.021705,1.865116,0.017880,0.351839,-0.400889,0.537797,0.022419
1079,8.991667,,,,-0.018132,1.025029,0.021711,1.865153,0.017848,0.351823,-0.400856,0.537536,0.022489
1080,9.000000,,,,-0.018195,1.024968,0.021675,1.865132,0.017856,0.351832,-0.400844,0.537380,0.022610
1081,9.008333,,,,-0.018141,1.025014,0.021714,1.865049,0.017909,0.351856,-0.400853,0.537261,0.022658
1082,9.016667,,,,-0.018193,1.024944,0.021726,1.865181,0.017809,0.351813,-0.400854,0.537191,0.022782
1083,9.025000,,,,-0.018229,1.024953,0.021701,1.865001,0.017896,0.351862,-0.400840,0.537107,0.022820
1084,9.033333,,,,-0.018219,1.024938,0.021743,1.865060,0.017910,0.351856,-0.400722,0.536881,0.022970
1085,9.041667,,,,-0.018316,1.024893,0.021666,1.865092,0.017871,0.351841,-0.400666,0.536744,0.022933
1086,9.050000,,,,-0.018314,1.024891,0.021671,1.864550,0.017792,0.351771,-0.400661,0.536662,0.022932
1087,9.058333,,,,-0.018323,1.024891,0.021672,1.865172,0.017827,0.351817,-0.400642,0.536555,0.022928
1088,9.066667,,,,-0.018272,1.024935,0.021706,1.865140,0.017854,0.351828,-0.400640,0.536447,0.022925
1089,9.075000,,,,-0.018338,1.024889,0.021675,1.865132,0.017853,0.351830,-0.400579,0.536265,0.022956
1090,9.083333,,,,-0.018341,1.024886,0.021674,1.865100,0.017879,0.351840,-0.400563,0.536134,0.022966
1091,9.091667,,,,-0.018322,1.024870,0.021709,1.864581,0.017776,0.351763,-0.400549,0.536022,0.022968
