Format Version,1.21,Take Name,Run_2_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.46.50 AM,Total Frames in Take,6637,Total Exported Frames,6637,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3818,31.816667,,,,-0.018060,1.024993,0.021720,1.865080,0.017888,0.351848,-0.018086,0.425944,0.145640
3819,31.825000,,,,-0.018043,1.024979,0.021767,1.865128,0.017872,0.351838,-0.016377,0.426064,0.146595
3820,31.833333,,,,-0.018038,1.024981,0.021773,1.865029,0.017929,0.351867,-0.014468,0.426375,0.147552
3821,31.841667,,,,-0.018046,1.024977,0.021767,1.865041,0.017936,0.351867,-0.012778,0.426545,0.148170
3822,31.850000,,,,-0.018043,1.024981,0.021765,1.865102,0.017889,0.351844,-0.010994,0.426619,0.148916
3823,31.858333,,,,-0.018044,1.024981,0.021767,1.865112,0.017871,0.351837,-0.009304,0.426845,0.149219
3824,31.866667,,,,-0.018050,1.024984,0.021768,1.865042,0.017910,0.351860,-0.007579,0.426853,0.149464
3825,31.875000,,,,-0.018048,1.024983,0.021772,1.865110,0.017878,0.351837,-0.005709,0.427054,0.149799
3826,31.883333,,,,-0.018046,1.024985,0.021764,1.865051,0.017912,0.351859,-0.004119,0.427016,0.149773
3827,31.891667,,,,-0.018048,1.024990,0.021767,1.865017,0.017936,0.351868,-0.002423,0.427091,0.149691
3828,31.900000,,,,-0.018067,1.024999,0.021725,1.865066,0.017898,0.351852,-0.000813,0.427214,0.149367
3829,31.908333,,,,-0.018044,1.024991,0.021765,1.865077,0.017879,0.351846,0.000882,0.427158,0.149061
3830,31.916667,,,,-0.018045,1.024988,0.021766,1.865012,0.017935,0.351873,0.002289,0.426997,0.148450
3831,31.925000,,,,-0.018045,1.024993,0.021763,1.865030,0.017937,0.351869,0.003945,0.427011,0.147743
3832,31.933333,,,,-0.018046,1.024983,0.021773,1.864970,0.017962,0.351886,0.005511,0.426973,0.147008
3833,31.941667,,,,-0.018040,1.024992,0.021764,1.865010,0.017943,0.351875,0.006927,0.426775,0.146026
3834,31.950000,,,,-0.018042,1.024981,0.021766,1.864935,0.017980,0.351897,0.008486,0.426557,0.145036
3835,31.958333,,,,-0.018032,1.024986,0.021766,1.864934,0.017978,0.351897,0.009977,0.426521,0.143792
3836,31.966667,,,,-0.018036,1.024981,0.021769,1.865047,0.017910,0.351856,0.011288,0.426298,0.142380
3837,31.975000,,,,-0.018040,1.024979,0.021765,1.865037,0.017916,0.351863,0.012621,0.425985,0.141026
3838,31.983333,,,,-0.018034,1.024983,0.021770,1.864959,0.017985,0.351891,0.014020,0.425802,0.139401
3839,31.991667,,,,-0.018050,1.024999,0.021729,1.865081,0.017887,0.351846,0.015248,0.425520,0.137582
3840,32.000000,,,,-0.018035,1.024983,0.021771,1.865043,0.017920,0.351863,0.016496,0.425282,0.135754
3841,32.008333,,,,-0.018043,1.024975,0.021768,1.865112,0.017870,0.351837,0.017667,0.424991,0.133854
3842,32.016667,,,,-0.018033,1.024989,0.021765,1.865053,0.017928,0.351863,0.018821,0.424644,0.131766
3843,32.025000,,,,-0.018040,1.024982,0.021767,1.865003,0.017944,0.351874,0.019822,0.424182,0.129388
3844,32.033333,,,,-0.018043,1.024985,0.021771,1.865073,0.017905,0.351852,0.020943,0.423861,0.127116
3845,32.041667,,,,-0.018027,1.024988,0.021761,1.865055,0.017923,0.351862,0.021939,0.423533,0.124737
3846,32.050000,,,,-0.018037,1.024986,0.021763,1.865034,0.017930,0.351867,0.022981,0.423300,0.122158
3847,32.058333,,,,-0.018036,1.024994,0.021762,1.865059,0.017909,0.351855,0.023795,0.422913,0.119462
3848,32.066667,,,,-0.018049,1.024989,0.021766,1.865114,0.017874,0.351839,0.024785,0.422518,0.116835
3849,32.075000,,,,-0.018043,1.024982,0.021764,1.865079,0.017908,0.351858,0.025520,0.422064,0.113918
3850,32.083333,,,,-0.018037,1.024984,0.021762,1.865073,0.017897,0.351850,0.026243,0.421635,0.110918
3851,32.091667,,,,-0.018029,1.024984,0.021762,1.865009,0.017928,0.351870,0.026840,0.421338,0.107816
3852,32.100000,,,,-0.018031,1.024997,0.021771,1.865088,0.017891,0.351847,0.027583,0.420959,0.104753
3853,32.108333,,,,-0.018032,1.024990,0.021767,1.865116,0.017880,0.351840,0.028142,0.420455,0.101568
3854,32.116667,,,,-0.018033,1.024995,0.021769,1.865036,0.017908,0.351859,0.028586,0.420117,0.098155
3855,32.125000,,,,-0.018035,1.024985,0.021766,1.865011,0.017937,0.351868,0.029049,0.419698,0.094695
3856,32.133333,,,,-0.018032,1.024988,0.021766,1.865054,0.017918,0.351860,0.029434,0.419267,0.091264
3857,32.141667,,,,-0.018029,1.024981,0.021767,1.865050,0.017937,0.351866,0.029824,0.418891,0.087690
3858,32.150000,,,,-0.018087,1.024935,0.021732,1.865050,0.017904,0.351856,0.030109,0.418533,0.084134
3859,32.158333,,,,-0.018031,1.024986,0.021764,1.864981,0.017945,0.351879,0.030253,0.418195,0.080425
3860,32.166667,,,,-0.018038,1.024986,0.021764,1.865008,0.017956,0.351877,0.030458,0.417812,0.076669
3861,32.175000,,,,-0.018040,1.024990,0.021763,1.865080,0.017891,0.351845,0.030583,0.417434,0.072969
3862,32.183333,,,,-0.018040,1.024991,0.021768,1.865052,0.017912,0.351857,0.030680,0.417111,0.069061
3863,32.191667,,,,-0.018038,1.024985,0.021757,1.865084,0.017908,0.351852,0.030653,0.416711,0.065173
3864,32.200000,,,,-0.018033,1.024994,0.021766,1.865069,0.017899,0.351852,0.030477,0.416309,0.061271
3865,32.208333,,,,-0.018036,1.024987,0.021759,1.864979,0.017964,0.351884,0.030288,0.416120,0.057213
3866,32.216667,,,,-0.018037,1.025000,0.021763,1.865048,0.017907,0.351858,0.030190,0.415907,0.053355
3867,32.225000,,,,-0.018037,1.024992,0.021761,1.864549,0.017798,0.351774,0.030058,0.415731,0.049335
3868,32.233333,,,,-0.018033,1.024995,0.021761,1.865110,0.017880,0.351843,0.029616,0.415582,0.045203
3869,32.241667,,,,-0.018034,1.024991,0.021766,1.865025,0.017929,0.351868,0.029363,0.415365,0.041155
3870,32.250000,,,,-0.018029,1.024984,0.021762,1.865008,0.017933,0.351870,0.028891,0.415227,0.037132
3871,32.258333,,,,-0.018029,1.024992,0.021766,1.864992,0.017951,0.351878,0.028505,0.414966,0.033125
3872,32.266667,,,,-0.018035,1.024998,0.021769,1.865112,0.017875,0.351836,0.027809,0.414827,0.028953
3873,32.275000,,,,-0.018026,1.024997,0.021769,1.865077,0.017897,0.351851,0.027176,0.414665,0.024728
3874,32.283333,,,,-0.018030,1.024993,0.021771,1.864985,0.017964,0.351880,0.026577,0.414662,0.020810
3875,32.291667,,,,-0.018032,1.024992,0.021768,1.865060,0.017900,0.351855,0.025916,0.414692,0.016730
3876,32.300000,,,,-0.018028,1.024996,0.021772,1.865129,0.017864,0.351832,0.025190,0.414660,0.012643
3877,32.308333,,,,-0.018035,1.024991,0.021768,1.865042,0.017901,0.351856,0.024377,0.414604,0.008630
3878,32.316667,,,,-0.018036,1.024994,0.021771,1.865062,0.017906,0.351856,0.023544,0.414383,0.004676
3879,32.325000,,,,-0.018037,1.024999,0.021770,1.865032,0.017921,0.351866,0.022532,0.414573,0.000593
3880,32.333333,,,,-0.018030,1.024995,0.021767,1.865052,0.017912,0.351856,0.021636,0.414736,-0.003280
3881,32.341667,,,,-0.018028,1.024996,0.021766,1.865057,0.017932,0.351862,0.020695,0.414684,-0.007110
3882,32.350000,,,,-0.018035,1.024994,0.021768,1.865004,0.017938,0.351875,0.019644,0.414949,-0.010880
3883,32.358333,,,,-0.018039,1.025000,0.021770,1.865051,0.017923,0.351863,0.018539,0.415004,-0.014781
3884,32.366667,,,,-0.018032,1.025005,0.021767,1.864978,0.017964,0.351883,0.017387,0.415085,-0.018599
3885,32.375000,,,,-0.018035,1.025004,0.021770,1.864980,0.017946,0.351877,0.016255,0.415312,-0.022142
3886,32.383333,,,,-0.018033,1.024996,0.021763,1.865017,0.017929,0.351866,0.015008,0.415524,-0.025846
3887,32.391667,,,,-0.018023,1.025003,0.021772,1.865018,0.017933,0.351870,0.013784,0.415634,-0.029437
3888,32.400000,,,,-0.018029,1.024998,0.021766,1.865073,0.017911,0.351854,0.012303,0.415752,-0.032946
3889,32.408333,,,,-0.018042,1.025006,0.021775,1.865051,0.017914,0.351860,0.011115,0.416024,-0.036270
3890,32.416667,,,,-0.018032,1.025002,0.021765,1.865030,0.017924,0.351867,0.009738,0.416273,-0.039658
3891,32.425000,,,,-0.018046,1.025021,0.021733,1.865080,0.017902,0.351852,0.008288,0.416640,-0.042885
3892,32.433333,,,,-0.018034,1.025004,0.021770,1.865049,0.017922,0.351863,0.006848,0.416768,-0.046112
3893,32.441667,,,,-0.018037,1.025002,0.021774,1.865037,0.017923,0.351864,0.005368,0.417015,-0.049161
3894,32.450000,,,,-0.018039,1.024996,0.021768,1.865074,0.017896,0.351851,0.003858,0.417299,-0.052156
3895,32.458333,,,,-0.018038,1.024997,0.021772,1.865069,0.017899,0.351852,0.002438,0.417544,-0.054956
3896,32.466667,,,,-0.018062,1.025015,0.021731,1.865027,0.017929,0.351869,0.000852,0.417910,-0.057746
3897,32.475000,,,,-0.018036,1.025008,0.021767,1.865050,0.017902,0.351856,-0.000816,0.418070,-0.060540
3898,32.483333,,,,-0.018053,1.025017,0.021726,1.865049,0.017919,0.351861,-0.002388,0.418465,-0.063083
3899,32.491667,,,,-0.018061,1.025019,0.021728,1.865090,0.017887,0.351846,-0.004053,0.418718,-0.065596
3900,32.500000,,,,-0.018059,1.025020,0.021724,1.865077,0.017879,0.351846,-0.005585,0.419068,-0.067988
3901,32.508333,,,,-0.018054,1.025018,0.021725,1.865100,0.017900,0.351848,-0.007270,0.419163,-0.070280
3902,32.516667,,,,-0.018060,1.025020,0.021727,1.865080,0.017902,0.351852,-0.008989,0.419466,-0.072353
3903,32.525000,,,,-0.018040,1.025002,0.021764,1.865047,0.017904,0.351856,-0.010612,0.419861,-0.074403
3904,32.533333,,,,-0.018054,1.025018,0.021726,1.864995,0.017946,0.351877,-0.012388,0.420023,-0.076357
3905,32.541667,,,,-0.018038,1.025010,0.021767,1.864999,0.017931,0.351872,-0.014035,0.420226,-0.078076
3906,32.550000,,,,-0.018045,1.025007,0.021772,1.865143,0.017864,0.351831,-0.015774,0.420559,-0.079776
3907,32.558333,,,,-0.018065,1.025021,0.021729,1.865038,0.017926,0.351863,-0.017445,0.420773,-0.081218
3908,32.566667,,,,-0.018065,1.025016,0.021729,1.864987,0.017944,0.351879,-0.019271,0.420864,-0.082839
3909,32.575000,,,,-0.018043,1.025008,0.021765,1.864993,0.017924,0.351870,-0.020985,0.421134,-0.084035
3910,32.583333,,,,-0.018052,1.024997,0.021774,1.865006,0.017939,0.351871,-0.022598,0.421368,-0.085268
3911,32.591667,,,,-0.018051,1.025001,0.021774,1.865090,0.017887,0.351846,-0.024542,0.421523,-0.086370
3912,32.600000,,,,-0.018050,1.025004,0.021769,1.865066,0.017901,0.351853,-0.026264,0.421623,-0.087231
3913,32.608333,,,,-0.018053,1.024997,0.021767,1.865028,0.017923,0.351863,-0.027917,0.421938,-0.087992
3914,32.616667,,,,-0.018046,1.025004,0.021765,1.865127,0.017891,0.351838,-0.029578,0.421883,-0.088617
3915,32.625000,,,,-0.018045,1.025008,0.021763,1.865095,0.017893,0.351848,-0.031442,0.422165,-0.089253
3916,32.633333,,,,-0.018048,1.025011,0.021773,1.865089,0.017889,0.351846,-0.033016,0.422054,-0.089653
3917,32.641667,,,,-0.018058,1.025015,0.021727,1.864988,0.017952,0.351878,-0.034813,0.422306,-0.089863
3918,32.650000,,,,-0.018043,1.025008,0.021770,1.864967,0.017943,0.351880,-0.036342,0.422166,-0.090001
3919,32.658333,,,,-0.018060,1.025018,0.021724,1.864476,0.017840,0.351797,-0.038168,0.422494,-0.089978
3920,32.666667,,,,-0.018045,1.025009,0.021772,1.864991,0.017938,0.351872,-0.039715,0.422234,-0.089848
3921,32.675000,,,,-0.018116,1.024970,0.021695,1.864971,0.017959,0.351883,-0.041404,0.422299,-0.089621
3922,32.683333,,,,-0.018044,1.025009,0.021771,1.865037,0.017924,0.351864,-0.042923,0.422391,-0.089267
3923,32.691667,,,,-0.018047,1.025002,0.021771,1.865088,0.017892,0.351849,-0.044498,0.422226,-0.088696
3924,32.700000,,,,-0.018042,1.025001,0.021767,1.864992,0.017939,0.351874,-0.046140,0.422179,-0.088146
3925,32.708333,,,,-0.018044,1.025003,0.021776,1.865099,0.017883,0.351842,-0.047575,0.422150,-0.087419
3926,32.716667,,,,-0.018067,1.025017,0.021736,1.865046,0.017910,0.351862,-0.049237,0.422042,-0.086430
3927,32.725000,,,,-0.018052,1.025002,0.021775,1.865060,0.017912,0.351856,-0.050628,0.421953,-0.085481
3928,32.733333,,,,-0.018049,1.025011,0.021777,1.865000,0.017944,0.351873,-0.052042,0.421771,-0.084412
3929,32.741667,,,,-0.018065,1.025020,0.021734,1.865008,0.017960,0.351879,-0.053449,0.421526,-0.083229
3930,32.750000,,,,-0.018050,1.025005,0.021771,1.865076,0.017911,0.351855,-0.054726,0.421246,-0.081616
3931,32.758333,,,,-0.018048,1.024997,0.021769,1.865063,0.017914,0.351856,-0.056072,0.421189,-0.080156
3932,32.766667,,,,-0.018063,1.025015,0.021732,1.865082,0.017897,0.351850,-0.057460,0.420953,-0.078699
3933,32.775000,,,,-0.018052,1.025009,0.021772,1.864453,0.017829,0.351795,-0.058580,0.420704,-0.076746
3934,32.783333,,,,-0.018051,1.024997,0.021766,1.865117,0.017884,0.351839,-0.059825,0.420478,-0.074921
3935,32.791667,,,,-0.018065,1.025018,0.021725,1.865092,0.017907,0.351849,-0.061029,0.420197,-0.072970
3936,32.800000,,,,-0.018064,1.025025,0.021728,1.865038,0.017911,0.351860,-0.062109,0.420099,-0.070924
3937,32.808333,,,,-0.018059,1.025002,0.021770,1.865057,0.017911,0.351856,-0.062941,0.419735,-0.068615
3938,32.816667,,,,-0.018065,1.025012,0.021724,1.865092,0.017908,0.351848,-0.064206,0.419442,-0.066582
3939,32.825000,,,,-0.018066,1.025011,0.021732,1.864626,0.017763,0.351753,-0.065120,0.419153,-0.064067
3940,32.833333,,,,-0.018067,1.025013,0.021736,1.865010,0.017943,0.351875,-0.066099,0.418975,-0.061612
3941,32.841667,,,,-0.018073,1.025010,0.021731,1.865094,0.017906,0.351850,-0.066971,0.418729,-0.059000
3942,32.850000,,,,-0.018063,1.025008,0.021737,1.865153,0.017878,0.351835,-0.067606,0.418260,-0.056229
3943,32.858333,,,,-0.018047,1.025004,0.021770,1.865029,0.017929,0.351867,-0.068385,0.417889,-0.053376
3944,32.866667,,,,-0.018069,1.025003,0.021730,1.865046,0.017912,0.351860,-0.069054,0.417674,-0.050447
3945,32.875000,,,,-0.018052,1.024992,0.021769,1.864927,0.017983,0.351897,-0.069697,0.417472,-0.047474
3946,32.883333,,,,-0.018051,1.024994,0.021767,1.865018,0.017912,0.351864,-0.070417,0.417164,-0.044568
3947,32.891667,,,,-0.018063,1.025016,0.021729,1.865085,0.017909,0.351855,-0.070958,0.416866,-0.041368
3948,32.900000,,,,-0.018044,1.024995,0.021765,1.865075,0.017905,0.351852,-0.071390,0.416668,-0.038062
3949,32.908333,,,,-0.018069,1.025009,0.021731,1.864952,0.017966,0.351888,-0.071718,0.416320,-0.034797
3950,32.916667,,,,-0.018046,1.024997,0.021768,1.865010,0.017942,0.351871,-0.071997,0.416095,-0.031432
3951,32.925000,,,,-0.018061,1.025018,0.021722,1.865108,0.017888,0.351845,-0.072428,0.415868,-0.028011
3952,32.933333,,,,-0.018065,1.025017,0.021724,1.865103,0.017880,0.351842,-0.072569,0.415643,-0.024550
3953,32.941667,,,,-0.018065,1.025008,0.021724,1.864939,0.017978,0.351893,-0.072782,0.415388,-0.020984
3954,32.950000,,,,-0.018068,1.025010,0.021727,1.865026,0.017916,0.351866,-0.072959,0.415108,-0.017391
3955,32.958333,,,,-0.018067,1.025011,0.021727,1.865057,0.017906,0.351859,-0.072923,0.414837,-0.013715
3956,32.966667,,,,-0.018052,1.024988,0.021766,1.865022,0.017939,0.351867,-0.072924,0.414724,-0.009959
3957,32.975000,,,,-0.018048,1.024987,0.021767,1.865013,0.017950,0.351873,-0.072633,0.414478,-0.006020
3958,32.983333,,,,-0.018067,1.025007,0.021720,1.865041,0.017926,0.351861,-0.072588,0.414426,-0.002374
3959,32.991667,,,,-0.018111,1.024937,0.021727,1.865017,0.017929,0.351866,-0.072434,0.414219,0.001562
3960,33.000000,,,,-0.018045,1.024992,0.021773,1.865126,0.017886,0.351840,-0.072164,0.414146,0.005154
3961,33.008333,,,,-0.018056,1.024988,0.021769,1.865064,0.017906,0.351853,-0.071766,0.413902,0.009317
3962,33.016667,,,,-0.018050,1.024991,0.021771,1.865051,0.017910,0.351858,-0.071191,0.413902,0.013152
3963,33.025000,,,,-0.018058,1.024984,0.021769,1.864970,0.017950,0.351880,-0.070827,0.413790,0.017060
3964,33.033333,,,,-0.018062,1.025002,0.021726,1.865030,0.017924,0.351867,-0.070322,0.413947,0.020942
3965,33.041667,,,,-0.018054,1.024991,0.021767,1.865029,0.017930,0.351865,-0.069642,0.413879,0.025064
3966,33.050000,,,,-0.018049,1.024988,0.021768,1.864981,0.017930,0.351875,-0.069088,0.413918,0.028859
3967,33.058333,,,,-0.018056,1.025005,0.021733,1.864943,0.017969,0.351893,-0.068441,0.414021,0.032914
3968,33.066667,,,,-0.018039,1.024986,0.021766,1.864980,0.017945,0.351880,-0.067766,0.413940,0.036744
3969,33.075000,,,,-0.018062,1.025004,0.021729,1.864940,0.017981,0.351896,-0.066789,0.413950,0.040727
3970,33.083333,,,,-0.018066,1.025009,0.021723,1.865043,0.017917,0.351864,-0.066012,0.414125,0.044543
3971,33.091667,,,,-0.018046,1.024990,0.021769,1.864568,0.017815,0.351775,-0.065011,0.414288,0.048468
3972,33.100000,,,,-0.018063,1.025004,0.021724,1.865065,0.017907,0.351855,-0.064135,0.414395,0.052408
3973,33.108333,,,,-0.018054,1.024985,0.021755,1.865095,0.017890,0.351845,-0.063096,0.414601,0.056134
3974,33.116667,,,,-0.018067,1.025006,0.021728,1.864899,0.018005,0.351905,-0.062060,0.414691,0.059901
3975,33.125000,,,,-0.018069,1.024998,0.021725,1.865062,0.017901,0.351852,-0.060873,0.415019,0.063714
3976,33.133333,,,,-0.018052,1.024994,0.021768,1.864976,0.017945,0.351882,-0.059763,0.415188,0.067475
3977,33.141667,,,,-0.018049,1.024988,0.021770,1.864955,0.017956,0.351884,-0.058629,0.415434,0.071098
3978,33.150000,,,,-0.018054,1.024987,0.021765,1.864957,0.017942,0.351881,-0.057232,0.415661,0.074705
3979,33.158333,,,,-0.018071,1.025009,0.021729,1.865068,0.017895,0.351851,-0.056064,0.415896,0.078112
3980,33.166667,,,,-0.018064,1.025010,0.021730,1.865025,0.017933,0.351870,-0.054667,0.416187,0.081821
3981,33.175000,,,,-0.018064,1.025004,0.021725,1.865081,0.017885,0.351847,-0.053244,0.416571,0.085188
3982,33.183333,,,,-0.018042,1.024985,0.021766,1.865161,0.017849,0.351822,-0.051838,0.416810,0.088603
3983,33.191667,,,,-0.018056,1.025005,0.021725,1.865026,0.017923,0.351863,-0.050388,0.417220,0.091734
3984,33.200000,,,,-0.018038,1.024991,0.021767,1.865002,0.017935,0.351872,-0.048962,0.417641,0.094955
3985,33.208333,,,,-0.018044,1.024992,0.021760,1.865058,0.017914,0.351859,-0.047518,0.417780,0.098052
3986,33.216667,,,,-0.018050,1.024992,0.021769,1.864973,0.017936,0.351877,-0.045719,0.418257,0.101234
3987,33.225000,,,,-0.018056,1.025003,0.021723,1.864995,0.017947,0.351877,-0.044337,0.418641,0.104200
3988,33.233333,,,,-0.018046,1.024989,0.021760,1.865019,0.017944,0.351870,-0.042505,0.419046,0.107127
3989,33.241667,,,,-0.018052,1.024990,0.021762,1.865050,0.017899,0.351855,-0.041017,0.419241,0.109769
3990,33.250000,,,,-0.018046,1.024989,0.021768,1.865079,0.017884,0.351847,-0.039330,0.419873,0.112510
3991,33.258333,,,,-0.018046,1.024989,0.021760,1.865041,0.017904,0.351858,-0.037655,0.420072,0.115044
3992,33.266667,,,,-0.018053,1.024986,0.021766,1.865060,0.017913,0.351855,-0.035968,0.420546,0.117477
3993,33.275000,,,,-0.018051,1.024990,0.021768,1.864970,0.017948,0.351881,-0.034322,0.420892,0.119821
3994,33.283333,,,,-0.018045,1.024994,0.021764,1.865108,0.017873,0.351839,-0.032594,0.421166,0.122080
3995,33.291667,,,,-0.018048,1.024986,0.021765,1.865009,0.017921,0.351867,-0.030754,0.421640,0.124288
3996,33.300000,,,,-0.018046,1.024988,0.021762,1.864517,0.017798,0.351778,-0.029090,0.421934,0.126253
3997,33.308333,,,,-0.018044,1.024990,0.021763,1.865116,0.017884,0.351841,-0.027242,0.422286,0.128295
3998,33.316667,,,,-0.018040,1.024989,0.021762,1.865014,0.017921,0.351867,-0.025688,0.422647,0.129886
3999,33.325000,,,,-0.018043,1.024989,0.021766,1.865081,0.017884,0.351846,-0.023787,0.423005,0.131656
4000,33.333333,,,,-0.018045,1.024976,0.021762,1.864908,0.017988,0.351900,-0.021965,0.423262,0.133268
4001,33.341667,,,,-0.018043,1.024986,0.021756,1.865022,0.017924,0.351866,-0.020239,0.423572,0.134620
4002,33.350000,,,,-0.018043,1.024991,0.021761,1.865048,0.017913,0.351860,-0.018501,0.423882,0.136073
4003,33.358333,,,,-0.018044,1.024989,0.021762,1.865057,0.017892,0.351852,-0.016675,0.424159,0.137201
4004,33.366667,,,,-0.018045,1.024986,0.021766,1.865123,0.017872,0.351838,-0.014952,0.424466,0.138220
4005,33.375000,,,,-0.018051,1.024997,0.021765,1.864968,0.017968,0.351884,-0.013246,0.424576,0.139206
4006,33.383333,,,,-0.018101,1.024937,0.021731,1.864983,0.017943,0.351876,-0.011574,0.424850,0.139930
4007,33.391667,,,,-0.018044,1.024981,0.021764,1.864986,0.017945,0.351879,-0.009868,0.424898,0.140589
4008,33.400000,,,,-0.018043,1.024981,0.021768,1.865043,0.017910,0.351860,-0.007913,0.425214,0.141227
4009,33.408333,,,,-0.018036,1.024984,0.021764,1.865006,0.017937,0.351873,-0.006311,0.425218,0.141638
4010,33.416667,,,,-0.018041,1.024984,0.021767,1.865112,0.017880,0.351840,-0.004862,0.425426,0.141827
4011,33.425000,,,,-0.018040,1.024988,0.021774,1.865027,0.017933,0.351868,-0.003044,0.425527,0.142103
4012,33.433333,,,,-0.018047,1.024989,0.021770,1.865077,0.017886,0.351846,-0.001544,0.425575,0.142085
4013,33.441667,,,,-0.018037,1.024993,0.021778,1.865070,0.017904,0.351855,0.000110,0.425573,0.141872
4014,33.450000,,,,-0.018037,1.024986,0.021772,1.864991,0.017953,0.351879,0.001680,0.425659,0.141604
4015,33.458333,,,,-0.018038,1.024992,0.021774,1.865035,0.017907,0.351861,0.003254,0.425611,0.141267
4016,33.466667,,,,-0.018047,1.024988,0.021774,1.864946,0.017970,0.351892,0.004710,0.425515,0.140714
4017,33.475000,,,,-0.018047,1.024991,0.021766,1.865024,0.017939,0.351870,0.006314,0.425560,0.140063
4018,33.483333,,,,-0.018049,1.024990,0.021766,1.865098,0.017894,0.351848,0.007772,0.425545,0.139458
4019,33.491667,,,,-0.018050,1.024996,0.021770,1.864929,0.017973,0.351896,0.009084,0.425285,0.138546
4020,33.500000,,,,-0.018048,1.024992,0.021772,1.865127,0.017864,0.351835,0.010587,0.425234,0.137551
4021,33.508333,,,,-0.018044,1.024987,0.021767,1.864991,0.017949,0.351876,0.011921,0.425123,0.136365
4022,33.516667,,,,-0.018042,1.024984,0.021769,1.865064,0.017904,0.351855,0.013118,0.424911,0.135063
4023,33.525000,,,,-0.018043,1.024991,0.021767,1.865028,0.017923,0.351864,0.014384,0.424633,0.133718
4024,33.533333,,,,-0.018046,1.024992,0.021768,1.865034,0.017926,0.351864,0.015652,0.424490,0.132197
4025,33.541667,,,,-0.018039,1.024988,0.021768,1.865070,0.017901,0.351850,0.016766,0.424294,0.130564
4026,33.550000,,,,-0.018043,1.024991,0.021770,1.864992,0.017939,0.351874,0.017930,0.424119,0.128769
4027,33.558333,,,,-0.018042,1.024985,0.021764,1.865105,0.017879,0.351842,0.019035,0.423744,0.127012
4028,33.566667,,,,-0.018039,1.024982,0.021768,1.865109,0.017877,0.351838,0.020120,0.423532,0.124996
4029,33.575000,,,,-0.018033,1.024990,0.021767,1.865037,0.017930,0.351864,0.021138,0.423227,0.122914
4030,33.583333,,,,-0.018039,1.024989,0.021764,1.865027,0.017919,0.351864,0.021884,0.422859,0.120660
4031,33.591667,,,,-0.018056,1.024999,0.021724,1.865047,0.017932,0.351862,0.022981,0.422506,0.118496
4032,33.600000,,,,-0.018038,1.024993,0.021763,1.865049,0.017919,0.351862,0.023839,0.422303,0.116058
4033,33.608333,,,,-0.018056,1.025002,0.021727,1.865054,0.017920,0.351861,0.024508,0.421970,0.113497
4034,33.616667,,,,-0.018057,1.025000,0.021725,1.864980,0.017951,0.351882,0.025402,0.421612,0.110946
4035,33.625000,,,,-0.018039,1.024989,0.021769,1.864994,0.017941,0.351873,0.026044,0.421282,0.108183
4036,33.633333,,,,-0.018042,1.024986,0.021762,1.865025,0.017926,0.351866,0.026683,0.420928,0.105526
4037,33.641667,,,,-0.018043,1.024993,0.021772,1.865088,0.017892,0.351849,0.027278,0.420553,0.102594
4038,33.650000,,,,-0.018043,1.024994,0.021763,1.865098,0.017894,0.351846,0.027753,0.420180,0.099630
4039,33.658333,,,,-0.018041,1.024992,0.021765,1.865085,0.017874,0.351843,0.028269,0.419883,0.096619
4040,33.666667,,,,-0.018048,1.024994,0.021767,1.864964,0.017956,0.351884,0.028584,0.419543,0.093456
4041,33.675000,,,,-0.018040,1.024983,0.021764,1.865038,0.017918,0.351862,0.029047,0.419167,0.090387
4042,33.683333,,,,-0.018043,1.024992,0.021769,1.865017,0.017931,0.351869,0.029350,0.418743,0.087138
4043,33.691667,,,,-0.018041,1.024988,0.021770,1.865052,0.017905,0.351855,0.029537,0.418477,0.083797
4044,33.700000,,,,-0.018039,1.024992,0.021768,1.865016,0.017924,0.351866,0.029744,0.418156,0.080421
4045,33.708333,,,,-0.018043,1.024990,0.021771,1.865046,0.017927,0.351863,0.029766,0.417751,0.076985
4046,33.716667,,,,-0.018041,1.025003,0.021773,1.865070,0.017904,0.351855,0.029901,0.417446,0.073516
4047,33.725000,,,,-0.018049,1.024989,0.021768,1.865021,0.017927,0.351868,0.029760,0.417066,0.069893
4048,33.733333,,,,-0.018036,1.024994,0.021765,1.864983,0.017935,0.351873,0.029869,0.416752,0.066310
4049,33.741667,,,,-0.018044,1.024996,0.021766,1.864997,0.017952,0.351878,0.029747,0.416487,0.062767
4050,33.750000,,,,-0.018041,1.024988,0.021759,1.865074,0.017899,0.351850,0.029642,0.416178,0.058987
