Format Version,1.21,Take Name,Run_1_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.45.57 AM,Total Frames in Take,4156,Total Exported Frames,4156,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3174,26.450000,,,,-0.018067,1.025046,0.021696,1.864495,0.017805,0.351785,-0.102592,0.416716,0.014234,,,
3175,26.458333,,,,-0.018053,1.025025,0.021736,1.864612,0.017763,0.351753,-0.109104,0.417513,0.013220,,,
3176,26.466667,,,,-0.018133,1.024986,0.021657,1.864602,0.017748,0.351751,-0.115503,0.418531,0.012228,,,
3177,26.475000,,,,-0.018129,1.024990,0.021660,1.865044,0.017875,0.351847,-0.121674,0.419510,0.011429,,,
3178,26.483333,,,,-0.018065,1.025040,0.021695,1.865076,0.017908,0.351852,-0.127845,0.420512,0.010526,,,
3179,26.491667,,,,-0.018074,1.025049,0.021697,1.865060,0.017877,0.351851,-0.133740,0.421437,0.009699,,,
3180,26.500000,,,,-0.018068,1.025041,0.021699,1.864633,0.017731,0.351743,-0.139460,0.422440,0.008859,,,
3181,26.508333,,,,-0.018080,1.025045,0.021697,1.864519,0.017792,0.351776,-0.145169,0.423559,0.007911,,,
3182,26.516667,,,,-0.018136,1.024984,0.021663,1.865105,0.017862,0.351837,-0.150724,0.424742,0.007116,,,
3183,26.525000,,,,-0.018138,1.024990,0.021662,1.865087,0.017867,0.351838,-0.156212,0.425910,0.006287,,,
3184,26.533333,,,,-0.018139,1.024989,0.021661,1.864517,0.017785,0.351776,-0.161375,0.426967,0.005498,,,
3185,26.541667,,,,-0.018134,1.024993,0.021666,1.864510,0.017795,0.351779,-0.166222,0.428297,0.004875,,,
3186,26.550000,,,,-0.018075,1.025041,0.021691,1.865104,0.017853,0.351830,-0.171131,0.429461,0.004212,,,
3187,26.558333,,,,-0.018140,1.024993,0.021666,1.864536,0.017803,0.351777,-0.175814,0.430521,0.003530,,,
3188,26.566667,,,,-0.018118,1.024973,0.021700,1.864645,0.017734,0.351741,-0.180392,0.431641,0.002915,,,
3189,26.575000,,,,-0.018081,1.025046,0.021692,1.864516,0.017791,0.351776,-0.184580,0.432953,0.002351,,,
3190,26.583333,,,,-0.018059,1.025022,0.021737,1.865047,0.017875,0.351847,-0.188786,0.434008,0.001773,,,
3191,26.591667,,,,-0.018083,1.025048,0.021704,1.864479,0.017842,0.351798,-0.192487,0.435064,0.001296,,,
3192,26.600000,,,,-0.018137,1.024993,0.021657,1.864592,0.017756,0.351757,-0.196321,0.436108,0.000746,,,
3193,26.608333,,,,-0.018083,1.025038,0.021695,1.865062,0.017898,0.351853,-0.199920,0.437326,0.000252,,,
3194,26.616667,,,,-0.018086,1.025040,0.021701,1.865045,0.017890,0.351852,-0.203322,0.438195,-0.000233,,,
3195,26.625000,,,,-0.018079,1.025046,0.021695,1.865058,0.017904,0.351854,-0.206365,0.439212,-0.000655,,,
3196,26.633333,,,,-0.018079,1.025042,0.021699,1.865159,0.017826,0.351818,-0.209364,0.440092,-0.001085,,,
3197,26.641667,,,,-0.018086,1.025042,0.021696,1.864535,0.017800,0.351774,-0.211985,0.441015,-0.001376,,,
3198,26.650000,,,,-0.018150,1.024984,0.021664,1.864549,0.017776,0.351770,-0.214565,0.441945,-0.001768,,,
3199,26.658333,,,,-0.018061,1.025031,0.021734,1.864496,0.017786,0.351779,-0.216679,0.442457,-0.001961,,,
3200,26.666667,,,,-0.018082,1.025045,0.021698,1.864563,0.017783,0.351768,-0.218817,0.443299,-0.002278,,,
3201,26.675000,,,,-0.018092,1.025042,0.021698,1.865070,0.017882,0.351848,-0.220659,0.443898,-0.002441,,,
3202,26.683333,,,,-0.018088,1.025039,0.021698,1.865095,0.017885,0.351841,-0.222324,0.444292,-0.002647,,,
3203,26.691667,,,,-0.018086,1.025047,0.021693,1.864524,0.017807,0.351779,-0.223803,0.444790,-0.002799,,,
3204,26.700000,,,,-0.018144,1.024998,0.021664,1.864547,0.017806,0.351776,-0.224883,0.445207,-0.002821,,,
3205,26.708333,,,,-0.018145,1.024997,0.021663,1.864604,0.017751,0.351751,-0.225945,0.445593,-0.002926,,,
3206,26.716667,,,,-0.018087,1.025050,0.021692,1.864982,0.017929,0.351872,-0.226702,0.445951,-0.002960,,,
3207,26.725000,,,,-0.018086,1.025047,0.021694,1.864524,0.017802,0.351777,-0.227206,0.446136,-0.002980,,,
3208,26.733333,,,,-0.018092,1.025041,0.021698,1.864652,0.017724,0.351738,-0.227469,0.446259,-0.002910,,,
3209,26.741667,,,,-0.018150,1.024988,0.021664,1.864599,0.017751,0.351755,-0.227548,0.446270,-0.002823,,,
3210,26.750000,,,,-0.018086,1.025039,0.021697,1.864569,0.017788,0.351770,-0.227474,0.446204,-0.002735,,,
3211,26.758333,,,,-0.018090,1.025044,0.021695,1.865105,0.017847,0.351834,-0.227115,0.446013,-0.002519,,,
3212,26.766667,,,,-0.018146,1.024992,0.021662,1.864605,0.017751,0.351754,-0.226645,0.445817,-0.002327,,,
3213,26.775000,,,,-0.018152,1.024988,0.021663,1.864460,0.017827,0.351798,-0.225824,0.445613,-0.002074,,,
3214,26.783333,,,,-0.018087,1.025046,0.021694,1.864674,0.017718,0.351731,-0.224849,0.445176,-0.001854,,,
3215,26.791667,,,,-0.018088,1.025043,0.021697,1.864529,0.017786,0.351775,-0.223595,0.444712,-0.001470,,,
3216,26.800000,,,,-0.018092,1.025043,0.021700,1.865100,0.017879,0.351842,-0.222202,0.444262,-0.001290,,,
3217,26.808333,,,,-0.018145,1.025000,0.021656,1.864563,0.017777,0.351764,-0.220563,0.443829,-0.000944,,,
3218,26.816667,,,,-0.018085,1.025050,0.021692,1.865120,0.017853,0.351832,-0.218659,0.443035,-0.000564,,,
3219,26.825000,,,,-0.018092,1.025044,0.021694,1.864632,0.017740,0.351745,-0.216687,0.442365,-0.000205,,,
3220,26.833333,,,,-0.018073,1.025039,0.021733,1.864569,0.017758,0.351762,-0.214325,0.441654,0.000281,,,
3221,26.841667,,,,-0.018071,1.025035,0.021741,1.864512,0.017797,0.351780,-0.211820,0.440915,0.000796,,,
3222,26.850000,,,,-0.018141,1.024996,0.021658,1.864559,0.017783,0.351769,-0.209205,0.439942,0.001254,,,
3223,26.858333,,,,-0.018066,1.025029,0.021731,1.865047,0.017895,0.351852,-0.206147,0.439099,0.001869,,,
3224,26.866667,,,,-0.018140,1.024993,0.021658,1.865078,0.017877,0.351842,-0.203190,0.438046,0.002459,,,
3225,26.875000,,,,-0.018086,1.025040,0.021694,1.865127,0.017852,0.351829,-0.199858,0.437075,0.003010,,,
3226,26.883333,,,,-0.018084,1.025040,0.021696,1.864462,0.017834,0.351797,-0.196276,0.436055,0.003703,,,
3227,26.891667,,,,-0.018139,1.024994,0.021667,1.865118,0.017858,0.351833,-0.192531,0.434917,0.004384,,,
3228,26.900000,,,,-0.018067,1.025035,0.021738,1.864519,0.017809,0.351780,-0.188756,0.433785,0.004966,,,
3229,26.908333,,,,-0.018080,1.025042,0.021697,1.864634,0.017726,0.351741,-0.184476,0.432739,0.005774,,,
3230,26.916667,,,,-0.018081,1.025039,0.021697,1.865105,0.017858,0.351836,-0.180417,0.431614,0.006445,,,
3231,26.925000,,,,-0.018065,1.025035,0.021742,1.864575,0.017751,0.351755,-0.175935,0.430450,0.007130,,,
3232,26.933333,,,,-0.018064,1.025028,0.021735,1.864594,0.017772,0.351757,-0.171300,0.429448,0.008000,,,
3233,26.941667,,,,-0.018080,1.025041,0.021695,1.865000,0.017925,0.351868,-0.166459,0.428176,0.008864,,,
3234,26.950000,,,,-0.018080,1.025043,0.021695,1.865155,0.017814,0.351815,-0.161624,0.426983,0.009717,,,
3235,26.958333,,,,-0.018077,1.025047,0.021696,1.865130,0.017857,0.351829,-0.156510,0.425858,0.010473,,,
3236,26.966667,,,,-0.018079,1.025041,0.021694,1.864623,0.017726,0.351740,-0.151238,0.424774,0.011407,,,
3237,26.975000,,,,-0.018135,1.024988,0.021665,1.864553,0.017777,0.351766,-0.145683,0.423640,0.012247,,,
3238,26.983333,,,,-0.018136,1.024991,0.021667,1.864546,0.017776,0.351767,-0.140287,0.422744,0.013092,,,
3239,26.991667,,,,-0.018076,1.025041,0.021693,1.864572,0.017770,0.351762,-0.134707,0.421633,0.013994,,,
3240,27.000000,,,,-0.018133,1.024991,0.021659,1.865088,0.017861,0.351839,-0.128732,0.420624,0.015008,,,
3241,27.008333,,,,-0.018127,1.024994,0.021661,1.864590,0.017771,0.351761,-0.122716,0.419597,0.016069,,,
3242,27.016667,,,,-0.018060,1.025031,0.021737,1.864623,0.017760,0.351752,-0.116608,0.418606,0.017194,,,
3243,27.025000,,,,-0.018074,1.025043,0.021702,1.864587,0.017765,0.351760,-0.110554,0.417698,0.018078,,,
3244,27.033333,,,,-0.018077,1.025043,0.021697,1.864633,0.017746,0.351747,-0.104188,0.416910,0.019074,,,
3245,27.041667,,,,-0.018078,1.025037,0.021699,1.865046,0.017902,0.351858,-0.097969,0.416118,0.019928,,,
3246,27.050000,,,,-0.018132,1.024994,0.021662,1.864544,0.017790,0.351774,-0.091544,0.415325,0.020886,,,
3247,27.058333,,,,-0.018069,1.025044,0.021696,1.864603,0.017742,0.351750,-0.084823,0.414909,0.022101,,,
3248,27.066667,,,,-0.018050,1.025026,0.021739,1.864515,0.017796,0.351780,-0.078422,0.414258,0.022985,,,
3249,27.075000,,,,-0.018066,1.025041,0.021693,1.864502,0.017821,0.351788,-0.071767,0.413663,0.024139,,,
3250,27.083333,,,,-0.018110,1.024975,0.021703,1.865096,0.017861,0.351838,-0.064989,0.413300,0.025116,,,
3251,27.091667,,,,-0.018047,1.025033,0.021743,1.864552,0.017775,0.351768,-0.058149,0.412923,0.026291,,,
3252,27.100000,,,,-0.018065,1.025044,0.021695,1.865074,0.017888,0.351847,-0.051489,0.412642,0.027219,,,
3253,27.108333,,,,-0.018124,1.024991,0.021662,1.865058,0.017897,0.351853,-0.044581,0.412479,0.028308,,,
3254,27.116667,,,,-0.018061,1.025042,0.021694,1.865076,0.017890,0.351849,-0.037800,0.412409,0.029396,,,
3255,27.125000,,,,-0.018106,1.024979,0.021700,1.864470,0.017817,0.351792,-0.031090,0.412285,0.030292,,,
3256,27.133333,,,,-0.018041,1.025030,0.021736,1.865093,0.017879,0.351844,-0.024083,0.412321,0.031443,,,
3257,27.141667,,,,-0.018107,1.024980,0.021704,1.865103,0.017841,0.351834,-0.017181,0.412353,0.032548,,,
3258,27.150000,,,,-0.018057,1.025045,0.021691,1.865157,0.017824,0.351817,-0.010345,0.412546,0.033532,,,
3259,27.158333,,,,-0.018062,1.025036,0.021699,1.864542,0.017767,0.351765,-0.003588,0.412720,0.034507,,,
3260,27.166667,,,,-0.018059,1.025044,0.021694,1.864600,0.017744,0.351752,0.003185,0.413179,0.035448,,,
3261,27.175000,,,,-0.018068,1.025046,0.021693,1.864455,0.017820,0.351793,0.009903,0.413423,0.036486,,,
3262,27.183333,,,,-0.018060,1.025044,0.021699,1.864585,0.017750,0.351756,0.016658,0.414026,0.037402,,,
3263,27.191667,,,,-0.018059,1.025043,0.021694,1.864500,0.017803,0.351784,0.023282,0.414503,0.038430,,,
3264,27.200000,,,,-0.018040,1.025031,0.021738,1.864513,0.017792,0.351777,0.029865,0.415188,0.039297,,,
3265,27.208333,,,,-0.018059,1.025045,0.021696,1.864584,0.017736,0.351752,0.036375,0.415859,0.040211,,,
3266,27.216667,,,,-0.018055,1.025047,0.021697,1.865083,0.017858,0.351840,0.042794,0.416615,0.041197,,,
3267,27.225000,,,,-0.018054,1.025041,0.021689,1.864578,0.017746,0.351755,0.049103,0.417401,0.042097,,,
3268,27.233333,,,,-0.018108,1.024997,0.021662,1.865054,0.017892,0.351851,0.055456,0.418247,0.042875,,,
3269,27.241667,,,,-0.018051,1.025053,0.021696,1.864622,0.017728,0.351742,0.061489,0.419126,0.043880,,,
3270,27.250000,,,,-0.018053,1.025051,0.021695,1.864496,0.017799,0.351784,0.067638,0.420093,0.044656,,,
3271,27.258333,,,,-0.018047,1.025053,0.021696,1.864620,0.017725,0.351743,0.073461,0.421063,0.045576,,,
3272,27.266667,,,,-0.018032,1.025036,0.021734,1.864553,0.017768,0.351765,0.079371,0.422133,0.046325,,,
3273,27.275000,,,,-0.018054,1.025047,0.021701,1.864597,0.017744,0.351751,0.084894,0.423228,0.047096,,,
3274,27.283333,,,,-0.018031,1.025031,0.021735,1.865028,0.017894,0.351859,0.090414,0.424360,0.047801,,,
3275,27.291667,,,,-0.018029,1.025041,0.021736,1.865099,0.017864,0.351839,0.095868,0.425435,0.048517,,,
3276,27.300000,,,,-0.018106,1.024999,0.021664,1.865063,0.017861,0.351841,0.101025,0.426534,0.049230,,,
3277,27.308333,,,,-0.018048,1.025054,0.021697,1.864511,0.017806,0.351781,0.106153,0.427800,0.049914,,,
3278,27.316667,,,,-0.018035,1.025039,0.021739,1.864502,0.017801,0.351784,0.111088,0.428945,0.050420,,,
3279,27.325000,,,,-0.018033,1.025036,0.021734,1.865035,0.017893,0.351856,0.115772,0.429979,0.051179,,,
3280,27.333333,,,,-0.018030,1.025040,0.021734,1.864506,0.017798,0.351783,0.120360,0.431224,0.051730,,,
3281,27.341667,,,,-0.018036,1.025034,0.021736,1.865116,0.017840,0.351827,0.124830,0.432446,0.052340,,,
3282,27.350000,,,,-0.018046,1.025052,0.021696,1.864553,0.017779,0.351768,0.129079,0.433642,0.052873,,,
3283,27.358333,,,,-0.018045,1.025053,0.021699,1.865096,0.017862,0.351836,0.133252,0.434745,0.053422,,,
3284,27.366667,,,,-0.018042,1.025056,0.021697,1.864558,0.017781,0.351769,0.137170,0.435726,0.053923,,,
3285,27.375000,,,,-0.018103,1.025006,0.021661,1.864457,0.017814,0.351793,0.140932,0.436838,0.054353,,,
3286,27.383333,,,,-0.018047,1.025053,0.021688,1.864569,0.017758,0.351762,0.144487,0.437843,0.054826,,,
3287,27.391667,,,,-0.018031,1.025050,0.021737,1.865148,0.017825,0.351822,0.147806,0.438975,0.055215,,,
3288,27.400000,,,,-0.018044,1.025054,0.021691,1.864544,0.017764,0.351768,0.150988,0.439917,0.055564,,,
3289,27.408333,,,,-0.018039,1.025061,0.021694,1.864516,0.017794,0.351781,0.153987,0.440809,0.055788,,,
3290,27.416667,,,,-0.018041,1.025059,0.021695,1.864588,0.017761,0.351757,0.156557,0.441559,0.056027,,,
3291,27.425000,,,,-0.018026,1.025046,0.021732,1.864554,0.017774,0.351763,0.159413,0.442566,0.056456,,,
3292,27.433333,,,,-0.018041,1.025053,0.021690,1.864596,0.017760,0.351756,0.161574,0.443448,0.056668,,,
3293,27.441667,,,,-0.018040,1.025061,0.021694,1.864587,0.017769,0.351761,0.163839,0.443860,0.056861,,,
3294,27.450000,,,,-0.018037,1.025059,0.021693,1.864540,0.017775,0.351768,0.165741,0.444783,0.057074,,,
3295,27.458333,,,,-0.018041,1.025064,0.021699,1.864596,0.017752,0.351752,0.167460,0.445197,0.057220,,,
3296,27.466667,,,,-0.018029,1.025047,0.021737,1.864545,0.017778,0.351768,0.169133,0.445828,0.057446,,,
3297,27.475000,,,,-0.018040,1.025055,0.021688,1.864612,0.017736,0.351748,0.170451,0.446341,0.057458,,,
3298,27.483333,,,,-0.018050,1.025060,0.021695,1.864511,0.017796,0.351780,0.171523,0.446825,0.057534,,,
3299,27.491667,,,,-0.018037,1.025063,0.021692,1.864470,0.017829,0.351794,0.172504,0.446995,0.057583,,,
3300,27.500000,,,,-0.018044,1.025056,0.021696,1.864603,0.017742,0.351750,0.173261,0.447219,0.057512,,,
3301,27.508333,,,,-0.018037,1.025061,0.021690,1.864543,0.017776,0.351768,0.173682,0.447354,0.057460,,,
3302,27.516667,,,,-0.018041,1.025060,0.021702,1.865068,0.017877,0.351848,0.173935,0.447398,0.057352,,,
3303,27.525000,,,,-0.018044,1.025058,0.021696,1.865140,0.017839,0.351822,0.174055,0.447536,0.057233,,,
3304,27.533333,,,,-0.018028,1.025052,0.021740,1.864545,0.017778,0.351768,0.173966,0.447429,0.057171,,,
3305,27.541667,,,,-0.018039,1.025062,0.021690,1.864533,0.017798,0.351776,0.173693,0.447269,0.057065,,,
3306,27.550000,,,,-0.018038,1.025063,0.021699,1.864529,0.017802,0.351777,0.173153,0.447120,0.056842,,,
3307,27.558333,,,,-0.018038,1.025058,0.021698,1.864994,0.017935,0.351875,0.172457,0.446928,0.056723,,,
3308,27.566667,,,,-0.018039,1.025058,0.021698,1.864622,0.017751,0.351749,0.171413,0.446623,0.056535,,,
3309,27.575000,,,,-0.018053,1.025048,0.021698,1.864467,0.017827,0.351795,0.170331,0.446232,0.056207,,,
3310,27.583333,,,,-0.018041,1.025061,0.021701,1.864616,0.017740,0.351748,0.169044,0.445807,0.055910,,,
3311,27.591667,,,,-0.018028,1.025042,0.021734,1.864586,0.017757,0.351757,0.167359,0.445066,0.055640,,,
3312,27.600000,,,,-0.018099,1.025011,0.021672,1.864546,0.017766,0.351763,0.165589,0.444602,0.055249,,,
3313,27.608333,,,,-0.018024,1.025047,0.021738,1.865144,0.017858,0.351831,0.163709,0.443842,0.054981,,,
3314,27.616667,,,,-0.018022,1.025039,0.021735,1.865085,0.017868,0.351841,0.161488,0.443200,0.054506,,,
3315,27.625000,,,,-0.018045,1.025062,0.021697,1.865132,0.017844,0.351827,0.159121,0.442287,0.054075,,,
3316,27.633333,,,,-0.018021,1.025051,0.021738,1.864600,0.017760,0.351755,0.156485,0.441466,0.053624,,,
3317,27.641667,,,,-0.018101,1.025011,0.021665,1.864536,0.017784,0.351772,0.153827,0.440464,0.053186,,,
3318,27.650000,,,,-0.018033,1.025046,0.021741,1.864526,0.017801,0.351780,0.150846,0.439763,0.052682,,,
3319,27.658333,,,,-0.018043,1.025058,0.021697,1.864610,0.017753,0.351753,0.147674,0.438752,0.052146,,,
3320,27.666667,,,,-0.018029,1.025040,0.021734,1.864655,0.017732,0.351738,0.144426,0.437623,0.051634,,,
3321,27.675000,,,,-0.018024,1.025051,0.021734,1.864597,0.017765,0.351757,0.140856,0.436693,0.050979,,,
3322,27.683333,,,,-0.018026,1.025040,0.021735,1.865064,0.017888,0.351850,0.137140,0.435532,0.050437,,,
3323,27.691667,,,,-0.018052,1.025057,0.021695,1.864543,0.017783,0.351769,0.133262,0.434461,0.049942,,,
3324,27.700000,,,,-0.018045,1.025056,0.021695,1.865159,0.017850,0.351823,0.129174,0.433351,0.049218,,,
3325,27.708333,,,,-0.018035,1.025044,0.021744,1.865121,0.017851,0.351829,0.124898,0.432267,0.048495,,,
3326,27.716667,,,,-0.018027,1.025045,0.021735,1.865153,0.017836,0.351821,0.120463,0.430943,0.047801,,,
3327,27.725000,,,,-0.018054,1.025063,0.021699,1.865117,0.017863,0.351835,0.115873,0.429931,0.047065,,,
3328,27.733333,,,,-0.018042,1.025056,0.021688,1.865123,0.017848,0.351829,0.111252,0.428712,0.046360,,,
3329,27.741667,,,,-0.018042,1.025052,0.021689,1.865084,0.017887,0.351848,0.106353,0.427608,0.045612,,,
3330,27.750000,,,,-0.018024,1.025043,0.021733,1.865087,0.017880,0.351842,0.101293,0.426351,0.044737,,,
3331,27.758333,,,,-0.018031,1.025038,0.021739,1.865071,0.017876,0.351842,0.096194,0.425150,0.043998,,,
3332,27.766667,,,,-0.018048,1.025053,0.021692,1.864535,0.017798,0.351775,0.090836,0.424270,0.043152,,,
3333,27.775000,,,,-0.018032,1.025035,0.021732,1.865039,0.017900,0.351857,0.085317,0.423091,0.042274,,,
3334,27.783333,,,,-0.018028,1.025039,0.021734,1.864588,0.017756,0.351758,0.079872,0.422043,0.041447,,,
3335,27.791667,,,,-0.018053,1.025051,0.021693,1.865183,0.017822,0.351813,0.074107,0.421021,0.040513,,,
3336,27.800000,,,,-0.018033,1.025035,0.021740,1.864568,0.017769,0.351762,0.068354,0.419983,0.039655,,,
3337,27.808333,,,,-0.018057,1.025055,0.021698,1.865062,0.017869,0.351844,0.062507,0.419234,0.038777,,,
3338,27.816667,,,,-0.018046,1.025049,0.021701,1.865150,0.017845,0.351826,0.056540,0.418139,0.037925,,,
3339,27.825000,,,,-0.018051,1.025045,0.021696,1.864576,0.017753,0.351758,0.050396,0.417438,0.036899,,,
3340,27.833333,,,,-0.018099,1.024991,0.021708,1.864571,0.017780,0.351766,0.044139,0.416514,0.036011,,,
3341,27.841667,,,,-0.018051,1.025048,0.021698,1.865099,0.017856,0.351836,0.037985,0.415923,0.035037,,,
3342,27.850000,,,,-0.018040,1.025028,0.021730,1.864600,0.017747,0.351752,0.031556,0.415154,0.034003,,,
3343,27.858333,,,,-0.018046,1.025054,0.021698,1.864586,0.017751,0.351754,0.025298,0.414618,0.033124,,,
3344,27.866667,,,,-0.018036,1.025035,0.021739,1.864570,0.017772,0.351764,0.018780,0.413931,0.032169,,,
3345,27.875000,,,,-0.018054,1.025049,0.021697,1.864545,0.017791,0.351772,0.012332,0.413574,0.031169,,,
3346,27.883333,,,,-0.018050,1.025045,0.021686,1.864517,0.017785,0.351775,0.005745,0.413143,0.030131,,,
3347,27.891667,,,,-0.018035,1.025038,0.021736,1.864508,0.017796,0.351782,-0.000799,0.412748,0.029153,,,
3348,27.900000,,,,-0.018036,1.025031,0.021737,1.864540,0.017782,0.351773,-0.007320,0.412545,0.028156,,,
3349,27.908333,,,,-0.018061,1.025045,0.021703,1.864637,0.017734,0.351740,-0.014034,0.412314,0.027066,,,
3350,27.916667,,,,-0.018104,1.024979,0.021700,1.864595,0.017747,0.351755,-0.020651,0.412345,0.026147,,,
3351,27.925000,,,,-0.018118,1.024997,0.021665,1.865020,0.017911,0.351862,-0.027291,0.412154,0.025097,,,
3352,27.933333,,,,-0.018059,1.025044,0.021700,1.865119,0.017850,0.351833,-0.033777,0.412289,0.024156,,,
3353,27.941667,,,,-0.018062,1.025042,0.021697,1.865023,0.017913,0.351864,-0.040376,0.412323,0.023190,,,
3354,27.950000,,,,-0.018124,1.024990,0.021659,1.865013,0.017900,0.351860,-0.046844,0.412228,0.022296,,,
3355,27.958333,,,,-0.018069,1.025042,0.021696,1.865099,0.017864,0.351839,-0.053319,0.412633,0.021324,,,
3356,27.966667,,,,-0.018069,1.025042,0.021696,1.864543,0.017784,0.351770,-0.059820,0.413070,0.020388,,,
3357,27.975000,,,,-0.018122,1.024988,0.021661,1.865057,0.017878,0.351847,-0.066411,0.413419,0.019215,,,
3358,27.983333,,,,-0.018123,1.024992,0.021660,1.865041,0.017906,0.351858,-0.072742,0.413933,0.018310,,,
3359,27.991667,,,,-0.018071,1.025033,0.021696,1.864593,0.017747,0.351753,-0.078969,0.414384,0.017377,,,
3360,28.000000,,,,-0.018072,1.025040,0.021696,1.865170,0.017826,0.351816,-0.085191,0.414980,0.016467,,,
3361,28.008333,,,,-0.018074,1.025047,0.021696,1.864553,0.017778,0.351768,-0.091161,0.415501,0.015669,,,
3362,28.016667,,,,-0.018114,1.024977,0.021705,1.864588,0.017761,0.351756,-0.097385,0.416139,0.014792,,,
3363,28.025000,,,,-0.018075,1.025041,0.021696,1.864545,0.017785,0.351770,-0.103309,0.416813,0.013910,,,
3364,28.033333,,,,-0.018053,1.025033,0.021734,1.864621,0.017751,0.351749,-0.109106,0.417548,0.013060,,,
3365,28.041667,,,,-0.018049,1.025034,0.021734,1.864602,0.017751,0.351753,-0.114958,0.418394,0.012257,,,
3366,28.050000,,,,-0.018056,1.025028,0.021733,1.864613,0.017737,0.351747,-0.120515,0.419197,0.011343,,,
3367,28.058333,,,,-0.018071,1.025047,0.021696,1.864561,0.017780,0.351767,-0.126053,0.420067,0.010490,,,
3368,28.066667,,,,-0.018075,1.025046,0.021695,1.864976,0.017929,0.351878,-0.131481,0.421085,0.009818,,,
3369,28.075000,,,,-0.018057,1.025027,0.021733,1.864545,0.017758,0.351763,-0.136532,0.421839,0.009047,,,
3370,28.083333,,,,-0.018072,1.025048,0.021700,1.864590,0.017771,0.351760,-0.141580,0.422950,0.008263,,,
3371,28.091667,,,,-0.018075,1.025044,0.021693,1.865016,0.017905,0.351865,-0.146586,0.424046,0.007580,,,
3372,28.100000,,,,-0.018081,1.025045,0.021699,1.864600,0.017739,0.351750,-0.151301,0.424888,0.006933,,,
3373,28.108333,,,,-0.018140,1.024988,0.021668,1.864520,0.017787,0.351775,-0.156102,0.425908,0.006227,,,
3374,28.116667,,,,-0.018083,1.025046,0.021701,1.865160,0.017851,0.351823,-0.160386,0.426929,0.005654,,,
3375,28.125000,,,,-0.018058,1.025033,0.021736,1.865100,0.017859,0.351836,-0.164677,0.427967,0.005133,,,
3376,28.133333,,,,-0.018086,1.025038,0.021692,1.864571,0.017760,0.351762,-0.168887,0.428919,0.004575,,,
3377,28.141667,,,,-0.018084,1.025042,0.021695,1.864996,0.017911,0.351869,-0.172776,0.429915,0.003990,,,
3378,28.150000,,,,-0.018145,1.024997,0.021656,1.865114,0.017833,0.351825,-0.176609,0.430799,0.003476,,,
3379,28.158333,,,,-0.018136,1.025003,0.021664,1.864458,0.017825,0.351797,-0.180344,0.431651,0.002951,,,
3380,28.166667,,,,-0.018140,1.024990,0.021662,1.864998,0.017898,0.351862,-0.183639,0.432620,0.002574,,,
3381,28.175000,,,,-0.018141,1.024996,0.021659,1.864545,0.017785,0.351770,-0.186982,0.433495,0.002062,,,
3382,28.183333,,,,-0.018141,1.024993,0.021665,1.865025,0.017910,0.351864,-0.189955,0.434378,0.001730,,,
3383,28.191667,,,,-0.018139,1.024993,0.021660,1.864632,0.017734,0.351740,-0.192745,0.435153,0.001390,,,
3384,28.200000,,,,-0.018143,1.024993,0.021659,1.864622,0.017741,0.351746,-0.195539,0.435859,0.001034,,,
3385,28.208333,,,,-0.018083,1.025046,0.021698,1.865080,0.017862,0.351842,-0.197996,0.436659,0.000796,,,
3386,28.216667,,,,-0.018083,1.025041,0.021697,1.865007,0.017908,0.351866,-0.200398,0.437307,0.000476,,,
3387,28.225000,,,,-0.018138,1.024994,0.021659,1.865132,0.017839,0.351823,-0.202307,0.437930,0.000291,,,
