Format Version,1.21,Take Name,Run_1_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.45.57 AM,Total Frames in Take,4156,Total Exported Frames,4156,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2255,18.791667,,,,-0.018090,1.025047,0.021699,1.864534,0.017796,0.351776,-0.334527,0.495598,-0.015195,,,
2256,18.800000,,,,-0.018095,1.025040,0.021699,1.865025,0.017898,0.351857,-0.337412,0.497301,-0.015704,,,
2257,18.808333,,,,-0.018155,1.024994,0.021661,1.864597,0.017740,0.351750,-0.339864,0.498779,-0.016092,,,
2258,18.816667,,,,-0.018097,1.025038,0.021698,1.864533,0.017785,0.351773,-0.342064,0.500176,-0.016358,,,
2259,18.825000,,,,-0.018098,1.025044,0.021699,1.864991,0.017923,0.351873,-0.343883,0.501324,-0.016661,,,
2260,18.833333,,,,-0.018095,1.025048,0.021695,1.865114,0.017844,0.351830,-0.345428,0.502304,-0.016949,,,
2261,18.841667,,,,-0.018095,1.025046,0.021691,1.864574,0.017768,0.351762,-0.346674,0.503030,-0.017122,,,
2262,18.850000,,,,-0.018101,1.025047,0.021695,1.865011,0.017900,0.351860,-0.347547,0.503605,-0.017283,,,
2263,18.858333,,,,-0.018148,1.024997,0.021654,1.864457,0.017820,0.351793,-0.348161,0.504004,-0.017502,,,
2264,18.866667,,,,-0.018097,1.025050,0.021693,1.865163,0.017829,0.351818,-0.348442,0.504163,-0.017567,,,
2265,18.875000,,,,-0.018095,1.025050,0.021696,1.864569,0.017762,0.351759,-0.348411,0.504143,-0.017590,,,
2266,18.883333,,,,-0.018096,1.025051,0.021692,1.864485,0.017811,0.351790,-0.348039,0.503912,-0.017561,,,
2267,18.891667,,,,-0.018095,1.025048,0.021694,1.865074,0.017873,0.351846,-0.347343,0.503461,-0.017477,,,
2268,18.900000,,,,-0.018097,1.025049,0.021694,1.864493,0.017797,0.351780,-0.346430,0.502877,-0.017336,,,
2269,18.908333,,,,-0.018099,1.025048,0.021694,1.864479,0.017801,0.351788,-0.345116,0.502090,-0.017160,,,
2270,18.916667,,,,-0.018091,1.025052,0.021694,1.864516,0.017753,0.351766,-0.343524,0.501103,-0.016968,,,
2271,18.925000,,,,-0.018092,1.025046,0.021698,1.865083,0.017862,0.351841,-0.341656,0.499947,-0.016696,,,
2272,18.933333,,,,-0.018093,1.025044,0.021696,1.865085,0.017865,0.351841,-0.339437,0.498614,-0.016400,,,
2273,18.941667,,,,-0.018096,1.025047,0.021689,1.864578,0.017759,0.351759,-0.336900,0.497112,-0.016118,,,
2274,18.950000,,,,-0.018155,1.024998,0.021660,1.864473,0.017816,0.351792,-0.333627,0.495437,-0.015404,,,
2275,18.958333,,,,-0.018097,1.025048,0.021693,1.864551,0.017766,0.351765,-0.330574,0.493621,-0.015100,,,
2276,18.966667,,,,-0.018094,1.025043,0.021690,1.864617,0.017734,0.351746,-0.327201,0.491551,-0.014684,,,
2277,18.975000,,,,-0.018102,1.025044,0.021693,1.865116,0.017852,0.351832,-0.323452,0.489486,-0.014299,,,
2278,18.983333,,,,-0.018161,1.024987,0.021666,1.864578,0.017756,0.351759,-0.319361,0.487181,-0.013759,,,
2279,18.991667,,,,-0.018105,1.025048,0.021706,1.865065,0.017883,0.351849,-0.315166,0.484607,-0.013180,,,
2280,19.000000,,,,-0.018106,1.025049,0.021697,1.864619,0.017741,0.351750,-0.310382,0.482237,-0.012469,,,
2281,19.008333,,,,-0.018107,1.025054,0.021701,1.864611,0.017751,0.351751,-0.305404,0.479519,-0.011780,,,
2282,19.016667,,,,-0.018107,1.025046,0.021704,1.864556,0.017761,0.351762,-0.300007,0.476733,-0.010967,,,
2283,19.025000,,,,-0.018104,1.025041,0.021700,1.865155,0.017814,0.351814,-0.294344,0.473896,-0.010257,,,
2284,19.033333,,,,-0.018159,1.024993,0.021665,1.865184,0.017804,0.351807,-0.288380,0.470955,-0.009320,,,
2285,19.041667,,,,-0.018097,1.025040,0.021699,1.864530,0.017801,0.351776,-0.282193,0.467987,-0.008451,,,
2286,19.050000,,,,-0.018158,1.024989,0.021664,1.865103,0.017847,0.351833,-0.275656,0.464983,-0.007565,,,
2287,19.058333,,,,-0.018155,1.024987,0.021666,1.865174,0.017816,0.351813,-0.268704,0.462002,-0.006483,,,
2288,19.066667,,,,-0.018155,1.024985,0.021658,1.865138,0.017833,0.351824,-0.261748,0.458969,-0.005519,,,
2289,19.075000,,,,-0.018098,1.025040,0.021697,1.864547,0.017764,0.351768,-0.254402,0.455765,-0.004400,,,
2290,19.083333,,,,-0.018098,1.025036,0.021699,1.864630,0.017724,0.351742,-0.246723,0.452777,-0.003296,,,
2291,19.091667,,,,-0.018097,1.025038,0.021699,1.864601,0.017737,0.351748,-0.238663,0.449774,-0.002105,,,
2292,19.100000,,,,-0.018094,1.025038,0.021700,1.865114,0.017861,0.351834,-0.230510,0.446690,-0.000975,,,
2293,19.108333,,,,-0.018093,1.025030,0.021692,1.865083,0.017859,0.351839,-0.222129,0.443791,0.000164,,,
2294,19.116667,,,,-0.018091,1.025038,0.021697,1.865196,0.017821,0.351809,-0.213379,0.440935,0.001524,,,
2295,19.125000,,,,-0.018208,1.024933,0.021625,1.864569,0.017764,0.351760,-0.204389,0.438176,0.002812,,,
2296,19.133333,,,,-0.018144,1.024986,0.021659,1.864567,0.017746,0.351753,-0.195342,0.435415,0.004083,,,
2297,19.141667,,,,-0.018068,1.025019,0.021732,1.864561,0.017778,0.351766,-0.186010,0.432789,0.005440,,,
2298,19.150000,,,,-0.018085,1.025039,0.021696,1.864568,0.017780,0.351764,-0.176267,0.430360,0.006823,,,
2299,19.158333,,,,-0.018078,1.025039,0.021695,1.865221,0.017800,0.351799,-0.166633,0.427778,0.008213,,,
2300,19.166667,,,,-0.018142,1.024990,0.021670,1.864603,0.017743,0.351751,-0.156643,0.425662,0.009774,,,
2301,19.175000,,,,-0.018143,1.024979,0.021667,1.864647,0.017722,0.351737,-0.146408,0.423654,0.011254,,,
2302,19.183333,,,,-0.018144,1.024980,0.021669,1.864702,0.017718,0.351728,-0.136127,0.421550,0.012720,,,
2303,19.191667,,,,-0.018058,1.025021,0.021744,1.864538,0.017776,0.351771,-0.125693,0.419695,0.014278,,,
2304,19.200000,,,,-0.018063,1.025025,0.021741,1.864603,0.017752,0.351753,-0.115098,0.418188,0.015684,,,
2305,19.208333,,,,-0.018065,1.025019,0.021743,1.865147,0.017824,0.351820,-0.104334,0.416683,0.017254,,,
2306,19.216667,,,,-0.018073,1.025028,0.021706,1.864725,0.017666,0.351713,-0.093562,0.415439,0.018841,,,
2307,19.225000,,,,-0.018124,1.024954,0.021701,1.864646,0.017737,0.351741,-0.082786,0.414444,0.020442,,,
2308,19.233333,,,,-0.018120,1.024964,0.021705,1.864587,0.017745,0.351754,-0.071800,0.413515,0.021929,,,
2309,19.241667,,,,-0.018060,1.025017,0.021738,1.864691,0.017693,0.351723,-0.060755,0.412699,0.023534,,,
2310,19.250000,,,,-0.018113,1.024971,0.021704,1.865169,0.017832,0.351816,-0.049766,0.412371,0.025032,,,
2311,19.258333,,,,-0.018050,1.025024,0.021734,1.864638,0.017734,0.351743,-0.038657,0.412144,0.026767,,,
2312,19.266667,,,,-0.018063,1.025032,0.021694,1.864666,0.017708,0.351731,-0.027647,0.412106,0.028331,,,
2313,19.275000,,,,-0.018057,1.025036,0.021689,1.865252,0.017788,0.351794,-0.016521,0.412051,0.029989,,,
2314,19.283333,,,,-0.018051,1.025039,0.021690,1.864678,0.017695,0.351726,-0.005463,0.412491,0.031531,,,
2315,19.291667,,,,-0.018037,1.025023,0.021724,1.864598,0.017730,0.351744,0.005511,0.412928,0.033089,,,
2316,19.300000,,,,-0.018034,1.025020,0.021733,1.864573,0.017752,0.351757,0.016426,0.413753,0.034623,,,
2317,19.308333,,,,-0.018032,1.025023,0.021732,1.864685,0.017701,0.351724,0.027298,0.414629,0.036139,,,
2318,19.316667,,,,-0.018054,1.025041,0.021689,1.864533,0.017782,0.351768,0.038159,0.415876,0.037699,,,
2319,19.325000,,,,-0.018038,1.025029,0.021730,1.864746,0.017683,0.351712,0.048712,0.417108,0.039185,,,
2320,19.333333,,,,-0.018099,1.024980,0.021693,1.864721,0.017674,0.351712,0.059318,0.418559,0.040642,,,
2321,19.341667,,,,-0.018038,1.025030,0.021736,1.865195,0.017800,0.351805,0.069555,0.420231,0.042164,,,
2322,19.350000,,,,-0.018035,1.025026,0.021735,1.864636,0.017727,0.351741,0.080097,0.422006,0.043620,,,
2323,19.358333,,,,-0.018034,1.025024,0.021732,1.865152,0.017832,0.351823,0.089970,0.423840,0.045054,,,
2324,19.366667,,,,-0.018038,1.025027,0.021733,1.864658,0.017711,0.351734,0.100042,0.426047,0.046417,,,
2325,19.375000,,,,-0.018046,1.025048,0.021695,1.864639,0.017727,0.351742,0.109698,0.428212,0.047781,,,
2326,19.383333,,,,-0.018047,1.025041,0.021692,1.864625,0.017743,0.351747,0.119293,0.430547,0.049101,,,
2327,19.391667,,,,-0.018033,1.025029,0.021731,1.864566,0.017758,0.351761,0.128690,0.433210,0.050447,,,
2328,19.400000,,,,-0.018035,1.025052,0.021694,1.865116,0.017866,0.351836,0.137701,0.435723,0.051717,,,
2329,19.408333,,,,-0.018017,1.025034,0.021731,1.864530,0.017784,0.351773,0.146702,0.438172,0.052881,,,
2330,19.416667,,,,-0.018036,1.025050,0.021696,1.865069,0.017877,0.351846,0.155391,0.440917,0.054170,,,
2331,19.425000,,,,-0.018018,1.025034,0.021740,1.864675,0.017699,0.351728,0.163797,0.443762,0.055234,,,
2332,19.433333,,,,-0.018029,1.025052,0.021696,1.864557,0.017782,0.351768,0.172084,0.446596,0.056441,,,
2333,19.441667,,,,-0.018034,1.025051,0.021696,1.864655,0.017718,0.351737,0.179458,0.449307,0.057382,,,
2334,19.450000,,,,-0.018023,1.025062,0.021699,1.864600,0.017743,0.351751,0.187300,0.452382,0.058594,,,
2335,19.458333,,,,-0.018013,1.025046,0.021741,1.865199,0.017806,0.351805,0.194619,0.455263,0.059621,,,
2336,19.466667,,,,-0.018019,1.025044,0.021743,1.864604,0.017745,0.351750,0.201708,0.458157,0.060424,,,
2337,19.475000,,,,-0.018033,1.025058,0.021701,1.864579,0.017746,0.351754,0.208915,0.461053,0.061299,,,
2338,19.483333,,,,-0.018022,1.025044,0.021746,1.864517,0.017794,0.351778,0.215411,0.463922,0.062138,,,
2339,19.491667,,,,-0.018044,1.025054,0.021702,1.864665,0.017726,0.351737,0.221456,0.466609,0.063077,,,
2340,19.500000,,,,-0.018025,1.025043,0.021744,1.865084,0.017877,0.351843,0.227597,0.469443,0.063803,,,
2341,19.508333,,,,-0.018048,1.025062,0.021701,1.865068,0.017886,0.351848,0.233320,0.472210,0.064437,,,
2342,19.516667,,,,-0.018037,1.025064,0.021698,1.865143,0.017847,0.351827,0.238652,0.474973,0.065163,,,
2343,19.525000,,,,-0.018023,1.025051,0.021737,1.865043,0.017880,0.351850,0.243646,0.477371,0.065734,,,
2344,19.533333,,,,-0.018039,1.025066,0.021701,1.864599,0.017748,0.351751,0.248502,0.479827,0.066466,,,
2345,19.541667,,,,-0.018032,1.025067,0.021698,1.864546,0.017770,0.351766,0.253016,0.482191,0.067010,,,
2346,19.550000,,,,-0.018033,1.025061,0.021700,1.865170,0.017826,0.351815,0.257283,0.484504,0.067553,,,
2347,19.558333,,,,-0.018014,1.025059,0.021743,1.864539,0.017775,0.351767,0.261137,0.486640,0.068059,,,
2348,19.566667,,,,-0.018025,1.025072,0.021702,1.864647,0.017709,0.351735,0.264762,0.488596,0.068516,,,
2349,19.575000,,,,-0.018025,1.025070,0.021694,1.865098,0.017860,0.351836,0.268064,0.490408,0.069080,,,
2350,19.583333,,,,-0.018021,1.025078,0.021695,1.864595,0.017765,0.351758,0.271049,0.492187,0.069297,,,
2351,19.591667,,,,-0.018031,1.025070,0.021699,1.864559,0.017768,0.351764,0.273666,0.493772,0.069481,,,
2352,19.600000,,,,-0.018029,1.025070,0.021703,1.865102,0.017855,0.351834,0.276099,0.495056,0.069821,,,
2353,19.608333,,,,-0.018022,1.025072,0.021704,1.864641,0.017725,0.351740,0.278337,0.496345,0.070120,,,
2354,19.616667,,,,-0.018034,1.025076,0.021702,1.865071,0.017871,0.351843,0.280159,0.497543,0.070410,,,
2355,19.625000,,,,-0.018022,1.025058,0.021742,1.864558,0.017776,0.351766,0.281586,0.498376,0.070384,,,
2356,19.633333,,,,-0.018037,1.025068,0.021701,1.865089,0.017868,0.351841,0.282630,0.499084,0.070461,,,
2357,19.641667,,,,-0.018034,1.025066,0.021698,1.864627,0.017709,0.351736,0.283653,0.499638,0.070608,,,
2358,19.650000,,,,-0.018038,1.025072,0.021701,1.864531,0.017775,0.351768,0.284254,0.500006,0.070668,,,
2359,19.658333,,,,-0.018027,1.025069,0.021703,1.864621,0.017746,0.351749,0.284483,0.500137,0.070649,,,
2360,19.666667,,,,-0.018090,1.025018,0.021669,1.864494,0.017801,0.351783,0.284498,0.500137,0.070622,,,
2361,19.675000,,,,-0.018091,1.025028,0.021676,1.864567,0.017764,0.351762,0.284270,0.500000,0.070586,,,
2362,19.683333,,,,-0.018032,1.025071,0.021701,1.864637,0.017733,0.351742,0.283715,0.499639,0.070446,,,
2363,19.691667,,,,-0.018081,1.025024,0.021668,1.865019,0.017907,0.351862,0.282726,0.499046,0.070248,,,
2364,19.700000,,,,-0.018025,1.025074,0.021700,1.864617,0.017732,0.351746,0.281640,0.498385,0.070074,,,
2365,19.708333,,,,-0.018022,1.025075,0.021699,1.864552,0.017773,0.351766,0.280300,0.497577,0.069926,,,
2366,19.716667,,,,-0.018008,1.025063,0.021747,1.864587,0.017752,0.351759,0.278388,0.496463,0.069580,,,
2367,19.725000,,,,-0.018024,1.025074,0.021704,1.864541,0.017779,0.351770,0.276280,0.495002,0.069164,,,
2368,19.733333,,,,-0.018031,1.025066,0.021702,1.864629,0.017740,0.351745,0.273761,0.493760,0.068862,,,
2369,19.741667,,,,-0.018028,1.025073,0.021701,1.864541,0.017780,0.351771,0.271419,0.492158,0.068585,,,
2370,19.750000,,,,-0.018096,1.025023,0.021665,1.865081,0.017887,0.351846,0.268231,0.490516,0.068080,,,
2371,19.758333,,,,-0.018027,1.025057,0.021744,1.864615,0.017751,0.351752,0.265053,0.488592,0.067510,,,
2372,19.766667,,,,-0.018021,1.025060,0.021744,1.864532,0.017787,0.351775,0.261494,0.486638,0.067208,,,
2373,19.775000,,,,-0.018041,1.025062,0.021702,1.864551,0.017769,0.351765,0.257640,0.484575,0.066575,,,
2374,19.783333,,,,-0.018034,1.025064,0.021702,1.864531,0.017782,0.351772,0.253588,0.482362,0.066053,,,
2375,19.791667,,,,-0.018037,1.025066,0.021699,1.864587,0.017761,0.351761,0.248980,0.479942,0.065277,,,
2376,19.800000,,,,-0.018031,1.025067,0.021698,1.864568,0.017740,0.351756,0.244432,0.477564,0.064736,,,
2377,19.808333,,,,-0.018028,1.025061,0.021696,1.864534,0.017777,0.351767,0.239315,0.474968,0.063958,,,
2378,19.816667,,,,-0.018007,1.025054,0.021733,1.864508,0.017813,0.351784,0.234108,0.472335,0.063347,,,
2379,19.825000,,,,-0.018029,1.025067,0.021693,1.864562,0.017774,0.351766,0.228549,0.469767,0.062483,,,
2380,19.833333,,,,-0.018031,1.025062,0.021688,1.864602,0.017744,0.351751,0.222540,0.466968,0.061675,,,
2381,19.841667,,,,-0.018017,1.025048,0.021736,1.864633,0.017718,0.351738,0.216579,0.464179,0.060787,,,
2382,19.850000,,,,-0.018015,1.025041,0.021733,1.864532,0.017784,0.351773,0.210062,0.461381,0.059950,,,
2383,19.858333,,,,-0.018042,1.025057,0.021695,1.864557,0.017773,0.351762,0.203638,0.458664,0.059109,,,
2384,19.866667,,,,-0.018023,1.025041,0.021738,1.864496,0.017801,0.351781,0.196284,0.455875,0.058210,,,
2385,19.875000,,,,-0.018092,1.025009,0.021663,1.865116,0.017846,0.351832,0.189064,0.452995,0.057161,,,
2386,19.883333,,,,-0.018041,1.025059,0.021696,1.864603,0.017752,0.351753,0.181266,0.449653,0.055913,,,
2387,19.891667,,,,-0.018022,1.025038,0.021743,1.864634,0.017715,0.351736,0.174094,0.447143,0.055044,,,
2388,19.900000,,,,-0.018024,1.025042,0.021742,1.864500,0.017808,0.351784,0.166168,0.444452,0.053984,,,
2389,19.908333,,,,-0.018042,1.025054,0.021701,1.865105,0.017855,0.351835,0.158088,0.441649,0.052848,,,
2390,19.916667,,,,-0.018029,1.025043,0.021740,1.865157,0.017819,0.351815,0.149616,0.438850,0.051585,,,
2391,19.925000,,,,-0.018029,1.025040,0.021737,1.864568,0.017769,0.351762,0.141083,0.436446,0.050427,,,
2392,19.933333,,,,-0.018043,1.025055,0.021703,1.864616,0.017746,0.351750,0.132086,0.433885,0.049138,,,
2393,19.941667,,,,-0.018050,1.025050,0.021700,1.864529,0.017780,0.351774,0.123145,0.431367,0.048125,,,
2394,19.950000,,,,-0.018046,1.025054,0.021697,1.864676,0.017703,0.351728,0.114124,0.429202,0.046988,,,
2395,19.958333,,,,-0.018040,1.025047,0.021700,1.865126,0.017840,0.351826,0.104658,0.426842,0.045545,,,
2396,19.966667,,,,-0.018082,1.024983,0.021702,1.864593,0.017769,0.351758,0.095109,0.424936,0.044209,,,
2397,19.975000,,,,-0.018028,1.025033,0.021741,1.864605,0.017741,0.351751,0.085312,0.422930,0.042841,,,
2398,19.983333,,,,-0.018087,1.024978,0.021702,1.864605,0.017730,0.351746,0.075655,0.421164,0.041563,,,
2399,19.991667,,,,-0.018046,1.025045,0.021697,1.865088,0.017885,0.351845,0.065582,0.419396,0.040210,,,
2400,20.000000,,,,-0.018051,1.025047,0.021693,1.864475,0.017787,0.351784,0.055474,0.417983,0.038742,,,
2401,20.008333,,,,-0.018048,1.025047,0.021695,1.864573,0.017761,0.351760,0.045287,0.416474,0.037320,,,
2402,20.016667,,,,-0.018040,1.025030,0.021739,1.864561,0.017775,0.351763,0.035019,0.415347,0.035907,,,
2403,20.025000,,,,-0.018057,1.025040,0.021697,1.864477,0.017806,0.351789,0.024787,0.414407,0.034535,,,
2404,20.033333,,,,-0.018120,1.024993,0.021663,1.864593,0.017755,0.351756,0.014296,0.413565,0.033067,,,
2405,20.041667,,,,-0.018099,1.024974,0.021708,1.865158,0.017822,0.351817,0.003900,0.412898,0.031613,,,
2406,20.050000,,,,-0.018057,1.025044,0.021699,1.865082,0.017851,0.351836,-0.006533,0.412423,0.030171,,,
2407,20.058333,,,,-0.018123,1.024985,0.021659,1.864608,0.017726,0.351744,-0.017066,0.412114,0.028587,,,
2408,20.066667,,,,-0.018037,1.025023,0.021730,1.865117,0.017854,0.351833,-0.027508,0.411961,0.027200,,,
2409,20.075000,,,,-0.018101,1.024973,0.021703,1.865120,0.017849,0.351833,-0.037891,0.412174,0.025688,,,
2410,20.083333,,,,-0.018043,1.025030,0.021728,1.864515,0.017781,0.351773,-0.048336,0.412371,0.024281,,,
2411,20.091667,,,,-0.018124,1.024981,0.021653,1.864604,0.017735,0.351747,-0.058666,0.412823,0.022720,,,
2412,20.100000,,,,-0.018050,1.025025,0.021732,1.864578,0.017762,0.351757,-0.068942,0.413508,0.021365,,,
2413,20.108333,,,,-0.018125,1.024987,0.021658,1.864573,0.017749,0.351756,-0.079172,0.414255,0.019923,,,
2414,20.116667,,,,-0.018127,1.024988,0.021664,1.864606,0.017743,0.351749,-0.089379,0.415180,0.018472,,,
2415,20.125000,,,,-0.018131,1.024987,0.021661,1.865148,0.017843,0.351824,-0.099344,0.416274,0.017087,,,
2416,20.133333,,,,-0.018074,1.025037,0.021695,1.865117,0.017863,0.351835,-0.109384,0.417478,0.015548,,,
2417,20.141667,,,,-0.018077,1.025030,0.021695,1.865152,0.017829,0.351819,-0.119302,0.418869,0.014139,,,
2418,20.150000,,,,-0.018119,1.024974,0.021703,1.864600,0.017743,0.351751,-0.128745,0.420545,0.012949,,,
2419,20.158333,,,,-0.018082,1.025042,0.021703,1.864480,0.017802,0.351785,-0.138320,0.422013,0.011609,,,
2420,20.166667,,,,-0.018083,1.025036,0.021705,1.865087,0.017872,0.351841,-0.147569,0.423985,0.010161,,,
2421,20.175000,,,,-0.018148,1.024983,0.021662,1.864981,0.017906,0.351868,-0.156723,0.425904,0.008882,,,
2422,20.183333,,,,-0.018143,1.024984,0.021663,1.864561,0.017766,0.351767,-0.165814,0.427933,0.007569,,,
2423,20.191667,,,,-0.018141,1.024986,0.021660,1.865135,0.017842,0.351829,-0.174574,0.429936,0.006275,,,
2424,20.200000,,,,-0.018089,1.025037,0.021696,1.864592,0.017748,0.351754,-0.183050,0.432221,0.005172,,,
2425,20.208333,,,,-0.018085,1.025040,0.021703,1.865090,0.017862,0.351839,-0.191455,0.434594,0.003957,,,
2426,20.216667,,,,-0.018152,1.024987,0.021663,1.864563,0.017761,0.351762,-0.199488,0.436717,0.002719,,,
2427,20.225000,,,,-0.018086,1.025041,0.021695,1.865123,0.017839,0.351828,-0.207479,0.438961,0.001645,,,
2428,20.233333,,,,-0.018144,1.024989,0.021664,1.864588,0.017741,0.351752,-0.215076,0.441488,0.000457,,,
2429,20.241667,,,,-0.018150,1.024987,0.021660,1.864655,0.017713,0.351734,-0.222457,0.443940,-0.000535,,,
2430,20.250000,,,,-0.018151,1.024980,0.021661,1.865019,0.017895,0.351859,-0.229518,0.446369,-0.001517,,,
2431,20.258333,,,,-0.018093,1.025044,0.021698,1.864500,0.017801,0.351780,-0.236352,0.448788,-0.002509,,,
2432,20.266667,,,,-0.018098,1.025041,0.021698,1.864528,0.017798,0.351777,-0.243054,0.451400,-0.003520,,,
2433,20.275000,,,,-0.018154,1.024989,0.021663,1.864533,0.017777,0.351773,-0.249358,0.453823,-0.004517,,,
2434,20.283333,,,,-0.018097,1.025040,0.021700,1.865135,0.017831,0.351823,-0.255428,0.456250,-0.005393,,,
2435,20.291667,,,,-0.018161,1.024983,0.021666,1.864537,0.017777,0.351770,-0.261201,0.458708,-0.006239,,,
2436,20.300000,,,,-0.018098,1.025046,0.021702,1.864596,0.017758,0.351755,-0.266742,0.461114,-0.007094,,,
2437,20.308333,,,,-0.018097,1.025033,0.021693,1.864596,0.017749,0.351753,-0.272000,0.463332,-0.007835,,,
2438,20.316667,,,,-0.018096,1.025050,0.021700,1.865141,0.017839,0.351825,-0.276917,0.465559,-0.008555,,,
2439,20.325000,,,,-0.018100,1.025041,0.021688,1.864663,0.017724,0.351735,-0.281509,0.467635,-0.009290,,,
2440,20.333333,,,,-0.018157,1.024990,0.021662,1.865042,0.017908,0.351856,-0.285959,0.469811,-0.009988,,,
2441,20.341667,,,,-0.018093,1.025046,0.021695,1.864506,0.017801,0.351780,-0.289981,0.471743,-0.010498,,,
2442,20.350000,,,,-0.018093,1.025044,0.021697,1.864512,0.017790,0.351776,-0.293705,0.473527,-0.011099,,,
2443,20.358333,,,,-0.018091,1.025044,0.021698,1.865090,0.017854,0.351835,-0.297111,0.475620,-0.011668,,,
2444,20.366667,,,,-0.018094,1.025051,0.021695,1.865034,0.017902,0.351859,-0.300322,0.477201,-0.012129,,,
2445,20.375000,,,,-0.018153,1.024989,0.021660,1.864570,0.017769,0.351764,-0.303338,0.478694,-0.012710,,,
2446,20.383333,,,,-0.018088,1.025050,0.021694,1.864520,0.017776,0.351774,-0.305913,0.480012,-0.013039,,,
2447,20.391667,,,,-0.018092,1.025046,0.021697,1.864520,0.017782,0.351774,-0.308206,0.481203,-0.013375,,,
2448,20.400000,,,,-0.018154,1.024992,0.021662,1.864614,0.017757,0.351752,-0.310280,0.482401,-0.013733,,,
2449,20.408333,,,,-0.018099,1.025044,0.021695,1.864504,0.017783,0.351776,-0.311864,0.483318,-0.013930,,,
2450,20.416667,,,,-0.018158,1.024996,0.021661,1.865094,0.017854,0.351836,-0.313462,0.484033,-0.014134,,,
2451,20.425000,,,,-0.018091,1.025044,0.021689,1.864474,0.017811,0.351788,-0.314607,0.484585,-0.014341,,,
2452,20.433333,,,,-0.018092,1.025044,0.021693,1.864999,0.017916,0.351869,-0.315521,0.485153,-0.014575,,,
2453,20.441667,,,,-0.018094,1.025042,0.021694,1.864527,0.017797,0.351779,-0.315953,0.485441,-0.014567,,,
2454,20.450000,,,,-0.018097,1.025045,0.021691,1.864551,0.017777,0.351769,-0.316251,0.485549,-0.014623,,,
2455,20.458333,,,,-0.018096,1.025045,0.021699,1.864589,0.017755,0.351756,-0.316235,0.485543,-0.014621,,,
2456,20.466667,,,,-0.018086,1.025048,0.021692,1.864504,0.017796,0.351782,-0.315905,0.485413,-0.014564,,,
2457,20.475000,,,,-0.018090,1.025044,0.021691,1.864538,0.017802,0.351774,-0.315379,0.485019,-0.014521,,,
2458,20.483333,,,,-0.018155,1.024997,0.021657,1.864640,0.017733,0.351741,-0.314444,0.484456,-0.014323,,,
2459,20.491667,,,,-0.018087,1.025049,0.021689,1.864502,0.017814,0.351787,-0.313279,0.483928,-0.014090,,,
2460,20.500000,,,,-0.018094,1.025047,0.021691,1.865072,0.017888,0.351847,-0.311647,0.483230,-0.013873,,,
2461,20.508333,,,,-0.018143,1.024999,0.021662,1.865099,0.017865,0.351838,-0.309906,0.482258,-0.013595,,,
2462,20.516667,,,,-0.018152,1.024996,0.021653,1.864553,0.017787,0.351771,-0.307839,0.480985,-0.013243,,,
2463,20.525000,,,,-0.018149,1.024993,0.021655,1.865129,0.017853,0.351832,-0.305559,0.479789,-0.012962,,,
2464,20.533333,,,,-0.018091,1.025043,0.021691,1.865162,0.017823,0.351816,-0.302870,0.478328,-0.012471,,,
2465,20.541667,,,,-0.018089,1.025041,0.021686,1.865078,0.017861,0.351839,-0.299892,0.476977,-0.012091,,,
2466,20.550000,,,,-0.018098,1.025049,0.021692,1.864557,0.017793,0.351771,-0.296693,0.475181,-0.011504,,,
2467,20.558333,,,,-0.018162,1.024995,0.021653,1.864609,0.017754,0.351752,-0.293214,0.473486,-0.011008,,,
2468,20.566667,,,,-0.018097,1.025044,0.021692,1.865113,0.017860,0.351833,-0.289340,0.471667,-0.010362,,,
2469,20.575000,,,,-0.018095,1.025046,0.021698,1.865034,0.017918,0.351863,-0.285365,0.469691,-0.009851,,,
2470,20.583333,,,,-0.018096,1.025041,0.021693,1.864606,0.017774,0.351758,-0.280975,0.467580,-0.009095,,,
2471,20.591667,,,,-0.018149,1.024992,0.021663,1.864585,0.017753,0.351756,-0.276287,0.465406,-0.008356,,,
2472,20.600000,,,,-0.018096,1.025038,0.021695,1.864566,0.017756,0.351760,-0.271489,0.463177,-0.007710,,,
2473,20.608333,,,,-0.018098,1.025044,0.021696,1.865114,0.017874,0.351839,-0.266159,0.461010,-0.006856,,,
