"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.643576804E1,-5.450316010E0,3.285218353E0,7.612569580E0,9.922188259E0
1.644579404E1,-5.459297333E0,3.290158081E0,7.624394989E0,9.937830071E0
1.645581904E1,-5.484744415E0,3.310815125E0,7.668702850E0,9.992643369E0
1.646584504E1,-5.500162354E0,3.339555359E0,7.711813202E0,1.004372833E1
1.647587104E1,-5.524411926E0,3.369193726E0,7.743547211E0,1.009123961E1
1.648589704E1,-5.503006439E0,3.378923492E0,7.740403748E0,1.008037966E1
1.649592204E1,-5.488037567E0,3.397484894E0,7.743098145E0,1.008052721E1
1.650594804E1,-5.489085388E0,3.413052521E0,7.745193787E0,1.008796375E1
1.651597404E1,-5.481151886E0,3.433709564E0,7.732619934E0,1.008101178E1
1.652600004E1,-5.509443054E0,3.476370850E0,7.790848846E0,1.015561139E1
1.653602504E1,-5.550457764E0,3.532953186E0,7.868986359E0,1.025720654E1
1.654605104E1,-5.573809204E0,3.568579102E0,7.887547760E0,1.029638361E1
1.655607704E1,-5.517526245E0,3.564088440E0,7.830216980E0,1.022047554E1
1.656610304E1,-5.460794220E0,3.551514587E0,7.765252075E0,1.013571256E1
1.657612804E1,-5.461093597E0,3.568279724E0,7.758366394E0,1.013648916E1
1.658615404E1,-5.492827606E0,3.607498169E0,7.805368652E0,1.020338071E1
1.659618004E1,-5.513933716E0,3.646267548E0,7.844886475E0,1.025870244E1
1.660620504E1,-5.500761108E0,3.657643890E0,7.830965424E0,1.024503544E1
1.661623104E1,-5.443580017E0,3.638034668E0,7.761958923E0,1.015459827E1
1.662625704E1,-5.397924957E0,3.626209259E0,7.691455536E0,1.007201448E1
1.663628304E1,-5.355113983E0,3.626508636E0,7.652087402E0,1.001914429E1
1.664630804E1,-5.357808380E0,3.638334045E0,7.644453278E0,1.001904442E1
1.665633404E1,-5.355712738E0,3.657194824E0,7.641160126E0,1.002227823E1
1.666636004E1,-5.333109741E0,3.662882996E0,7.613916779E0,9.991521409E0
1.667638604E1,-5.282365265E0,3.652404785E0,7.541617126E0,9.905525346E0
1.668641104E1,-5.237608337E0,3.633693695E0,7.478897552E0,9.827012749E0
1.669643704E1,-5.226231995E0,3.658542023E0,7.465575256E0,9.820042999E0
1.670646304E1,-5.253325653E0,3.687881012E0,7.507338409E0,9.877146692E0
1.671648904E1,-5.272036743E0,3.723955994E0,7.531737671E0,9.919137664E0
1.672651404E1,-5.225034485E0,3.719615021E0,7.479196930E0,9.852659945E0
1.673654004E1,-5.120402069E0,3.665278015E0,7.349117432E0,9.677928875E0
1.674656604E1,-5.059927826E0,3.639830933E0,7.247927856E0,9.559482048E0
1.675659204E1,-5.070555725E0,3.668122101E0,7.266040192E0,9.589629564E0
1.676661704E1,-5.083578644E0,3.696263580E0,7.281308441E0,9.618866300E0
1.677664304E1,-5.082830200E0,3.711082764E0,7.273973694E0,9.618627315E0
1.678666904E1,-5.091512146E0,3.737278290E0,7.276368713E0,9.635158878E0
1.679669504E1,-5.091063080E0,3.750301208E0,7.280260620E0,9.642918497E0
1.680672004E1,-5.089416504E0,3.778592377E0,7.288493500E0,9.659299053E0
1.681674604E1,-5.107678528E0,3.813918915E0,7.297923889E0,9.689894247E0
1.682677204E1,-5.105882263E0,3.833079071E0,7.306905212E0,9.703267111E0
1.683679804E1,-5.107229462E0,3.848197632E0,7.293882294E0,9.700161684E0
1.684682304E1,-5.091661835E0,3.863465881E0,7.264842682E0,9.676224886E0
1.685684904E1,-5.046904907E0,3.848197632E0,7.205865326E0,9.602310620E0
1.686687542E1,-5.002597046E0,3.827839966E0,7.128476257E0,9.512807670E0
1.687690142E1,-5.012626190E0,3.859723663E0,7.152127075E0,9.548654868E0
1.688692642E1,-5.079986115E0,3.937711487E0,7.235354004E0,9.677922207E0
1.689695242E1,-5.170248413E0,4.013753357E0,7.343878326E0,9.837389569E0
1.690697842E1,-5.195246429E0,4.061653748E0,7.399562531E0,9.911666977E0
1.691700442E1,-5.175786896E0,4.074227600E0,7.375312958E0,9.888545988E0
1.692702942E1,-5.169350281E0,4.071233826E0,7.359146576E0,9.871887637E0
1.693705542E1,-5.194348297E0,4.097579041E0,7.368576965E0,9.902895270E0
1.694708142E1,-5.230123901E0,4.159250793E0,7.423812103E0,9.988320646E0
1.695710742E1,-5.279521179E0,4.199517059E0,7.483238525E0,1.007512512E1
1.696713242E1,-5.276976471E0,4.205654297E0,7.476801910E0,1.007157265E1
1.697715842E1,-5.263205109E0,4.191583557E0,7.435787201E0,1.002804228E1
1.698718442E1,-5.244793396E0,4.178410950E0,7.418722687E0,1.000022110E1
1.699721042E1,-5.263205109E0,4.184099121E0,7.420668640E0,1.001370743E1
1.700723542E1,-5.281018066E0,4.184548187E0,7.414232025E0,1.001850447E1
1.701726142E1,-5.306914215E0,4.188290405E0,7.453899536E0,1.006308766E1
1.702728742E1,-5.350323944E0,4.200564880E0,7.505242767E0,1.012913524E1
1.703731342E1,-5.386099548E0,4.199816437E0,7.525750122E0,1.016294452E1
1.704733842E1,-5.415588226E0,4.188140717E0,7.587870941E0,1.021982896E1
1.705736442E1,-5.457351379E0,4.185146942E0,7.634124756E0,1.027511556E1
1.706739042E1,-5.469027100E0,4.140090637E0,7.616311798E0,1.024982016E1
1.707741642E1,-5.456453247E0,4.103267212E0,7.600893860E0,1.021681317E1
1.708744142E1,-5.465135193E0,4.065545654E0,7.597750397E0,1.020402740E1
1.709746742E1,-5.492827606E0,4.032314758E0,7.620652771E0,1.022277194E1
1.710749342E1,-5.506000214E0,3.993844757E0,7.637268219E0,1.022715504E1
1.711751942E1,-5.501359863E0,3.949387207E0,7.625592499E0,1.019864112E1
1.712754442E1,-5.529800720E0,3.913012848E0,7.648195496E0,1.021691049E1
1.713757042E1,-5.558091888E0,3.869453430E0,7.698191528E0,1.025315601E1
1.714759642E1,-5.558540955E0,3.815415802E0,7.705226898E0,1.023842258E1
1.715762142E1,-5.557044067E0,3.758683777E0,7.687563629E0,1.020328756E1
1.716764742E1,-5.539680176E0,3.689527588E0,7.664960632E0,1.015146747E1
1.717767342E1,-5.516927490E0,3.620521088E0,7.640411682E0,1.009557094E1
1.718769942E1,-5.500611420E0,3.564986572E0,7.617658997E0,1.004960615E1
1.719772442E1,-5.498216400E0,3.510200500E0,7.613018646E0,1.002546478E1
1.720775042E1,-5.501060486E0,3.463347931E0,7.601941681E0,1.000229787E1
1.721777642E1,-5.501509552E0,3.430416412E0,7.631280670E0,1.001353128E1
1.722780242E1,-5.535339203E0,3.398233337E0,7.677534485E0,1.005646586E1
1.723782742E1,-5.571713562E0,3.391796722E0,7.754923553E0,1.013346517E1
1.724785342E1,-5.591322784E0,3.370540924E0,7.790549469E0,1.016445265E1
1.725787942E1,-5.547014923E0,3.322939911E0,7.735613708E0,1.008221323E1
1.726790542E1,-5.494474182E0,3.281027069E0,7.699987793E0,1.001220241E1
1.727793042E1,-5.500012665E0,3.255130920E0,7.686366119E0,9.996311357E0
1.728795642E1,-5.503455505E0,3.253184967E0,7.718249817E0,1.002210632E1
1.729798242E1,-5.528453522E0,3.262914734E0,7.759414215E0,1.007069610E1
1.730800842E1,-5.569318542E0,3.291056213E0,7.803422699E0,1.013616130E1
1.731803342E1,-5.574857025E0,3.304827576E0,7.823780365E0,1.015935310E1
1.732805942E1,-5.557044067E0,3.301833801E0,7.820936279E0,1.014642250E1
1.733808542E1,-5.516029358E0,3.303929443E0,7.783214722E0,1.009559117E1
1.734811142E1,-5.514831848E0,3.325634308E0,7.794141998E0,1.011048284E1
1.735813642E1,-5.500910797E0,3.349584503E0,7.777825928E0,1.009823312E1
1.736816242E1,-5.467230835E0,3.372486877E0,7.745792542E0,1.006288144E1
1.737818842E1,-5.464087372E0,3.405867462E0,7.755522308E0,1.007989634E1
1.738821442E1,-5.440885620E0,3.426973572E0,7.727680206E0,1.005308040E1
1.739823942E1,-5.409151611E0,3.450474701E0,7.684719543E0,1.001097454E1
1.740826542E1,-5.388494568E0,3.489094391E0,7.663912811E0,9.997260272E0
1.741829142E1,-5.372178497E0,3.509152679E0,7.653584290E0,9.987582631E0
1.742831742E1,-5.344486084E0,3.532653809E0,7.615114288E0,9.951539582E0
1.743834242E1,-5.331912231E0,3.572471008E0,7.609725494E0,9.954886200E0
1.744836842E1,-5.309608612E0,3.591331787E0,7.580835571E0,9.927672213E0
1.745839442E1,-5.280569000E0,3.614084473E0,7.540718994E0,9.889815898E0
1.746842042E1,-5.276078339E0,3.640130310E0,7.541018372E0,9.897197047E0
1.747844542E1,-5.265300751E0,3.657793579E0,7.520810394E0,9.882582398E0
1.748847142E1,-5.264701996E0,3.687881012E0,7.530240784E0,9.900610068E0
1.749849742E1,-5.249284058E0,3.699856110E0,7.502847748E0,9.876064129E0
1.750852242E1,-5.224735107E0,3.700754242E0,7.468868408E0,9.837552246E0
1.751854842E1,-5.202281799E0,3.699107666E0,7.418722687E0,9.786959678E0
1.752857442E1,-5.166655884E0,3.692371674E0,7.375462646E0,9.732696998E0
1.753860042E1,-5.165757751E0,3.717968445E0,7.399412842E0,9.760105169E0
1.754862642E1,-5.200934601E0,3.744613037E0,7.430997162E0,9.812826623E0
1.755865142E1,-5.162763977E0,3.733087006E0,7.382947083E0,9.751819220E0
1.756867742E1,-5.094356232E0,3.694766693E0,7.287295990E0,9.628522689E0
1.757870342E1,-5.057083740E0,3.675456848E0,7.209457855E0,9.542502898E0
1.758872842E1,-5.062173157E0,3.696712646E0,7.218738556E0,9.560411487E0
1.759875442E1,-5.093308411E0,3.726949768E0,7.284002838E0,9.637875413E0
1.760878042E1,-5.140460358E0,3.759731598E0,7.339387665E0,9.717331201E0
1.761880642E1,-5.122497711E0,3.756737823E0,7.314988403E0,9.688246344E0
1.762883142E1,-5.085225220E0,3.747606812E0,7.262297974E0,9.625229566E0
1.763885742E1,-5.065615997E0,3.731290741E0,7.215595093E0,9.573286195E0
1.764888342E1,-5.059179382E0,3.740272064E0,7.218439178E0,9.575531072E0
1.765890942E1,-5.118306427E0,3.800147552E0,7.315736847E0,9.703514194E0
1.766893442E1,-5.163362732E0,3.844305725E0,7.376510468E0,9.790398760E0
1.767896042E1,-5.163063354E0,3.846551056E0,7.360194397E0,9.778836321E0
1.768898642E1,-5.154531097E0,3.846551056E0,7.346123657E0,9.763743065E0
1.769901242E1,-5.134772186E0,3.854185181E0,7.332202606E0,9.745861884E0
1.770903742E1,-5.145250397E0,3.873345337E0,7.340884552E0,9.765500077E0
1.771906342E1,-5.174739075E0,3.903283081E0,7.374265137E0,9.818010471E0
1.772908942E1,-5.170847168E0,3.906576233E0,7.357050934E0,9.804345809E0
1.773911542E1,-5.151387634E0,3.913761292E0,7.329208832E0,9.776074064E0
1.774914042E1,-5.187312927E0,3.946842499E0,7.379204865E0,9.845732352E0
1.775916642E1,-5.231770477E0,3.999981995E0,7.443571014E0,9.938713585E0
1.776919242E1,-5.256020050E0,4.027524719E0,7.469766541E0,9.982189855E0
1.777921842E1,-5.276377716E0,4.064647522E0,7.511080627E0,1.003881733E1
1.778924342E1,-5.298980713E0,4.095633087E0,7.519612885E0,1.006965664E1
1.779926942E1,-5.304818573E0,4.109254761E0,7.515271912E0,1.007503780E1
1.780929542E1,-5.298681335E0,4.115391998E0,7.517068176E0,1.007565329E1
1.781932142E1,-5.340444489E0,4.157604218E0,7.558531952E0,1.014580827E1
1.782934642E1,-5.400170288E0,4.207300873E0,7.642207947E0,1.025994942E1
1.783937242E1,-5.446573792E0,4.251309357E0,7.708520050E0,1.035181524E1
1.784939842E1,-5.481900330E0,4.273313599E0,7.735613708E0,1.039962306E1
1.785942342E1,-5.460494843E0,4.262386322E0,7.705975342E0,1.036180472E1
1.786944954E1,-5.457501068E0,4.255949707E0,7.680827637E0,1.033888480E1
1.787947554E1,-5.464686127E0,4.254752197E0,7.692952423E0,1.035119451E1
1.788950154E1,-5.473218384E0,4.258793793E0,7.706873474E0,1.036770673E1
1.789952654E1,-5.522915039E0,4.271517334E0,7.755671997E0,1.043546353E1
1.790955254E1,-5.566624146E0,4.271667023E0,7.798932037E0,1.049084289E1
1.791957854E1,-5.580245819E0,4.262236633E0,7.806266785E0,1.049969550E1
1.792960454E1,-5.578000488E0,4.237238617E0,7.804021454E0,1.048670737E1
1.793962954E1,-5.571713562E0,4.190535736E0,7.790848846E0,1.045475526E1
1.794965554E1,-5.556894379E0,4.139940948E0,7.761509857E0,1.040476917E1
1.795968154E1,-5.579048309E0,4.112547913E0,7.779472504E0,1.041916613E1
1.796970754E1,-5.614973602E0,4.093537445E0,7.824379120E0,1.046450601E1
1.797973254E1,-5.631888428E0,4.054468689E0,7.834557953E0,1.046600124E1
1.798975854E1,-5.604794769E0,3.976480865E0,7.783663788E0,1.038323391E1
1.799978454E1,-5.583988037E0,3.912713470E0,7.761360168E0,1.033097095E1
1.800981054E1,-5.600304108E0,3.876638489E0,7.776628418E0,1.033768260E1
1.801983554E1,-5.597759399E0,3.806584167E0,7.776029663E0,1.030978325E1
1.802986154E1,-5.598807220E0,3.757336578E0,7.774981842E0,1.029148012E1
1.803988754E1,-5.580096130E0,3.688180389E0,7.752528534E0,1.023923074E1
1.804991354E1,-5.559289398E0,3.612737274E0,7.715705109E0,1.017298749E1
1.805993854E1,-5.526058502E0,3.554059296E0,7.671996002E0,1.010090009E1
1.806996454E1,-5.522016907E0,3.502566376E0,7.660919037E0,1.007225508E1
1.807999054E1,-5.517526245E0,3.451073456E0,7.662565613E0,1.005325398E1
1.809001654E1,-5.489833832E0,3.399131470E0,7.641758881E0,1.000444147E1
1.810004154E1,-5.478457489E0,3.354823608E0,7.629035339E0,9.973490769E0
1.811006754E1,-5.434598694E0,3.297642517E0,7.583230591E0,9.895185462E0
1.812009354E1,-5.416636047E0,3.270249481E0,7.563920746E0,9.861408357E0
1.813011954E1,-5.444927216E0,3.259172516E0,7.613617401E0,9.911438231E0
1.814014454E1,-5.457351379E0,3.256029053E0,7.641758881E0,9.938857483E0
1.815017054E1,-5.442681885E0,3.240760803E0,7.625891876E0,9.913603966E0
1.816019654E1,-5.398224335E0,3.203638000E0,7.587721252E0,9.847722387E0
1.817022154E1,-5.341941376E0,3.182082825E0,7.509583740E0,9.749658287E0
1.818024754E1,-5.314548340E0,3.173700256E0,7.482041016E0,9.710702093E0
1.819027354E1,-5.315446472E0,3.184926910E0,7.509883118E0,9.736327596E0
1.820029954E1,-5.329666901E0,3.212769012E0,7.530689850E0,9.769264231E0
1.821032454E1,-5.326373749E0,3.238665161E0,7.545658722E0,9.787552037E0
1.822035054E1,-5.310357056E0,3.255879364E0,7.515122223E0,9.761029890E0
1.823037654E1,-5.281317444E0,3.261717224E0,7.478747864E0,9.719196613E0
1.824040254E1,-5.267396393E0,3.285368042E0,7.484585724E0,9.724100544E0
1.825042754E1,-5.265151062E0,3.329226837E0,7.485932922E0,9.738827381E0
1.826045354E1,-5.247338104E0,3.349135437E0,7.469766541E0,9.723614427E0
1.827047954E1,-5.220693512E0,3.375929718E0,7.439828796E0,9.695545097E0
1.828050554E1,-5.202132111E0,3.397035828E0,7.416028290E0,9.674683794E0
1.829053054E1,-5.182522888E0,3.424279175E0,7.401508484E0,9.662637279E0
1.830055654E1,-5.200036469E0,3.482807465E0,7.434290314E0,9.717973018E0
1.831058254E1,-5.188660126E0,3.515140228E0,7.407795410E0,9.703290038E0
1.832060854E1,-5.127138062E0,3.521726532E0,7.337142334E0,9.618927180E0
1.833063354E1,-5.093009033E0,3.525768127E0,7.288044434E0,9.564798668E0
1.834065954E1,-5.056634674E0,3.541784821E0,7.258855133E0,9.529153781E0
1.835068554E1,-5.027894440E0,3.559897156E0,7.212900696E0,9.485701171E0
1.836071154E1,-5.020709381E0,3.579356689E0,7.191195831E0,9.472730044E0
1.837073654E1,-5.012626190E0,3.604504395E0,7.190297699E0,9.477302056E0
1.838076254E1,-5.045707397E0,3.656446381E0,7.219337311E0,9.536644823E0
1.839078854E1,-5.066214752E0,3.695515137E0,7.262297974E0,9.595016201E0
1.840081354E1,-5.041516113E0,3.706292725E0,7.233408051E0,9.564292055E0
1.841083954E1,-4.992717590E0,3.692671051E0,7.161108398E0,9.478635024E0
1.842086554E1,-4.983885956E0,3.697311401E0,7.135811005E0,9.456692314E0
1.843089154E1,-5.005740509E0,3.729344788E0,7.179669800E0,9.513837765E0
1.844091654E1,-5.041516113E0,3.761378174E0,7.221732330E0,9.576965508E0
1.845094254E1,-5.063220978E0,3.794160004E0,7.253017273E0,9.624869680E0
1.846096854E1,-5.079836426E0,3.807033234E0,7.275171204E0,9.655379651E0
1.847099454E1,-5.047952728E0,3.795806580E0,7.240593109E0,9.608130042E0
1.848101954E1,-5.045258331E0,3.789070587E0,7.215744781E0,9.585335690E0
1.849104554E1,-5.089416504E0,3.829785919E0,7.284751282E0,9.676622436E0
1.850107154E1,-5.182672577E0,3.888613586E0,7.408094788E0,9.841812793E0
1.851109754E1,-5.253475342E0,3.950884094E0,7.535030823E0,9.999258862E0
1.852112254E1,-5.283712463E0,3.974085846E0,7.571854248E0,1.005206210E1
1.853114854E1,-5.281916199E0,3.972139893E0,7.558082886E0,1.003997764E1
1.854117454E1,-5.252577209E0,3.953129425E0,7.500752106E0,9.973869948E0
1.855120054E1,-5.229225769E0,3.938010864E0,7.476502533E0,9.937344808E0
1.856122554E1,-5.243146820E0,3.957320709E0,7.489974518E0,9.962464256E0
1.857125154E1,-5.261558533E0,3.979175262E0,7.515571289E0,1.000008229E1
1.858127754E1,-5.256020050E0,3.986210632E0,7.503895569E0,9.991199662E0
1.859130354E1,-5.273383942E0,3.999832306E0,7.513775024E0,1.001319389E1
1.860132854E1,-5.343138885E0,4.049678650E0,7.610324249E0,1.014229094E1
1.861135454E1,-5.359305267E0,4.071233826E0,7.638316040E0,1.018042090E1
1.862138054E1,-5.319488068E0,4.055366821E0,7.596552887E0,1.012178685E1
1.863140654E1,-5.303920441E0,4.060755615E0,7.548502808E0,1.007974220E1
1.864143154E1,-5.310506744E0,4.071682892E0,7.576644287E0,1.010869042E1
1.865145754E1,-5.361700287E0,4.117337952E0,7.638316040E0,1.020020459E1
1.866148354E1,-5.402565308E0,4.157753906E0,7.683222656E0,1.027163764E1
1.867150854E1,-5.428162079E0,4.184697876E0,7.720644836E0,1.032400100E1
1.868153454E1,-5.449717255E0,4.204307098E0,7.744295654E0,1.036097155E1
1.869156054E1,-5.472320251E0,4.226161652E0,7.779921570E0,1.040835774E1
1.870158654E1,-5.523064728E0,4.263284454E0,7.831713867E0,1.048883122E1
1.871161154E1,-5.531896362E0,4.271667023E0,7.831264801E0,1.049655776E1
1.872163754E1,-5.501808929E0,4.244723053E0,7.793243866E0,1.044137085E1
1.873166354E1,-5.493276672E0,4.237687683E0,7.782915344E0,1.042630600E1
1.874168954E1,-5.502108307E0,4.241729279E0,7.776329041E0,1.042769181E1
1.875171454E1,-5.503006439E0,4.231849823E0,7.793692932E0,1.043711082E1
1.876174054E1,-5.519023132E0,4.236041107E0,7.807314606E0,1.045742903E1
1.877176654E1,-5.552852783E0,4.250560913E0,7.842940521E0,1.050776656E1
1.878179254E1,-5.585185547E0,4.248315582E0,7.873626709E0,1.054687065E1
1.879181754E1,-5.606890411E0,4.248914337E0,7.899073792E0,1.057761126E1
1.880184354E1,-5.600004730E0,4.218078461E0,7.875872040E0,1.054426855E1
1.881186954E1,-5.572312317E0,4.166735229E0,7.841293945E0,1.048323604E1
1.882189554E1,-5.553900604E0,4.115242310E0,7.791597290E0,1.041585424E1
1.883192054E1,-5.530848541E0,4.071084137E0,7.751630402E0,1.035624379E1
1.884194654E1,-5.530848541E0,4.041595459E0,7.750133514E0,1.034356558E1
1.885197254E1,-5.550158386E0,4.017046509E0,7.764204254E0,1.035489201E1
1.886199854E1,-5.595214691E0,4.003275146E0,7.827522583E0,1.042126428E1
1.887202342E1,-5.627397766E0,3.976480865E0,7.863298187E0,1.045521229E1
1.888204942E1,-5.583988037E0,3.913162537E0,7.805967407E0,1.036469443E1
1.889207542E1,-5.542524261E0,3.828588409E0,7.748486938E0,1.026726420E1
1.890210042E1,-5.541925507E0,3.775448914E0,7.737409973E0,1.023887034E1
1.891212642E1,-5.534890137E0,3.730841675E0,7.743996277E0,1.022368166E1
1.892215242E1,-5.504802704E0,3.657943268E0,7.702083435E0,1.014916208E1
1.893217842E1,-5.447022858E0,3.567830658E0,7.611222382E0,1.001649538E1
1.894220342E1,-5.427263947E0,3.513793030E0,7.585176544E0,9.966786774E0
1.895222942E1,-5.439987488E0,3.481310577E0,7.611072693E0,9.982054635E0
1.896225542E1,-5.443879395E0,3.445534973E0,7.616311798E0,9.975757591E0
1.897228142E1,-5.404361572E0,3.376827850E0,7.566016388E0,9.892153169E0
1.898230642E1,-5.364694061E0,3.314108276E0,7.503296814E0,9.801159070E0
1.899233242E1,-5.351820831E0,3.275189209E0,7.499554596E0,9.778147560E0
1.900235842E1,-5.360353088E0,3.266357574E0,7.533683624E0,9.806062716E0
1.901238442E1,-5.358556824E0,3.247347107E0,7.528145142E0,9.794506814E0
1.902240942E1,-5.338049469E0,3.220852203E0,7.496560822E0,9.750235136E0
1.903243542E1,-5.310955811E0,3.198997650E0,7.472311249E0,9.709545457E0
1.904246142E1,-5.264851685E0,3.170856171E0,7.431745605E0,9.643849587E0
1.905248742E1,-5.217100983E0,3.146756287E0,7.365134125E0,9.558525957E0
1.906251242E1,-5.192252655E0,3.131488037E0,7.335346069E0,9.516985180E0
1.907253842E1,-5.188360748E0,3.158132629E0,7.343728638E0,9.530122731E0
1.908256442E1,-5.194647675E0,3.188968506E0,7.384144592E0,9.574939997E0
1.909258942E1,-5.183570709E0,3.197351074E0,7.363786926E0,9.556035636E0
1.910261542E1,-5.160967712E0,3.203039246E0,7.325017548E0,9.515825251E0
1.911264142E1,-5.125341797E0,3.204087067E0,7.281458130E0,9.463346922E0
1.912266742E1,-5.072501678E0,3.215613098E0,7.217091980E0,9.389188331E0
1.913269242E1,-5.039869537E0,3.230881348E0,7.189249878E0,9.355436550E0
1.914271842E1,-5.061424713E0,3.280877380E0,7.220385132E0,9.408301545E0
1.915274442E1,-5.114115143E0,3.356919250E0,7.318281555E0,9.538360733E0
1.916277042E1,-5.141657867E0,3.412453766E0,7.370223541E0,9.612579330E0
1.917279542E1,-5.128485260E0,3.447331238E0,7.365134125E0,9.614086249E0
1.918282142E1,-5.104385376E0,3.467389526E0,7.331603851E0,9.582794750E0
1.919284742E1,-5.055437164E0,3.478316803E0,7.264243927E0,9.509225654E0
1.920287342E1,-5.046605530E0,3.503763885E0,7.247778168E0,9.501309231E0
1.921289842E1,-5.086273041E0,3.563190308E0,7.296726379E0,9.581686411E0
1.922292442E1,-5.086722107E0,3.599115601E0,7.306156769E0,9.602515380E0
1.923295042E1,-5.089865570E0,3.639232178E0,7.319479065E0,9.629408920E0
1.924297642E1,-5.095404053E0,3.685635681E0,7.321874084E0,9.651781853E0
1.925300142E1,-5.078638916E0,3.701502686E0,7.307653656E0,9.638231027E0
1.926302742E1,-5.080135803E0,3.730093231E0,7.312144318E0,9.653436166E0
1.927305342E1,-5.098697205E0,3.767814789E0,7.326065369E0,9.688362878E0
1.928307942E1,-5.112468567E0,3.800596619E0,7.349267120E0,9.725923952E0
1.929310442E1,-5.133275299E0,3.835474091E0,7.384144592E0,9.776858808E0
1.930313042E1,-5.137466583E0,3.871100006E0,7.394772491E0,9.801103935E0
1.931315642E1,-5.121150513E0,3.883524170E0,7.387737122E0,9.792170461E0
1.932318142E1,-5.150639191E0,3.905079346E0,7.398814087E0,9.824519259E0
1.933320742E1,-5.203928375E0,3.971092072E0,7.486232300E0,9.944552118E0
1.934323342E1,-5.222040710E0,3.976780243E0,7.504644012E0,9.970164093E0
1.935325942E1,-5.211263123E0,3.985312500E0,7.501051483E0,9.965227163E0
1.936328442E1,-5.206922150E0,3.986060944E0,7.488477631E0,9.953794118E0
1.937331042E1,-5.201533356E0,3.980522461E0,7.466024323E0,9.931869285E0
1.938333642E1,-5.248086548E0,4.014801178E0,7.530240784E0,1.001826168E1
1.939336242E1,-5.296885071E0,4.051175537E0,7.588469696E0,1.010217239E1
1.940338742E1,-5.310806122E0,4.060605927E0,7.634723511E0,1.014801386E1
1.941341342E1,-5.340294800E0,4.081412659E0,7.657775574E0,1.018912187E1
1.942343942E1,-5.352269897E0,4.079616394E0,7.674540710E0,1.020728358E1
1.943346542E1,-5.384003906E0,4.093387756E0,7.716752930E0,1.026116939E1
1.944349042E1,-5.405559082E0,4.112996979E0,7.749235382E0,1.030473009E1
1.945351642E1,-5.413193207E0,4.117038574E0,7.764054565E0,1.032149265E1
1.946354242E1,-5.449118500E0,4.133354645E0,7.805069275E0,1.037769818E1
1.947356842E1,-5.469027100E0,4.143383789E0,7.815846863E0,1.040025715E1
1.948359342E1,-5.452561340E0,4.137246552E0,7.804320831E0,1.038049410E1
1.949361942E1,-5.439987488E0,4.126169586E0,7.779173126E0,1.035056877E1
1.950364542E1,-5.445376282E0,4.132905579E0,7.785010986E0,1.036047429E1
1.951367042E1,-5.428012390E0,4.132007446E0,7.758815460E0,1.033131267E1
1.952369642E1,-5.424569550E0,4.141886902E0,7.757318573E0,1.033233630E1
1.953372242E1,-5.479954376E0,4.173171844E0,7.823480988E0,1.042363267E1
1.954374842E1,-5.508993988E0,4.190535736E0,7.857759705E0,1.047158021E1
1.955377342E1,-5.486390991E0,4.179309082E0,7.820038147E0,1.042689346E1
1.956379942E1,-5.462590485E0,4.164639587E0,7.786657562E0,1.038345577E1
1.957382542E1,-5.428461456E0,4.131708069E0,7.735464020E0,1.031390367E1
1.958385142E1,-5.397475891E0,4.106111298E0,7.685617676E0,1.024995683E1
1.959387642E1,-5.377866669E0,4.105362854E0,7.656278687E0,1.021734101E1
1.960390242E1,-5.386548615E0,4.097279663E0,7.660469971E0,1.022181035E1
1.961392842E1,-5.418432312E0,4.108206940E0,7.684869232E0,1.026128589E1
1.962395442E1,-5.403912506E0,4.096231842E0,7.681576080E0,1.024636505E1
1.963397942E1,-5.409900055E0,4.097279663E0,7.689659271E0,1.025600209E1
1.964400542E1,-5.459596710E0,4.121678925E0,7.739056549E0,1.032900913E1
1.965403142E1,-5.442382507E0,4.078119507E0,7.710466003E0,1.028114157E1
1.966405742E1,-5.438789978E0,4.066743164E0,7.704328766E0,1.027012746E1
1.967408242E1,-5.479954376E0,4.077371063E0,7.756420441E0,1.033522679E1
1.968410842E1,-5.472769318E0,4.059408417E0,7.740703125E0,1.031254021E1
1.969413442E1,-5.443879395E0,4.012555847E0,7.681875458E0,1.023462935E1
1.970416042E1,-5.426066437E0,3.989503784E0,7.661517792E0,1.020084272E1
1.971418542E1,-5.413791962E0,3.948339386E0,7.638465729E0,1.016093923E1
1.972421142E1,-5.436095581E0,3.934268646E0,7.637717285E0,1.016682498E1
1.973423742E1,-5.405708771E0,3.895648956E0,7.625143433E0,1.012623229E1
1.974426242E1,-5.416336670E0,3.876638489E0,7.618856506E0,1.011988159E1
1.975428842E1,-5.420378265E0,3.853885803E0,7.608078918E0,1.010523632E1
1.976431442E1,-5.353317719E0,3.774251404E0,7.514074402E0,9.968164243E0
1.977434042E1,-5.299130402E0,3.708837433E0,7.435487823E0,9.855086874E0
1.978436542E1,-5.289849701E0,3.675157471E0,7.423961792E0,9.828758873E0
1.979439142E1,-5.295088806E0,3.646716614E0,7.436984711E0,9.830831558E0
1.980441742E1,-5.293442230E0,3.603157196E0,7.427105255E0,9.806383885E0
1.981444342E1,-5.230273590E0,3.538791046E0,7.337142334E0,9.680519693E0
1.982446842E1,-5.206922150E0,3.478616180E0,7.304061127E0,9.620920837E0
